method,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,simple,442,442,0,1,0.0,0,0.0,0,-0.03316808,0.011530889,0.0,0.0
last_flow,simple,442,442,1,2,0.0,0,0.0,0,-2.285915e-35,0.0,0.0,0.0
last_flow,simple,442,442,2,3,0.0,0,0.0,0,1.9436507e-18,2.3184306e-17,0.0,0.0
last_flow,simple,442,442,3,4,0.0,0,0.0,0,-0.22783494,0.06421632,0.0,0.0
last_flow,simple,442,442,4,5,0.0,0,0.0,0,-0.17224577,0.05432893,0.0,0.0
last_flow,simple,442,442,5,6,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,442,442,6,7,0.0,0,0.0,0,0.568148,0.01083434,0.0,0.0
last_flow,simple,442,442,7,8,0.0,0,0.0,0,-0.19584991,0.011766658,0.0,0.0
last_flow,simple,442,442,8,9,0.0,0,0.0,0,-0.0134013165,0.019536229,0.0,0.0
last_flow,simple,442,442,9,10,0.0,0,0.0,0,-2.0979982e-18,2.6586123e-17,0.0,0.0
last_flow,simple,442,442,10,11,0.0,0,0.0,0,0.15644982,0.012793586,0.0,0.0
last_flow,simple,442,442,11,12,0.0,0,0.0,0,-0.054145344,0.008345694,0.0,0.0
last_flow,simple,442,442,12,13,0.0,0,0.0,0,0.384895,0.020572409,0.0,0.0
last_flow,simple,442,442,13,14,-1.4880434,1,1.0,1,-1.4838369,0.06067815,-1.4838369,0.06067815
last_flow,simple,442,442,14,15,0.0,0,0.0,0,-0.049739506,0.052950505,0.0,0.0
last_flow,simple,442,442,15,16,0.0,0,0.0,0,0.1053384,0.014516453,0.0,0.0
last_flow,simple,442,442,16,17,0.0,0,0.0,0,0.3460264,0.09918021,0.0,0.0
last_flow,simple,442,442,17,18,0.0,0,0.0,0,-0.17565586,0.015084047,0.0,0.0
last_flow,simple,442,442,18,19,0.0,0,0.0,0,4.4181967e-15,2.6022782e-13,0.0,0.0
last_flow,simple,442,442,19,20,1.5933919,1,1.0,1,1.2604862,0.014479613,1.2604862,0.014479613
last_flow,simple,442,442,20,21,0.0,0,0.0,0,-5.5280435e-20,1.838853e-18,0.0,0.0
last_flow,simple,442,442,21,22,0.0,0,0.0,0,0.21872038,0.03209105,0.0,0.0
last_flow,simple,442,442,22,23,0.0,0,0.0,0,-2.11191e-17,7.2719864e-16,0.0,0.0
last_flow,simple,442,442,23,24,0.0,0,0.0,0,-0.39367175,0.07512449,0.0,0.0
last_flow,simple,442,442,24,25,0.0,0,0.0,0,0.034682322,0.04029956,0.0,0.0
last_flow,simple,442,442,25,26,0.0,0,0.0,0,0.18450074,0.061622597,0.0,0.0
last_flow,simple,442,442,26,27,0.7872286,1,1.0,1,0.9943563,0.007070025,0.9943563,0.007070025
last_flow,simple,442,442,27,28,0.0,0,0.0,0,-1.3635347e-22,8.107534e-21,0.0,0.0
last_flow,simple,442,442,28,29,0.0,0,0.0,0,-0.15158567,0.016635489,0.0,0.0
last_flow,simple,442,442,29,30,0.0,0,0.0,0,0.43233332,0.03718544,0.0,0.0
last_flow,simple,442,442,30,31,0.0,0,0.0,0,0.11916375,0.028385201,0.0,0.0
last_flow,simple,442,442,31,32,-0.71004933,1,1.0,1,-0.7265327,0.07854947,-0.7265327,0.07854947
last_flow,simple,442,442,32,33,0.0,0,0.0,0,-0.091916256,0.014726457,0.0,0.0
last_flow,simple,442,442,33,34,0.0,0,0.0,0,4.0995436e-14,1.3304661e-12,0.0,0.0
