"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",436,436,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,9.14575,0.0914575,6,"0;20;26;46;58;70;75;83;91;92","0;20;26;46;58;75",1,0.6,0.75,0,6,0,4,90,6,0.931111111111111,0.786976264189886
