stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.436750888824463,10,13,1.8444327467304638
1,0.8,34,825,1.8461763858795166,8,49,0.6949627352278398
