Selection,Gate,Transport,Active SKL,Joint SKL,Zero JS,VI MSE,MCMC MSE,VI R2,Train s,Sample s,Params
feature_group,normalized_requ,affine,0.3473411516334172,0.8984493315925908,0.029910261110402153,0.0896138921380043,0.047595251351594925,0.9690411686897278,229.58707500004675,0.2743118000216782,58544
feature_group,normalized_requ,spline,0.2648454929254531,0.569246242785535,0.025519825915260374,0.15775467455387115,0.047595251351594925,0.9455006122589111,236.1157997000264,0.3762416000245139,64760
feature_group,smooth_step,affine,0.32009381909224,0.7241556187787361,0.03420190297994773,0.055660516023635864,0.041581686586141586,0.980771005153656,164.31223939999472,0.2452356000430882,58544
feature_group,smooth_step,spline,0.2644335516752498,0.5384485804493322,0.008384647614114792,0.027872003614902496,0.041581686586141586,0.9903711080551147,217.40556760004256,0.3971438000444323,64760
unit_group,normalized_requ,affine,1.4309809436154088,2.93159265908929,0.15725081594082174,0.06064002215862274,0.07508902251720428,0.9790507555007935,217.61243820004165,0.27492190001066774,58286
unit_group,normalized_requ,spline,0.6770132870550418,1.4362821870258258,0.08530492201094077,0.06176169589161873,0.07508902251720428,0.9786632657051086,310.3680554999737,0.37532069999724627,64502
unit_group,smooth_step,affine,1.3689751668926555,3.609269788786273,0.11042469673822498,0.05785368010401726,0.07005716115236282,0.9800133109092712,222.3215812999988,0.3183594999136403,58286
unit_group,smooth_step,spline,2.0297445926767907,4.075725630054511,0.05184242325169457,0.07927475869655609,0.07005716115236282,0.9726130366325378,329.18860879994463,0.46548080001957715,64502
