method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
last_flow,recovery,simple,498,498,160,100,10,1.0,0.5,4000,2,3;10;21;22;36;38;68;69;73;93,22;69,32,775,1,1.2,1.0,0.2,0.33333333333333337,0.0,2,0,8,90,2,0.6099999999999999,0.45999999999999996,-1,-1,1.2,1.2,1e-05,0.95,0.9,300,1,1200,1200,0.0,1.2196019482482725,1.2196019482482725,0.9907241773625781,1.0491249345010014,0.22887777088569441,0.33558870628598736,0.7994412621119931,0.76955011473027,0.7994412621119931,0.76955011473027,1.116161798236613,1.6650185793594763,2.1163016299296085,2.5773524642988783,0.1068844385445118,0.13715366012288488,0.05371437221765518,0.08677636831998825
