method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
last_flow,recovery,simple,437,437,160,100,10,1.0,0.5,4000,56,7;15;22;28;47;56;59;68;91;94,6;7;8;9;11;13;15;21;22;26;28;29;30;35;36;37;38;40;42;43;45;47;48;50;51;53;54;56;57;59;61;62;63;65;67;68;69;71;73;75;76;77;79;80;83;85;88;89;90;91;92;93;94;95;96;99,11,275,0,0.8,0.17857142857142858,1.0,0.30303030303030304,0.8214285714285714,10,46,0,44,56,0.9655555555555555,0.7676136363636364,-1,-1,0.8,0.8,1e-05,0.95,0.9,300,1,1200,1200,0.1,0.8111155756738251,0.8111155756738251,0.6304243249287842,1.468135678841293,0.18069125074504083,0.25177291588318196,1.1170228699258904,1.151565592008868,1.1170228699258904,1.151565592008868,0.6905479463903172,2.696481605766219,13.744393969997956,14.122604050098209,0.45849573612213135,0.44839359621167185,0.09485792368650436,0.13369275629520416
