method,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,simple,479,479,0,1,0.0,0,0.0,0,0.069856875,0.064406194,0.0,0.0
last_flow,simple,479,479,1,2,0.0,0,0.0,0,-0.17679496,0.03062093,0.0,0.0
last_flow,simple,479,479,2,3,0.0,0,0.0,0,-0.08314551,0.046146475,0.0,0.0
last_flow,simple,479,479,3,4,0.0,0,0.0,0,-0.4487379,0.011059945,0.0,0.0
last_flow,simple,479,479,4,5,0.0,0,0.0,0,2.8320176e-28,0.0,0.0,0.0
last_flow,simple,479,479,5,6,0.0,0,0.0,0,0.32113174,0.065768406,0.0,0.0
last_flow,simple,479,479,6,7,0.0,0,0.0,0,-0.25995964,0.08869231,0.0,0.0
last_flow,simple,479,479,7,8,0.0,0,0.0,0,-0.2582641,0.059306543,0.0,0.0
last_flow,simple,479,479,8,9,0.0,0,0.0,0,7.023777e-21,3.5245928e-19,0.0,0.0
last_flow,simple,479,479,9,10,0.0,0,0.0,0,0.25875685,0.20396914,0.0,0.0
last_flow,simple,479,479,10,11,0.0,0,0.0,0,0.040416624,0.035753615,0.0,0.0
last_flow,simple,479,479,11,12,0.0,0,0.0,0,0.2152516,0.12746792,0.0,0.0
last_flow,simple,479,479,12,13,0.0,0,0.0,0,-0.17927334,0.015748646,0.0,0.0
last_flow,simple,479,479,13,14,0.0,0,0.0,0,0.08329386,0.03282125,0.0,0.0
last_flow,simple,479,479,14,15,0.0,0,0.0,0,-0.015508248,0.0070727533,0.0,0.0
last_flow,simple,479,479,15,16,0.0,0,0.0,0,-6.147398e-23,3.7204875e-21,0.0,0.0
last_flow,simple,479,479,16,17,0.0,0,0.0,0,0.1145939,0.08949811,0.0,0.0
last_flow,simple,479,479,17,18,0.0,0,0.0,0,0.15756723,0.037755623,0.0,0.0
last_flow,simple,479,479,18,19,0.0,0,0.0,0,3.031962e-21,1.8793068e-19,0.0,0.0
last_flow,simple,479,479,19,20,0.0,0,0.0,0,-3.40425e-25,0.0,0.0,0.0
last_flow,simple,479,479,20,21,0.7574688,1,1.0,1,0.66141826,0.0065213535,0.66141826,0.0065213535
last_flow,simple,479,479,21,22,0.0,0,0.0,0,0.081419274,0.05077807,0.0,0.0
last_flow,simple,479,479,22,23,0.0,0,0.0,0,-0.049457368,0.02928933,0.0,0.0
last_flow,simple,479,479,23,24,0.0,0,0.0,0,-0.3128221,0.12240062,0.0,0.0
last_flow,simple,479,479,24,25,0.0,0,0.0,0,-0.13918035,0.04177829,0.0,0.0
last_flow,simple,479,479,25,26,0.0,0,0.0,0,-0.078954555,0.0901148,0.0,0.0
last_flow,simple,479,479,26,27,0.0,0,0.0,0,-0.06350443,0.076307245,0.0,0.0
last_flow,simple,479,479,27,28,0.0,0,0.0,0,-0.22234657,0.030511377,0.0,0.0
last_flow,simple,479,479,28,29,0.0,0,0.0,0,-0.2423164,0.062484648,0.0,0.0
last_flow,simple,479,479,29,30,0.0,0,0.0,0,0.12945811,0.022686409,0.0,0.0
last_flow,simple,479,479,30,31,0.0,0,0.0,0,-2.406268e-11,1.925495e-11,0.0,0.0
last_flow,simple,479,479,31,32,0.0,0,0.0,0,0.24879543,0.018724473,0.0,0.0
last_flow,simple,479,479,32,33,0.0,0,0.0,0,-0.05288017,0.044175226,0.0,0.0
last_flow,simple,479,479,33,34,0.0,0,0.0,0,0.03166532,0.046698365,0.0,0.0
last_flow,simple,479,479,34,35,0.0,0,0.0,0,0.1359525,0.12497738,0.0,0.0
last_flow,simple,479,479,35,36,0.0,0,0.0,0,0.07888631,0.02819741,0.0,0.0
last_flow,simple,479,479,36,37,0.0,0,0.0,0,-0.07326346,0.040146474,0.0,0.0
last_flow,simple,479,479,37,38,0.0,0,0.0,0,0.22714846,0.007951899,0.0,0.0
last_flow,simple,479,479,38,39,0.0,0,0.0,0,-4.0501785e-08,7.6253303e-07,0.0,0.0
last_flow,simple,479,479,39,40,0.0,0,0.0,0,-0.03592481,0.09367516,0.0,0.0
last_flow,simple,479,479,40,41,0.0,0,0.0,0,-0.10005833,0.050955478,0.0,0.0
last_flow,simple,479,479,41,42,-0.895637,1,1.0,1,-0.7255998,0.016645268,-0.7255998,0.016645268
last_flow,simple,479,479,42,43,0.0,0,0.0,0,-2.9924642e-32,0.0,0.0,0.0
last_flow,simple,479,479,43,44,0.0,0,0.0,0,0.1182807,0.031622842,0.0,0.0
last_flow,simple,479,479,44,45,1.2752206,1,1.0,1,1.1517886,0.10697169,1.1517886,0.10697169
last_flow,simple,479,479,45,46,0.0,0,0.0,0,-1.4571524e-19,8.470508e-18,0.0,0.0
last_flow,simple,479,479,46,47,0.0,0,0.0,0,0.11230567,0.007171271,0.0,0.0
last_flow,simple,479,479,47,48,0.6217178,1,1.0,1,0.72362405,0.026497068,0.72362405,0.026497068
last_flow,simple,479,479,48,49,0.0,0,0.0,0,0.01713732,0.095576696,0.0,0.0
last_flow,simple,479,479,49,50,0.0,0,0.0,0,0.05559398,0.20689756,0.0,0.0
last_flow,simple,479,479,50,51,0.0,0,0.0,0,-2.5402497e-33,0.0,0.0,0.0
last_flow,simple,479,479,51,52,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,479,479,52,53,0.0,0,0.0,0,0.009979716,0.05913652,0.0,0.0
last_flow,simple,479,479,53,54,0.0,0,0.0,0,-0.08218766,0.004461331,0.0,0.0
last_flow,simple,479,479,54,55,1.2203933,1,1.0,1,1.0850976,0.014927661,1.0850976,0.014927661
last_flow,simple,479,479,55,56,0.0,0,0.0,0,0.27969688,0.07760006,0.0,0.0
last_flow,simple,479,479,56,57,0.0,0,0.0,0,-3.990802e-15,2.3082282e-13,0.0,0.0
last_flow,simple,479,479,57,58,0.0,0,0.0,0,-0.2807022,0.009520369,0.0,0.0
last_flow,simple,479,479,58,59,0.0,0,0.0,0,0.05194943,0.087634034,0.0,0.0
last_flow,simple,479,479,59,60,0.0,0,0.0,0,-0.050213974,0.026799325,0.0,0.0
last_flow,simple,479,479,60,61,0.0,0,0.0,0,-1.0042523e-05,8.1456465e-06,0.0,0.0
last_flow,simple,479,479,61,62,0.0,0,0.0,0,-0.234219,0.021848587,0.0,0.0
last_flow,simple,479,479,62,63,0.0,0,0.0,0,0.11183539,0.023076253,0.0,0.0
last_flow,simple,479,479,63,64,0.0,0,0.0,0,-0.18491599,0.09027271,0.0,0.0
last_flow,simple,479,479,64,65,0.0,0,0.0,0,1.2013942e-17,1.0195457e-16,0.0,0.0
last_flow,simple,479,479,65,66,0.0,0,0.0,0,2.1754416e-09,1.0560965e-08,0.0,0.0
last_flow,simple,479,479,66,67,0.0,0,0.0,0,0.071649775,0.030184323,0.0,0.0
last_flow,simple,479,479,67,68,0.0,0,0.0,0,-0.2790595,0.012132013,0.0,0.0
last_flow,simple,479,479,68,69,0.0,0,0.0,0,-0.03742758,0.074682966,0.0,0.0
last_flow,simple,479,479,69,70,0.0,0,0.0,0,1.9423718e-11,1.9900057e-10,0.0,0.0
last_flow,simple,479,479,70,71,1.8310908,1,0.977,1,1.8679597,0.28742436,1.8678939,0.2878285
last_flow,simple,479,479,71,72,0.0,0,0.0,0,-0.035604607,0.036842566,0.0,0.0
last_flow,simple,479,479,72,73,0.0,0,0.0,0,0.16179709,0.008915673,0.0,0.0
last_flow,simple,479,479,73,74,0.0,0,0.0,0,0.17931591,0.026244601,0.0,0.0
last_flow,simple,479,479,74,75,0.0,0,0.0,0,-2.934393e-22,1.8558241e-20,0.0,0.0
last_flow,simple,479,479,75,76,0.0,0,0.0,0,0.17990772,0.035479303,0.0,0.0
last_flow,simple,479,479,76,77,0.0,0,0.0,0,0.20823485,0.029481886,0.0,0.0
last_flow,simple,479,479,77,78,0.0,0,0.0,0,-0.14340957,0.020411344,0.0,0.0
last_flow,simple,479,479,78,79,0.0,0,0.0,0,0.2862999,0.049496334,0.0,0.0
last_flow,simple,479,479,79,80,1.4391985,1,1.0,1,1.1697351,0.027090508,1.1697351,0.027090508
last_flow,simple,479,479,80,81,0.0,0,0.0,0,0.075412676,0.05027796,0.0,0.0
last_flow,simple,479,479,81,82,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,479,479,82,83,0.5311778,1,0.02675,0,0.48110348,0.08794636,0.037485987,0.23442681
last_flow,simple,479,479,83,84,1.8960842,1,1.0,1,2.001813,0.020759178,2.001813,0.020759178
last_flow,simple,479,479,84,85,0.0,0,0.0,0,-3.2086e-41,0.0,0.0,0.0
last_flow,simple,479,479,85,86,0.0,0,0.0,0,0.11197,0.07612251,0.0,0.0
last_flow,simple,479,479,86,87,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,479,479,87,88,0.0,0,0.0,0,0.044077676,0.07892155,0.0,0.0
last_flow,simple,479,479,88,89,0.0,0,0.0,0,0.15873641,0.047556996,0.0,0.0
last_flow,simple,479,479,89,90,0.0,0,0.0,0,0.2220003,0.011136939,0.0,0.0
last_flow,simple,479,479,90,91,-0.7536713,1,1.0,1,-0.7039471,0.039735775,-0.7039471,0.039735775
last_flow,simple,479,479,91,92,0.0,0,0.0,0,3.740813e-14,3.6498937e-13,0.0,0.0
last_flow,simple,479,479,92,93,0.0,0,0.0,0,0.06674823,0.007485603,0.0,0.0
last_flow,simple,479,479,93,94,0.0,0,0.001,0,0.3317241,0.030888684,0.0008648791,0.027522987
last_flow,simple,479,479,94,95,0.0,0,0.0,0,3.9325639e-07,3.3184827e-07,0.0,0.0
last_flow,simple,479,479,95,96,0.0,0,0.0,0,0.37107164,0.017179748,0.0,0.0
last_flow,simple,479,479,96,97,0.0,0,0.0,0,-0.07600856,0.091406226,0.0,0.0
last_flow,simple,479,479,97,98,0.0,0,0.0,0,-4.2229198e-12,2.194882e-10,0.0,0.0
last_flow,simple,479,479,98,99,0.0,0,0.0,0,1.3001124e-20,2.0345075e-19,0.0,0.0
last_flow,simple,479,479,99,100,0.0,0,0.0,0,0.0,0.0,0.0,0.0
