stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,3.1583030223846436,15,13,1.9027316241253511
1,0.8,28,675,1.9339102506637573,9,49,0.7631937130857964
