stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,2.440045118331909,11,13,2.0448543488916595
1,0.8,30,725,2.329996347427368,7,49,0.747488375705168
