seed,pair_type,j0,k0,j1,k1,beta_true_j,beta_true_k,pip_last_j,pip_last_k,pip_mcmc_j,pip_mcmc_k,slab_skl_j,slab_skl_k,joint_skl
403,true_active_true_active,94,19,95,20,1.3204614,-0.9490338,1.0,1.0,1.0,0.969625,11.201375450437073,13.306820669716243,16.87974857638599
403,true_active_true_active,94,31,95,32,1.3204614,-0.44524896,1.0,1.0,1.0,0.5075,11.201375450437073,13.735927659745368,15.79135230482877
403,true_active_true_active,94,25,95,26,1.3204614,1.4924839,1.0,1.0,1.0,1.0,11.201375450437073,13.967068679813291,16.22954188181536
403,true_active_true_active,94,86,95,87,1.3204614,-1.6860123,1.0,1.0,1.0,1.0,11.201375450437073,16.335864265802126,18.45046512822865
403,true_active_true_active,94,7,95,8,1.3204614,0.85820043,1.0,1.0,1.0,1.0,11.201375450437073,17.9426758433729,18.97635419864565
403,true_active_true_active,19,31,20,32,-0.9490338,-0.44524896,1.0,1.0,0.969625,0.5075,13.306820669716243,13.735927659745368,16.407755092853563
403,true_active_true_active,19,25,20,26,-0.9490338,1.4924839,1.0,1.0,0.969625,1.0,13.306820669716243,13.967068679813291,17.415975136506162
403,true_active_true_active,19,86,20,87,-0.9490338,-1.6860123,1.0,1.0,0.969625,1.0,13.306820669716243,16.335864265802126,18.905568947061244
403,true_active_true_active,19,7,20,8,-0.9490338,0.85820043,1.0,1.0,0.969625,1.0,13.306820669716243,17.9426758433729,19.617479585084713
403,true_active_true_active,31,25,32,26,-0.44524896,1.4924839,1.0,1.0,0.5075,1.0,13.735927659745368,13.967068679813291,16.422071790738727
403,true_active_true_active,31,86,32,87,-0.44524896,-1.6860123,1.0,1.0,0.5075,1.0,13.735927659745368,16.335864265802126,17.559220952520302
403,true_active_true_active,31,7,32,8,-0.44524896,0.85820043,1.0,1.0,0.5075,1.0,13.735927659745368,17.9426758433729,18.63035135470875
403,true_active_true_active,25,86,26,87,1.4924839,-1.6860123,1.0,1.0,1.0,1.0,13.967068679813291,16.335864265802126,19.47399783207999
403,true_active_true_active,25,7,26,8,1.4924839,0.85820043,1.0,1.0,1.0,1.0,13.967068679813291,17.9426758433729,19.26771475924561
403,true_active_true_active,86,7,87,8,-1.6860123,0.85820043,1.0,1.0,1.0,1.0,16.335864265802126,17.9426758433729,20.88488530679147
404,true_active_true_active,53,96,54,97,-1.5559489,-0.7217069,1.0,1.0,1.0,0.886875,12.823550418894051,12.972769331859846,16.807343238841177
404,true_active_true_active,53,61,54,62,-1.5559489,-1.9925004,1.0,1.0,1.0,1.0,12.823550418894051,13.564469331042037,17.075582454085623
