seed,pair_type,j0,k0,j1,k1,beta_true_j,beta_true_k,pip_last_j,pip_last_k,pip_mcmc_j,pip_mcmc_k,slab_skl_j,slab_skl_k,joint_skl
414,true_active_true_active,38,30,39,31,1.1188614,-0.8296823,1.0,1.0,1.0,0.99925,12.208995006072808,12.664756494092313,16.919651985826025
414,true_active_true_active,38,64,39,65,1.1188614,-1.724899,1.0,1.0,1.0,1.0,12.208995006072808,14.43626312985284,17.09110394994785
414,true_active_true_active,82,30,83,31,-1.6013281,-0.8296823,1.0,1.0,1.0,0.99925,12.602010022581585,12.664756494092313,16.372679801803155
414,true_active_true_active,82,64,83,65,-1.6013281,-1.724899,1.0,1.0,1.0,1.0,12.602010022581585,14.43626312985284,17.701287295039585
414,true_active_true_active,30,64,31,65,-0.8296823,-1.724899,1.0,1.0,0.99925,1.0,12.664756494092313,14.43626312985284,17.678977342477644
415,true_active_true_active,25,5,26,6,1.2713587,0.90691656,1.0,1.0,1.0,1.0,12.95275867720086,13.364448083244083,14.943677885971272
415,true_active_true_active,25,32,26,33,1.2713587,0.62363595,1.0,0.80275,1.0,0.757,12.95275867720086,14.288846836862312,17.923652882483783
415,true_active_true_active,25,17,26,18,1.2713587,-0.6753987,1.0,1.0,1.0,0.88175,12.95275867720086,14.826906740526585,17.66914295826215
415,true_active_true_active,25,9,26,10,1.2713587,1.0975729,1.0,1.0,1.0,1.0,12.95275867720086,16.095433504838155,18.76246787807196
415,true_active_true_active,25,16,26,17,1.2713587,0.5782325,1.0,1.0,1.0,0.726875,12.95275867720086,17.072299452305874,17.950984876265025
415,true_active_true_active,25,34,26,35,1.2713587,1.444636,1.0,1.0,1.0,1.0,12.95275867720086,18.76806616759587,18.623910219708343
415,true_active_true_active,25,8,26,9,1.2713587,1.3089309,1.0,1.0,1.0,1.0,12.95275867720086,19.193708940725344,17.986923741903198
415,true_active_true_active,5,32,6,33,0.90691656,0.62363595,1.0,0.80275,1.0,0.757,13.364448083244083,14.288846836862312,15.39748106635354
415,true_active_true_active,5,17,6,18,0.90691656,-0.6753987,1.0,1.0,1.0,0.88175,13.364448083244083,14.826906740526585,16.08840852298042
415,true_active_true_active,5,9,6,10,0.90691656,1.0975729,1.0,1.0,1.0,1.0,13.364448083244083,16.095433504838155,16.934067117207597
415,true_active_true_active,5,16,6,17,0.90691656,0.5782325,1.0,1.0,1.0,0.726875,13.364448083244083,17.072299452305874,16.791179389147395
415,true_active_true_active,5,34,6,35,0.90691656,1.444636,1.0,1.0,1.0,1.0,13.364448083244083,18.76806616759587,18.975623254416682
415,true_active_true_active,5,8,6,9,0.90691656,1.3089309,1.0,1.0,1.0,1.0,13.364448083244083,19.193708940725344,19.45515207866047
415,true_active_true_active,32,17,33,18,0.62363595,-0.6753987,0.80275,1.0,0.757,0.88175,14.288846836862312,14.826906740526585,18.5801415488825
415,true_active_true_active,32,9,33,10,0.62363595,1.0975729,0.80275,1.0,0.757,1.0,14.288846836862312,16.095433504838155,19.22223885221467
415,true_active_true_active,32,16,33,17,0.62363595,0.5782325,0.80275,1.0,0.757,0.726875,14.288846836862312,17.072299452305874,17.918982426751334
415,true_active_true_active,32,34,33,35,0.62363595,1.444636,0.80275,1.0,0.757,1.0,14.288846836862312,18.76806616759587,19.43253496126937
415,true_active_true_active,32,8,33,9,0.62363595,1.3089309,0.80275,1.0,0.757,1.0,14.288846836862312,19.193708940725344,19.213504508668315
415,true_active_true_active,17,9,18,10,-0.6753987,1.0975729,1.0,1.0,0.88175,1.0,14.826906740526585,16.095433504838155,19.378873794549047
415,true_active_true_active,17,16,18,17,-0.6753987,0.5782325,1.0,1.0,0.88175,0.726875,14.826906740526585,17.072299452305874,17.433667055042385
415,true_active_true_active,17,34,18,35,-0.6753987,1.444636,1.0,1.0,0.88175,1.0,14.826906740526585,18.76806616759587,19.61141725248606
415,true_active_true_active,17,8,18,9,-0.6753987,1.3089309,1.0,1.0,0.88175,1.0,14.826906740526585,19.193708940725344,19.495882738330874
415,true_active_true_active,9,16,10,17,1.0975729,0.5782325,1.0,1.0,1.0,0.726875,16.095433504838155,17.072299452305874,18.48965629411571
415,true_active_true_active,9,34,10,35,1.0975729,1.444636,1.0,1.0,1.0,1.0,16.095433504838155,18.76806616759587,19.485370219470372
415,true_active_true_active,9,8,10,9,1.0975729,1.3089309,1.0,1.0,1.0,1.0,16.095433504838155,19.193708940725344,21.081338579767333
415,true_active_true_active,16,34,17,35,0.5782325,1.444636,1.0,1.0,0.726875,1.0,17.072299452305874,18.76806616759587,20.60080472514018
415,true_active_true_active,16,8,17,9,0.5782325,1.3089309,1.0,1.0,0.726875,1.0,17.072299452305874,19.193708940725344,21.23804533588444
415,true_active_true_active,34,8,35,9,1.444636,1.3089309,1.0,1.0,1.0,1.0,18.76806616759587,19.193708940725344,28.731467178392602
416,true_active_true_active,79,37,80,38,1.538388,1.4424948,1.0,1.0,1.0,1.0,13.757111599396756,14.044842824993228,15.920612178718539
416,true_active_true_active,79,71,80,72,1.538388,1.1196576,1.0,1.0,1.0,0.99975,13.757111599396756,14.216434717989952,17.833148465789346
416,true_active_true_active,79,94,80,95,1.538388,-1.0255146,1.0,1.0,1.0,1.0,13.757111599396756,14.44006369633641,15.771705912062377
416,true_active_true_active,79,67,80,68,1.538388,-0.6668717,1.0,1.0,1.0,0.75425,13.757111599396756,14.790028522089955,13.752556164133962
416,true_active_true_active,79,81,80,82,1.538388,0.7581842,1.0,1.0,1.0,0.99875,13.757111599396756,14.874746929748927,16.312967944038295
416,true_active_true_active,79,72,80,73,1.538388,-0.9159119,1.0,1.0,1.0,1.0,13.757111599396756,15.076755782495738,16.65686221313024
416,true_active_true_active,79,21,80,22,1.538388,1.2887791,1.0,1.0,1.0,1.0,13.757111599396756,16.054061096687573,16.799290037242763
416,true_active_true_active,37,71,38,72,1.4424948,1.1196576,1.0,1.0,1.0,0.99975,14.044842824993228,14.216434717989952,16.439250775527814
416,true_active_true_active,37,94,38,95,1.4424948,-1.0255146,1.0,1.0,1.0,1.0,14.044842824993228,14.44006369633641,16.76139217356011
416,true_active_true_active,37,67,38,68,1.4424948,-0.6668717,1.0,1.0,1.0,0.75425,14.044842824993228,14.790028522089955,13.353106030988949
416,true_active_true_active,37,81,38,82,1.4424948,0.7581842,1.0,1.0,1.0,0.99875,14.044842824993228,14.874746929748927,16.18705274615247
416,true_active_true_active,37,72,38,73,1.4424948,-0.9159119,1.0,1.0,1.0,1.0,14.044842824993228,15.076755782495738,16.275966693254134
416,true_active_true_active,37,21,38,22,1.4424948,1.2887791,1.0,1.0,1.0,1.0,14.044842824993228,16.054061096687573,16.453469432072076
416,true_active_true_active,71,94,72,95,1.1196576,-1.0255146,1.0,1.0,0.99975,1.0,14.216434717989952,14.44006369633641,16.512728528496083
416,true_active_true_active,71,67,72,68,1.1196576,-0.6668717,1.0,1.0,0.99975,0.75425,14.216434717989952,14.790028522089955,7.660461304838069
416,true_active_true_active,71,81,72,82,1.1196576,0.7581842,1.0,1.0,0.99975,0.99875,14.216434717989952,14.874746929748927,16.337142508693702
416,true_active_true_active,71,72,72,73,1.1196576,-0.9159119,1.0,1.0,0.99975,1.0,14.216434717989952,15.076755782495738,16.31713105367804
416,true_active_true_active,71,21,72,22,1.1196576,1.2887791,1.0,1.0,0.99975,1.0,14.216434717989952,16.054061096687573,16.52138288613201
416,true_active_true_active,94,67,95,68,-1.0255146,-0.6668717,1.0,1.0,1.0,0.75425,14.44006369633641,14.790028522089955,14.52636693120215
416,true_active_true_active,94,81,95,82,-1.0255146,0.7581842,1.0,1.0,1.0,0.99875,14.44006369633641,14.874746929748927,14.713483335675061
416,true_active_true_active,94,72,95,73,-1.0255146,-0.9159119,1.0,1.0,1.0,1.0,14.44006369633641,15.076755782495738,15.22256688457528
416,true_active_true_active,94,21,95,22,-1.0255146,1.2887791,1.0,1.0,1.0,1.0,14.44006369633641,16.054061096687573,16.392691908757833
416,true_active_true_active,67,81,68,82,-0.6668717,0.7581842,1.0,1.0,0.75425,0.99875,14.790028522089955,14.874746929748927,10.481879929086201
416,true_active_true_active,67,72,68,73,-0.6668717,-0.9159119,1.0,1.0,0.75425,1.0,14.790028522089955,15.076755782495738,2.3523932721624674
416,true_active_true_active,67,21,68,22,-0.6668717,1.2887791,1.0,1.0,0.75425,1.0,14.790028522089955,16.054061096687573,14.376562180003631
416,true_active_true_active,81,72,82,73,0.7581842,-0.9159119,1.0,1.0,0.99875,1.0,14.874746929748927,15.076755782495738,17.681140142062446
416,true_active_true_active,81,21,82,22,0.7581842,1.2887791,1.0,1.0,0.99875,1.0,14.874746929748927,16.054061096687573,18.27542332481399
416,true_active_true_active,72,21,73,22,-0.9159119,1.2887791,1.0,1.0,1.0,1.0,15.076755782495738,16.054061096687573,18.402585586684175
417,true_active_true_active,24,74,25,75,-1.0160135,-1.2526115,1.0,1.0,1.0,1.0,13.815535923779942,14.266844072689182,17.056203571811103
417,true_active_true_active,24,90,25,91,-1.0160135,-0.97482604,1.0,1.0,1.0,1.0,13.815535923779942,14.305843308421267,15.316778516825712
417,true_active_true_active,24,33,25,34,-1.0160135,0.59984493,1.0,0.9985,1.0,0.951125,13.815535923779942,14.795670144948371,16.8222902107578
417,true_active_true_active,24,68,25,69,-1.0160135,-1.6441412,1.0,1.0,1.0,1.0,13.815535923779942,16.043648359571236,17.636867516966014
417,true_active_true_active,24,41,25,42,-1.0160135,0.6550362,1.0,0.93375,1.0,0.709625,13.815535923779942,16.76245849739511,17.086488345954862
417,true_active_true_active,24,30,25,31,-1.0160135,-1.8226628,1.0,1.0,1.0,1.0,13.815535923779942,17.50773712859616,19.192717110982578
417,true_active_true_active,24,98,25,99,-1.0160135,1.2152843,1.0,1.0,1.0,1.0,13.815535923779942,18.759960053407625,19.195998049013507
417,true_active_true_active,74,90,75,91,-1.2526115,-0.97482604,1.0,1.0,1.0,1.0,14.266844072689182,14.305843308421267,15.516220289364522
417,true_active_true_active,74,33,75,34,-1.2526115,0.59984493,1.0,0.9985,1.0,0.951125,14.266844072689182,14.795670144948371,15.084233641084758
417,true_active_true_active,74,68,75,69,-1.2526115,-1.6441412,1.0,1.0,1.0,1.0,14.266844072689182,16.043648359571236,16.888670698320333
417,true_active_true_active,74,41,75,42,-1.2526115,0.6550362,1.0,0.93375,1.0,0.709625,14.266844072689182,16.76245849739511,17.121993267533842
417,true_active_true_active,74,30,75,31,-1.2526115,-1.8226628,1.0,1.0,1.0,1.0,14.266844072689182,17.50773712859616,18.52545026624594
417,true_active_true_active,74,98,75,99,-1.2526115,1.2152843,1.0,1.0,1.0,1.0,14.266844072689182,18.759960053407625,19.098555858790736
417,true_active_true_active,90,33,91,34,-0.97482604,0.59984493,1.0,0.9985,1.0,0.951125,14.305843308421267,14.795670144948371,14.501931285169283
417,true_active_true_active,90,68,91,69,-0.97482604,-1.6441412,1.0,1.0,1.0,1.0,14.305843308421267,16.043648359571236,15.78943974524525
417,true_active_true_active,90,41,91,42,-0.97482604,0.6550362,1.0,0.93375,1.0,0.709625,14.305843308421267,16.76245849739511,16.85034536721708
417,true_active_true_active,90,30,91,31,-0.97482604,-1.8226628,1.0,1.0,1.0,1.0,14.305843308421267,17.50773712859616,16.688640907354515
417,true_active_true_active,90,98,91,99,-0.97482604,1.2152843,1.0,1.0,1.0,1.0,14.305843308421267,18.759960053407625,19.246561058761984
417,true_active_true_active,33,68,34,69,0.59984493,-1.6441412,0.9985,1.0,0.951125,1.0,14.795670144948371,16.043648359571236,17.315418108957726
417,true_active_true_active,33,41,34,42,0.59984493,0.6550362,0.9985,0.93375,0.951125,0.709625,14.795670144948371,16.76245849739511,16.62225631282063
417,true_active_true_active,33,30,34,31,0.59984493,-1.8226628,0.9985,1.0,0.951125,1.0,14.795670144948371,17.50773712859616,18.833973018337705
417,true_active_true_active,33,98,34,99,0.59984493,1.2152843,0.9985,1.0,0.951125,1.0,14.795670144948371,18.759960053407625,20.33844423366228
417,true_active_true_active,68,41,69,42,-1.6441412,0.6550362,1.0,0.93375,1.0,0.709625,16.043648359571236,16.76245849739511,17.71864487138938
417,true_active_true_active,68,30,69,31,-1.6441412,-1.8226628,1.0,1.0,1.0,1.0,16.043648359571236,17.50773712859616,19.210082262997844
417,true_active_true_active,68,98,69,99,-1.6441412,1.2152843,1.0,1.0,1.0,1.0,16.043648359571236,18.759960053407625,20.288731743462023
417,true_active_true_active,41,30,42,31,0.6550362,-1.8226628,0.93375,1.0,0.709625,1.0,16.76245849739511,17.50773712859616,19.04707904527704
417,true_active_true_active,41,98,42,99,0.6550362,1.2152843,0.93375,1.0,0.709625,1.0,16.76245849739511,18.759960053407625,23.227284259681703
417,true_active_true_active,30,98,31,99,-1.8226628,1.2152843,1.0,1.0,1.0,1.0,17.50773712859616,18.759960053407625,24.107766624309388
418,true_active_true_active,63,15,64,16,1.3883088,1.7424791,1.0,1.0,1.0,1.0,7.447241854755349,7.669646992063276,14.51873577485471
418,true_active_true_active,63,14,64,15,1.3883088,-1.3259425,1.0,1.0,1.0,1.0,7.447241854755349,9.227463713071243,14.783823679462362
418,true_active_true_active,63,22,64,23,1.3883088,1.6203665,1.0,1.0,1.0,1.0,7.447241854755349,9.518718677383273,16.140355851372103
418,true_active_true_active,63,55,64,56,1.3883088,1.613619,1.0,1.0,1.0,1.0,7.447241854755349,9.603446061078559,16.10331484498288
418,true_active_true_active,63,78,64,79,1.3883088,-1.0332497,1.0,1.0,1.0,1.0,7.447241854755349,9.761269768660192,15.50254647795407
418,true_active_true_active,63,76,64,77,1.3883088,-1.4811099,1.0,1.0,1.0,1.0,7.447241854755349,9.860037815578432,16.642182402251372
418,true_active_true_active,63,18,64,19,1.3883088,0.6102722,1.0,1.0,1.0,0.7705,7.447241854755349,14.930730832932504,18.065033734544997
418,true_active_true_active,15,14,16,15,1.7424791,-1.3259425,1.0,1.0,1.0,1.0,7.669646992063276,9.227463713071243,15.620590776138947
418,true_active_true_active,15,22,16,23,1.7424791,1.6203665,1.0,1.0,1.0,1.0,7.669646992063276,9.518718677383273,14.57173213419352
418,true_active_true_active,15,55,16,56,1.7424791,1.613619,1.0,1.0,1.0,1.0,7.669646992063276,9.603446061078559,15.508939876393509
418,true_active_true_active,15,78,16,79,1.7424791,-1.0332497,1.0,1.0,1.0,1.0,7.669646992063276,9.761269768660192,14.717503308690345
418,true_active_true_active,15,76,16,77,1.7424791,-1.4811099,1.0,1.0,1.0,1.0,7.669646992063276,9.860037815578432,15.129837884652657
418,true_active_true_active,15,18,16,19,1.7424791,0.6102722,1.0,1.0,1.0,0.7705,7.669646992063276,14.930730832932504,16.88600517923223
418,true_active_true_active,14,22,15,23,-1.3259425,1.6203665,1.0,1.0,1.0,1.0,9.227463713071243,9.518718677383273,15.218872908366183
418,true_active_true_active,14,55,15,56,-1.3259425,1.613619,1.0,1.0,1.0,1.0,9.227463713071243,9.603446061078559,16.197148264476187
418,true_active_true_active,14,78,15,79,-1.3259425,-1.0332497,1.0,1.0,1.0,1.0,9.227463713071243,9.761269768660192,15.329449775777103
418,true_active_true_active,14,76,15,77,-1.3259425,-1.4811099,1.0,1.0,1.0,1.0,9.227463713071243,9.860037815578432,15.761652512044058
418,true_active_true_active,14,18,15,19,-1.3259425,0.6102722,1.0,1.0,1.0,0.7705,9.227463713071243,14.930730832932504,16.869767378986776
418,true_active_true_active,22,55,23,56,1.6203665,1.613619,1.0,1.0,1.0,1.0,9.518718677383273,9.603446061078559,16.448948227212234
418,true_active_true_active,22,78,23,79,1.6203665,-1.0332497,1.0,1.0,1.0,1.0,9.518718677383273,9.761269768660192,15.728087091319926
418,true_active_true_active,22,76,23,77,1.6203665,-1.4811099,1.0,1.0,1.0,1.0,9.518718677383273,9.860037815578432,16.72409023127663
418,true_active_true_active,22,18,23,19,1.6203665,0.6102722,1.0,1.0,1.0,0.7705,9.518718677383273,14.930730832932504,17.91024618366862
418,true_active_true_active,55,78,56,79,1.613619,-1.0332497,1.0,1.0,1.0,1.0,9.603446061078559,9.761269768660192,15.098781592063307
418,true_active_true_active,55,76,56,77,1.613619,-1.4811099,1.0,1.0,1.0,1.0,9.603446061078559,9.860037815578432,16.92519837842407
418,true_active_true_active,55,18,56,19,1.613619,0.6102722,1.0,1.0,1.0,0.7705,9.603446061078559,14.930730832932504,17.764415545715178
418,true_active_true_active,78,76,79,77,-1.0332497,-1.4811099,1.0,1.0,1.0,1.0,9.761269768660192,9.860037815578432,16.044356395114807
418,true_active_true_active,78,18,79,19,-1.0332497,0.6102722,1.0,1.0,1.0,0.7705,9.761269768660192,14.930730832932504,16.770309084745506
418,true_active_true_active,76,18,77,19,-1.4811099,0.6102722,1.0,1.0,1.0,0.7705,9.860037815578432,14.930730832932504,17.88226216274792
419,true_active_true_active,41,96,42,97,1.9765916,-1.0939779,1.0,1.0,1.0,1.0,12.688818578529068,13.854880336165037,17.119119469260482
419,true_active_true_active,41,64,42,65,1.9765916,-1.360527,1.0,1.0,1.0,1.0,12.688818578529068,14.229442559588676,15.868179087527341
419,true_active_true_active,41,80,42,81,1.9765916,-0.8407197,1.0,1.0,1.0,1.0,12.688818578529068,14.316463699686356,16.669531710150597
419,true_active_true_active,41,10,42,11,1.9765916,1.9977015,1.0,1.0,1.0,1.0,12.688818578529068,14.920126753488937,16.18857816706688
419,true_active_true_active,41,86,42,87,1.9765916,-1.5397356,1.0,1.0,1.0,1.0,12.688818578529068,15.25615127522844,17.505600461873318
419,true_active_true_active,41,67,42,68,1.9765916,0.59778965,1.0,1.0,1.0,0.76175,12.688818578529068,15.492821138332655,16.50912228191139
419,true_active_true_active,96,64,97,65,-1.0939779,-1.360527,1.0,1.0,1.0,1.0,13.854880336165037,14.229442559588676,15.992505068100261
419,true_active_true_active,96,80,97,81,-1.0939779,-0.8407197,1.0,1.0,1.0,1.0,13.854880336165037,14.316463699686356,15.482187402641308
419,true_active_true_active,96,10,97,11,-1.0939779,1.9977015,1.0,1.0,1.0,1.0,13.854880336165037,14.920126753488937,16.67277044983775
419,true_active_true_active,96,86,97,87,-1.0939779,-1.5397356,1.0,1.0,1.0,1.0,13.854880336165037,15.25615127522844,19.140946129009272
419,true_active_true_active,96,67,97,68,-1.0939779,0.59778965,1.0,1.0,1.0,0.76175,13.854880336165037,15.492821138332655,16.900825797574445
419,true_active_true_active,64,80,65,81,-1.360527,-0.8407197,1.0,1.0,1.0,1.0,14.229442559588676,14.316463699686356,15.307428050701493
419,true_active_true_active,64,10,65,11,-1.360527,1.9977015,1.0,1.0,1.0,1.0,14.229442559588676,14.920126753488937,17.266174276661634
419,true_active_true_active,64,86,65,87,-1.360527,-1.5397356,1.0,1.0,1.0,1.0,14.229442559588676,15.25615127522844,17.2831918298256
419,true_active_true_active,64,67,65,68,-1.360527,0.59778965,1.0,1.0,1.0,0.76175,14.229442559588676,15.492821138332655,18.414606293678396
419,true_active_true_active,80,10,81,11,-0.8407197,1.9977015,1.0,1.0,1.0,1.0,14.316463699686356,14.920126753488937,16.26659236559288
419,true_active_true_active,80,86,81,87,-0.8407197,-1.5397356,1.0,1.0,1.0,1.0,14.316463699686356,15.25615127522844,16.10078645891006
419,true_active_true_active,80,67,81,68,-0.8407197,0.59778965,1.0,1.0,1.0,0.76175,14.316463699686356,15.492821138332655,13.483768378143584
419,true_active_true_active,10,86,11,87,1.9977015,-1.5397356,1.0,1.0,1.0,1.0,14.920126753488937,15.25615127522844,16.877612216485716
419,true_active_true_active,10,67,11,68,1.9977015,0.59778965,1.0,1.0,1.0,0.76175,14.920126753488937,15.492821138332655,17.42800507962868
419,true_active_true_active,86,67,87,68,-1.5397356,0.59778965,1.0,1.0,1.0,0.76175,15.25615127522844,15.492821138332655,18.31121919586675
420,true_active_true_active,39,14,40,15,-1.6177571,1.386642,1.0,1.0,1.0,1.0,8.120788147484129,10.006074394741153,15.68416640706152
420,true_active_true_active,39,76,40,77,-1.6177571,-1.6460398,1.0,1.0,1.0,1.0,8.120788147484129,10.277675989423049,15.351500502619679
420,true_active_true_active,39,45,40,46,-1.6177571,-0.6970819,1.0,1.0,1.0,0.904625,8.120788147484129,10.74641458628268,15.64633571058312
420,true_active_true_active,39,30,40,31,-1.6177571,0.68019325,1.0,1.0,1.0,0.888125,8.120788147484129,11.338717335383588,15.881694256749231
420,true_active_true_active,39,23,40,24,-1.6177571,1.5662706,1.0,1.0,1.0,1.0,8.120788147484129,13.097143103415503,16.44640940724143
420,true_active_true_active,39,64,40,65,-1.6177571,0.77497077,1.0,1.0,1.0,0.82325,8.120788147484129,16.139195715520785,17.4636126639247
420,true_active_true_active,39,44,40,45,-1.6177571,-0.76522803,1.0,1.0,1.0,0.988125,8.120788147484129,16.22798772032705,18.174545173586537
420,true_active_true_active,14,76,15,77,1.386642,-1.6460398,1.0,1.0,1.0,1.0,10.006074394741153,10.277675989423049,15.71676339447732
420,true_active_true_active,14,45,15,46,1.386642,-0.6970819,1.0,1.0,1.0,0.904625,10.006074394741153,10.74641458628268,15.701175955365578
420,true_active_true_active,14,30,15,31,1.386642,0.68019325,1.0,1.0,1.0,0.888125,10.006074394741153,11.338717335383588,16.277927873733056
420,true_active_true_active,14,23,15,24,1.386642,1.5662706,1.0,1.0,1.0,1.0,10.006074394741153,13.097143103415503,16.50083147137854
420,true_active_true_active,14,64,15,65,1.386642,0.77497077,1.0,1.0,1.0,0.82325,10.006074394741153,16.139195715520785,17.868418628991016
420,true_active_true_active,14,44,15,45,1.386642,-0.76522803,1.0,1.0,1.0,0.988125,10.006074394741153,16.22798772032705,18.2586105646094
420,true_active_true_active,76,45,77,46,-1.6460398,-0.6970819,1.0,1.0,1.0,0.904625,10.277675989423049,10.74641458628268,15.590116236681695
420,true_active_true_active,76,30,77,31,-1.6460398,0.68019325,1.0,1.0,1.0,0.888125,10.277675989423049,11.338717335383588,15.693634603309256
420,true_active_true_active,76,23,77,24,-1.6460398,1.5662706,1.0,1.0,1.0,1.0,10.277675989423049,13.097143103415503,17.676615316298168
420,true_active_true_active,76,64,77,65,-1.6460398,0.77497077,1.0,1.0,1.0,0.82325,10.277675989423049,16.139195715520785,17.68921229466529
420,true_active_true_active,76,44,77,45,-1.6460398,-0.76522803,1.0,1.0,1.0,0.988125,10.277675989423049,16.22798772032705,18.509248490483337
420,true_active_true_active,45,30,46,31,-0.6970819,0.68019325,1.0,1.0,0.904625,0.888125,10.74641458628268,11.338717335383588,16.293009497530754
420,true_active_true_active,45,23,46,24,-0.6970819,1.5662706,1.0,1.0,0.904625,1.0,10.74641458628268,13.097143103415503,16.587612231738365
420,true_active_true_active,45,64,46,65,-0.6970819,0.77497077,1.0,1.0,0.904625,0.82325,10.74641458628268,16.139195715520785,17.43930744653639
420,true_active_true_active,45,44,46,45,-0.6970819,-0.76522803,1.0,1.0,0.904625,0.988125,10.74641458628268,16.22798772032705,17.871058737025507
420,true_active_true_active,30,23,31,24,0.68019325,1.5662706,1.0,1.0,0.888125,1.0,11.338717335383588,13.097143103415503,16.154665158248434
420,true_active_true_active,30,64,31,65,0.68019325,0.77497077,1.0,1.0,0.888125,0.82325,11.338717335383588,16.139195715520785,17.66499197092762
420,true_active_true_active,30,44,31,45,0.68019325,-0.76522803,1.0,1.0,0.888125,0.988125,11.338717335383588,16.22798772032705,17.800036739314297
420,true_active_true_active,23,64,24,65,1.5662706,0.77497077,1.0,1.0,1.0,0.82325,13.097143103415503,16.139195715520785,18.683203090439118
420,true_active_true_active,23,44,24,45,1.5662706,-0.76522803,1.0,1.0,1.0,0.988125,13.097143103415503,16.22798772032705,19.056499132259265
420,true_active_true_active,64,44,65,45,0.77497077,-0.76522803,1.0,1.0,0.82325,0.988125,16.139195715520785,16.22798772032705,19.34815739959632
421,true_active_true_active,4,70,5,71,-1.9047611,1.370725,1.0,1.0,1.0,1.0,9.707614945054393,12.749362959902868,15.561766194162843
421,true_active_true_active,4,89,5,90,-1.9047611,-1.2503275,1.0,1.0,1.0,1.0,9.707614945054393,12.765906082602369,15.830109766008661
421,true_active_true_active,4,56,5,57,-1.9047611,-1.1671294,1.0,1.0,1.0,1.0,9.707614945054393,13.363263197404473,16.24917546254658
421,true_active_true_active,4,19,5,20,-1.9047611,-1.1078949,1.0,1.0,1.0,1.0,9.707614945054393,14.249049004339813,16.405511113623437
421,true_active_true_active,4,83,5,84,-1.9047611,-1.1037884,1.0,1.0,1.0,1.0,9.707614945054393,14.370069157940595,15.776559066543467
421,true_active_true_active,4,48,5,49,-1.9047611,-1.2111257,1.0,1.0,1.0,1.0,9.707614945054393,14.91673463880755,15.439602282502822
421,true_active_true_active,4,42,5,43,-1.9047611,1.3383306,1.0,1.0,1.0,1.0,9.707614945054393,15.13995348130632,15.83967464908815
421,true_active_true_active,70,89,71,90,1.370725,-1.2503275,1.0,1.0,1.0,1.0,12.749362959902868,12.765906082602369,15.072420525266729
421,true_active_true_active,70,56,71,57,1.370725,-1.1671294,1.0,1.0,1.0,1.0,12.749362959902868,13.363263197404473,16.256406344371136
421,true_active_true_active,70,19,71,20,1.370725,-1.1078949,1.0,1.0,1.0,1.0,12.749362959902868,14.249049004339813,16.890317634400112
421,true_active_true_active,70,83,71,84,1.370725,-1.1037884,1.0,1.0,1.0,1.0,12.749362959902868,14.370069157940595,16.504518136883508
421,true_active_true_active,70,48,71,49,1.370725,-1.2111257,1.0,1.0,1.0,1.0,12.749362959902868,14.91673463880755,16.553932985209862
421,true_active_true_active,70,42,71,43,1.370725,1.3383306,1.0,1.0,1.0,1.0,12.749362959902868,15.13995348130632,15.750915995705913
421,true_active_true_active,89,56,90,57,-1.2503275,-1.1671294,1.0,1.0,1.0,1.0,12.765906082602369,13.363263197404473,14.531009595188582
421,true_active_true_active,89,19,90,20,-1.2503275,-1.1078949,1.0,1.0,1.0,1.0,12.765906082602369,14.249049004339813,15.579394445897256
421,true_active_true_active,89,83,90,84,-1.2503275,-1.1037884,1.0,1.0,1.0,1.0,12.765906082602369,14.370069157940595,15.147535387512413
421,true_active_true_active,89,48,90,49,-1.2503275,-1.2111257,1.0,1.0,1.0,1.0,12.765906082602369,14.91673463880755,15.283541499960656
421,true_active_true_active,89,42,90,43,-1.2503275,1.3383306,1.0,1.0,1.0,1.0,12.765906082602369,15.13995348130632,16.849620661682806
421,true_active_true_active,56,19,57,20,-1.1671294,-1.1078949,1.0,1.0,1.0,1.0,13.363263197404473,14.249049004339813,16.7705704949683
421,true_active_true_active,56,83,57,84,-1.1671294,-1.1037884,1.0,1.0,1.0,1.0,13.363263197404473,14.370069157940595,16.641488712010425
421,true_active_true_active,56,48,57,49,-1.1671294,-1.2111257,1.0,1.0,1.0,1.0,13.363263197404473,14.91673463880755,15.837787659827153
421,true_active_true_active,56,42,57,43,-1.1671294,1.3383306,1.0,1.0,1.0,1.0,13.363263197404473,15.13995348130632,15.792459978133673
421,true_active_true_active,19,83,20,84,-1.1078949,-1.1037884,1.0,1.0,1.0,1.0,14.249049004339813,14.370069157940595,16.35203685349785
421,true_active_true_active,19,48,20,49,-1.1078949,-1.2111257,1.0,1.0,1.0,1.0,14.249049004339813,14.91673463880755,16.516714201475292
421,true_active_true_active,19,42,20,43,-1.1078949,1.3383306,1.0,1.0,1.0,1.0,14.249049004339813,15.13995348130632,15.663978607609453
421,true_active_true_active,83,48,84,49,-1.1037884,-1.2111257,1.0,1.0,1.0,1.0,14.370069157940595,14.91673463880755,16.638335484368874
421,true_active_true_active,83,42,84,43,-1.1037884,1.3383306,1.0,1.0,1.0,1.0,14.370069157940595,15.13995348130632,14.995743963660725
421,true_active_true_active,48,42,49,43,-1.2111257,1.3383306,1.0,1.0,1.0,1.0,14.91673463880755,15.13995348130632,16.06004164048537
422,true_active_true_active,76,52,77,53,1.8754088,1.1453912,1.0,1.0,1.0,1.0,12.389156615295516,13.176130589696447,17.125649055956288
