seed,j0,j1,beta_true,truth,pip_last,pip_mcmc,pip_absdiff,pip_js,spike_js,selected_last,selected_mcmc,tp_both,tn_both,mean_last,mean_mcmc,sd_last,sd_mcmc,slab_skl
400,74,75,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,0.038568398747750005,-0.003755644160694267,0.0009575834379657123,0.030874006422319154,
400,75,76,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.171275480995,-0.003759753320801262,0.0027235493105749334,0.032825520641189834,
400,76,77,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,0.0,0.004431929157097943,0.0,0.03325134654548751,
400,77,78,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.3921243849425,0.000861803028460501,0.004066809694915771,0.026921011960631624,
400,78,79,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,0.09224688492975001,0.008517178789507378,0.0022603421319810526,0.042559041620663284,
400,79,80,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.08416617257999999,-0.0036046040263682747,0.006161640941680916,0.032576386847782364,
400,80,81,0.0,0,0.0,0.000125,0.000125,4.3274949835870214e-05,4.3274949835870214e-05,0,0,False,True,-0.4448018746475,-0.004965289938377929,0.0038983111971886693,0.037105211164125226,
400,81,82,1.9855189,1,1.0,1.0,0.0,0.0,0.0,1,1,True,False,1.6425362630000002,2.0109096634113257,0.004289587077711596,0.11891607186306079,18.169589268158997
400,82,83,0.0,0,0.0,0.002875,0.002875,0.0009973693765487324,0.0009973693765487324,0,0,False,True,-6.20376721403547e-16,-0.07092255508878487,1.0830291483647313e-14,0.12056430745429836,
400,83,84,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,7.101204285671439e-27,0.00042405488029743265,3.4445125622405056e-25,0.027736610878633664,
400,84,85,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,0.026822315939875004,0.0034051786324003565,0.0044026812236080915,0.029901793606231776,
400,85,86,0.0,0,0.0,0.000125,0.000125,4.3274949835870214e-05,4.3274949835870214e-05,0,0,False,True,-4.932310439071304e-28,-0.01748931317915867,3.0479416664111706e-26,0.059700247877970646,
400,86,87,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.093329345616,-0.011511409008836489,0.0021855727172571554,0.04775518418671001,
400,87,88,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,0.0,0.003533029885464326,0.0,0.03388490042671463,
