seed,pair_type,j0,k0,j1,k1,beta_true_j,beta_true_k,pip_absdiff_j,pip_absdiff_k,pre_score,pair_mean_l2,pair_cov_fro,pair_corr_absdiff,pair_mmd2,pair_score
401,active_active,61,4,62,5,-1.6192368,-0.8852809,0.0,0.0004999999999999449,0.44619258492515174,0.0991645355973289,0.019314677860971394,0.5497547969895221,0.5990809115299052,1.1149940991789848
401,active_active,61,68,62,69,-1.6192368,0.8727183,0.0,0.04162500000000002,0.46020701339327513,0.07634683049077759,0.02115167692693099,0.4332742212590419,0.5598586038699621,1.0763156416699518
401,active_active,61,25,62,26,-1.6192368,-0.50801575,0.0,0.34624999999999995,0.7674245915268265,0.08058262798331246,0.020337782773603954,0.47154246473694317,0.5812505382690475,1.4089720847613005
401,active_active,44,10,45,11,-1.2233992,1.2219847,0.0,0.0,0.4012990066239277,0.05494184454881754,0.023927461363095762,0.6630561782710475,0.5461129835980338,1.0251936578447218
401,active_active,44,40,45,41,-1.2233992,0.8038732,0.0,0.00012500000000004174,0.4249925641109126,0.08442289832363399,0.01987033721877128,0.7394588709256855,0.5615586909157884,1.0739070162563258
401,active_active,44,4,45,5,-1.2233992,-0.8852809,0.0,0.0004999999999999449,0.45578353040978836,0.0947975911724916,0.02172687704800981,0.6331727814213209,0.6001618948779689,1.1341741818091409
401,active_active,44,68,45,69,-1.2233992,0.8727183,0.0,0.04162500000000002,0.46979795887791176,0.07058198564690904,0.023608133304537912,0.6744053147527935,0.5932433399293532,1.1434420621733694
401,active_active,44,25,45,26,-1.2233992,-0.50801575,0.0,0.34624999999999995,0.7770155370114632,0.07514345017744314,0.02311200263046109,0.5917277474662592,0.5982582409544077,1.4477388983878565
401,active_active,10,40,11,41,1.2219847,0.8038732,0.0,0.00012500000000004174,0.4394263983659023,0.08353957734940015,0.022404913049571904,0.5541308255585151,0.5815597612209344,1.0903544281400213
401,active_active,10,4,11,5,1.2219847,-0.8852809,0.0,0.0004999999999999449,0.47021736466477804,0.09401179986821134,0.024500474114418674,0.483082412514748,0.588987252952556,1.1230391573842347
401,active_active,10,68,11,69,1.2219847,0.8727183,0.0,0.04162500000000002,0.48423179313290143,0.06952303158101092,0.02575007247677591,0.7845732525859218,0.5708889844009355,1.1469679240697244
401,active_active,10,25,11,26,1.2219847,-0.50801575,0.0,0.34624999999999995,0.7914493712664529,0.0741496684208611,0.02637008468334609,0.330557169987171,0.5650908012062599,1.4036033774843526
401,active_active,40,4,41,5,0.8038732,-0.8852809,0.00012500000000004174,0.0004999999999999449,0.49391092215176297,0.11378417285983511,0.02005137373743939,0.8715388440221972,0.6316488123232556,1.2291048795975816
401,active_active,40,68,41,69,0.8038732,0.8727183,0.00012500000000004174,0.04162500000000002,0.5079253506198864,0.09456252639999871,0.021935409353127846,0.5588698572240542,0.6059057267369471,1.1846581680575208
