seed,j0,j1,beta_true,truth,pip_last,pip_mcmc,pip_absdiff,pip_js,spike_js,selected_last,selected_mcmc,tp_both,tn_both,mean_last,mean_mcmc,sd_last,sd_mcmc,slab_skl
451,54,55,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,0.20864724323727502,0.0016683727693462137,0.13884028911873994,0.030144786403242613,
451,34,35,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,3.2536173329151817e-19,-0.03353291082786571,1.6132717447202122e-17,0.0803882895484587,
451,29,30,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.11461729980725,-0.0003749097040733299,0.007672006549939913,0.026949732084453056,
451,27,28,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-1.995614078324305e-13,-0.006159343184490096,1.0042852709972105e-12,0.03719160392387624,
451,25,26,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.14372505297250002,-0.006279440261212292,0.04573221755083192,0.03892402068246019,
451,20,21,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,0.1636909258837516,0.013396349889271013,0.04316933518557459,0.052906594404124395,
451,17,18,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.19458831215307498,-0.004657266686906832,0.1085329225935045,0.031437015644227656,
451,16,17,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.2331467019675,-0.0025058559821786995,0.01702137189271032,0.02893093217998397,
451,60,61,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-8.435428742480864e-18,0.0021629449063959604,4.460220636612833e-16,0.02889594830909623,
451,59,60,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,0.19643533976500002,0.007116136006627582,0.0469696451028952,0.03791614494688007,
451,58,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-1.7844249999999997e-43,0.0011622477318377746,1.1285694627491916e-41,0.02918933505021436,
451,57,58,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.35382005374,0.00260043313369483,0.04802395332253195,0.032611239042311654,
451,56,57,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.243386645375,-0.0027515918386506765,0.006918609568565364,0.028803803763929024,
451,55,56,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.08158236095747501,-0.00036709265596034655,0.12330028564635338,0.02639348805789889,
451,35,36,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,0.14960524954825002,0.004556549549470036,0.04274491385642065,0.03317414500568812,
451,53,54,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,5.400176597278662e-10,0.008675372256997644,2.9009512534626334e-09,0.04300760202810299,
451,12,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.216957276955,-0.0042219911151936615,0.011897812051116067,0.03088260577831741,
451,10,11,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,1.0105906018053484e-16,0.005958488633729415,4.5234825913812365e-15,0.03597431488125491,
451,9,10,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,-0.22759948633440003,-0.0072969252347645655,0.11323701352211811,0.037669922982179437,
451,8,9,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,True,0.06921516537299999,-0.008981719529649655,0.06708368917200318,0.04125814794230215,
