"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",420,420,100,500,60,20,20,10,1,12345,2000,1,8000,0.5,0.5,7.92425,0.0158485,7,"7;18;55;147;184;304;371;387;407;477","18;55;147;184;371;387;477",1,0.7,0.823529411764706,0,7,0,3,490,7,0.946020408163265,0.797121318646981
