support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,softgate_mean,softgate_sd,softgate_q05,softgate_q25,softgate_q50,softgate_q75,softgate_q95,softgate_mean_j_q05,softgate_mean_j_q25,softgate_mean_j_q50,softgate_mean_j_q75,softgate_mean_j_q95,softgate_mean_j_sum,softgate_sd_j_median,softgate_sd_j_q90,gate_entropy_mean,gate_entropy_median,gate_entropy_q90,beta_abs_mean,beta_abs_median,beta_abs_q75,beta_abs_q90,beta_abs_q95,beta_mean_abs_j_median,beta_mean_abs_j_q90,beta_mean_abs_j_q95,beta_soft_sd_j_mean,beta_soft_sd_j_median,beta_soft_sd_j_q75,beta_soft_sd_j_q90,beta_soft_sd_j_q95,beta_l2_draw_mean,beta_l2_draw_sd,pip_hard_mean,pip_hard_q50,pip_hard_q75,pip_hard_q90,pip_hard_q95,expected_support_softgate,expected_support_hard,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,lasso_recovery_score,alert,best_so_far
"[1, 65, 81]",3,957.48272705,957.48272705,7.62575619,12.17676449,3.4895221,3.09538937,-0.17007691,-5.67259169,5.67259169,0,0.0,0.0,0.0,0.0,49.55990982,0.69037539,0.04080278,0.0324591,0.0,0.49559915,0.03691686,0.4354437,0.47008657,0.49547148,0.52090144,0.55662018,0.49322078,0.49459693,0.49571425,0.4965221,0.49806625,49.55990982,0.03701,0.03833251,0.69037545,0.69183886,0.69310242,0.0324591,0.02734493,0.04651742,0.06720176,0.08059134,0.00152665,0.00451559,0.00503616,0.04080278,0.04082366,0.04229011,0.0431494,0.04353967,0.40682244,0.03655959,0.45195311,0.453125,0.46972656,0.48046875,0.484375,49.55990982,45.1953125,0,0,True,1,1,0.8,1e-05,2050.33032227,7.62575619,8.04923658,False,True
"[0, 1, 2, 3, 6, 7, 8, 10, 12, 13, 14, 16, 17, 18, 19, 22, 23, 25, 26, 27, 28, 31, 34, 35, 36, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 51, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 68, 72, 73, 74, 78, 79, 80, 81, 82, 83, 84, 85, 89, 90, 91, 95, 96, 98, 99]",65,862.82403564,897.48385963,7.57097814,11.22038746,3.34968468,2.92473769,-0.07817773,-4.88633108,4.88633108,62,0.96969697,0.07854115,0.09886204,-0.05477805,50.63531876,0.68992317,0.0439802,0.04179633,0.0127098,0.5063532,0.03958226,0.44124207,0.47917423,0.506863,0.53359336,0.57065576,0.48880702,0.49790955,0.50879133,0.51496434,0.5193584,50.63532257,0.0383029,0.04002803,0.68992317,0.69160306,0.69309044,0.04179632,0.03590115,0.06033406,0.08481462,0.1012765,0.0279077,0.03072628,0.03163808,0.0439802,0.04407917,0.04565184,0.04647364,0.04716912,0.51761633,0.04362471,0.56554687,0.59179688,0.66015625,0.68359375,0.69941401,50.63532257,56.5546875,1,0,True,25,25,0.8,1e-05,1908.0871582,7.55385653,7.87509231,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 65, 66, 67, 68, 70, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",92,762.57073975,798.56353989,7.53899749,10.03207874,3.16734569,2.72944975,0.03600799,-4.10108185,4.10108185,27,0.29347826,0.10590621,0.11619205,-0.03198065,54.58118057,0.68442243,0.05009379,0.06570991,0.0394717,0.54581183,0.04726968,0.464037,0.51438123,0.54805839,0.57925212,0.61934805,0.49554685,0.52641451,0.55877542,0.56612253,0.57104564,54.58118057,0.03975499,0.04174122,0.68442243,0.6879108,0.69293594,0.0657099,0.06031301,0.09385944,0.12454314,0.14402877,0.06182119,0.06908398,0.07027648,0.05009378,0.05029229,0.05271674,0.05435665,0.054828,0.78333861,0.05797467,0.8316406,0.91992188,0.94921875,0.9574219,0.96484375,54.58118057,83.1640625,2,0,True,50,50,0.8,1e-05,1857.63098145,7.52705729,7.48905617,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 70, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",94,656.63482666,693.82675652,7.44668057,9.61552238,3.10089058,2.60568261,0.07603529,-3.81692982,3.81692982,2,0.04210526,0.04152244,0.13891946,-0.09231693,59.26058578,0.6672911,0.05919813,0.1046932,0.04692714,0.59260583,0.0644225,0.47543862,0.55046195,0.6011371,0.64016908,0.68515569,0.49922556,0.55067551,0.61947435,0.62937516,0.63646019,59.26058578,0.04301781,0.04565695,0.66729105,0.67236644,0.69218934,0.1046932,0.10100623,0.14510672,0.18609937,0.21139374,0.11140893,0.12769046,0.12943394,0.05919813,0.0594432,0.06378375,0.06591105,0.06755369,1.20595646,0.09166779,0.90210938,0.9921875,0.99609375,1.0,1.0,59.26058578,90.2109375,3,0,True,75,75,0.8,1e-05,1605.4708252,7.38117234,6.76711328,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",93,560.80285645,593.50755597,7.03574636,10.46175385,3.23446346,2.68350005,-0.0052799,-3.58076024,3.58076024,-1,0.03157895,0.0,0.14594409,-0.41093421,63.9002533,0.63773161,0.07096317,0.16084024,0.04886884,0.63900262,0.08690406,0.47297704,0.57935202,0.66194856,0.70451665,0.75051308,0.49043456,0.55937362,0.67998672,0.69636846,0.70853126,63.90025711,0.04166646,0.04629428,0.63773173,0.63973224,0.69145536,0.16084023,0.1575692,0.22462077,0.28263965,0.31769055,0.1739264,0.22959042,0.24100308,0.07096317,0.07380193,0.07883321,0.08162855,0.08362626,1.84729755,0.1252968,0.90644532,1.0,1.0,1.0,1.0,63.90025711,90.64453125,4,0,True,100,100,0.8,1e-05,875.04693604,6.77427753,5.6068779,False,True
"[0, 1, 2, 3, 4, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64, 66, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 98, 99]",85,502.10696411,522.91070747,6.40907728,10.826581,3.29037703,2.81701756,-0.04033649,-3.58107305,3.58107305,-8,0.08602151,0.0,0.10466404,-0.62666907,63.58149338,0.63182253,0.07757702,0.18922266,0.02100147,0.63581491,0.10544887,0.4381845,0.55946052,0.66248828,0.71651453,0.7726689,0.45811296,0.55147618,0.67773151,0.70232821,0.74799913,63.58148956,0.04523263,0.05097906,0.63182253,0.6391995,0.69148737,0.18922266,0.16952179,0.27317497,0.36854604,0.42852724,0.17226592,0.34877393,0.3755098,0.07757703,0.0772852,0.0839273,0.09729054,0.1065226,2.27766991,0.15710494,0.85113281,1.0,1.0,1.0,1.0,63.58148956,85.11328125,5,0,True,125,125,0.8,1e-05,490.06878662,6.19454576,4.64348339,False,True
"[0, 1, 2, 3, 4, 6, 7, 10, 12, 13, 14, 16, 17, 18, 19, 22, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64, 66, 72, 73, 74, 78, 79, 80, 81, 82, 83, 84, 85, 88, 89, 90, 91, 93, 94, 95, 96, 98, 99]",73,458.44830322,473.89926476,5.99510555,10.29961491,3.20930131,2.66350222,0.01030019,-3.27069283,3.27069283,-12,0.14117647,0.04867336,0.08695092,-0.41397173,58.81567764,0.64584833,0.07984833,0.20692499,0.04978478,0.58815676,0.1229277,0.36813605,0.4958998,0.61137038,0.67904431,0.76535976,0.39840496,0.48432624,0.62743241,0.66208172,0.76047647,58.81567764,0.04959042,0.05329652,0.64584833,0.66052216,0.69089365,0.20692503,0.16995466,0.293286,0.43570152,0.52549344,0.16640355,0.40580449,0.5140267,0.07984833,0.07909638,0.0910852,0.09886418,0.11711776,2.59775138,0.18172425,0.74453127,0.99023438,1.0,1.0,1.0,58.81567764,74.453125,6,0,True,150,150,0.8,1e-05,351.4161377,5.8619711,3.76641937,False,True
"[0, 1, 2, 3, 6, 7, 10, 12, 13, 14, 16, 18, 22, 26, 27, 28, 29, 31, 34, 35, 36, 39, 40, 41, 43, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 72, 73, 74, 78, 79, 80, 81, 82, 83, 84, 85, 89, 90, 91, 94, 95, 96, 98, 99]",61,422.29650879,435.72201199,5.78921766,7.37345791,2.71541119,2.17295098,0.2914774,-2.67378616,2.67378616,-12,0.16438356,0.28410353,0.07885686,-0.2058879,51.97493362,0.65436667,0.07978036,0.20662323,0.06951947,0.51974928,0.13546699,0.29431352,0.41561455,0.53324193,0.61195171,0.74546653,0.32186371,0.41337347,0.55344105,0.59199131,0.72543985,51.97493362,0.05532173,0.05866254,0.65436673,0.67202616,0.69228131,0.20662321,0.16439849,0.28179458,0.4303728,0.57728839,0.16174139,0.37814468,0.55513716,0.07978036,0.07751407,0.08685619,0.09814683,0.1191535,2.71328688,0.18343979,0.58960938,0.8203125,0.94824219,1.0,1.0,51.97493362,58.9609375,7,0,True,175,175,0.8,1e-05,332.6184082,5.80699591,3.13266417,False,True
"[3, 7, 10, 12, 14, 22, 26, 29, 34, 39, 40, 43, 48, 51, 53, 54, 56, 58, 59, 60, 62, 63, 73, 74, 78, 80, 81, 82, 83, 85, 89, 98, 99]",33,391.69406128,403.0303405,5.73832222,5.97915792,2.44523167,1.98235369,0.42545702,-2.43131256,2.43131256,-28,0.45901639,0.18909716,0.07246673,-0.05089543,44.94060516,0.64331377,0.08084399,0.20569849,0.0705838,0.44940612,0.14586383,0.22413544,0.33896026,0.4485532,0.53983045,0.71738225,0.25635719,0.33969733,0.46672752,0.51607239,0.67271835,44.94060898,0.06408561,0.06936891,0.64331377,0.67131734,0.69249481,0.20569849,0.15692754,0.27062544,0.41752222,0.62546778,0.16573581,0.3654646,0.56252986,0.08084399,0.07898934,0.08798125,0.09845252,0.12601756,2.83373141,0.22149807,0.35542968,0.296875,0.58984375,0.95390624,0.99628901,44.94060898,35.54296875,8,0,True,200,200,0.8,1e-05,307.7109375,5.72916083,2.64302999,False,True
"[10, 22, 34, 39, 40, 48, 56, 62, 73, 81, 82, 83, 89, 98]",14,357.43112183,369.87839468,5.80488427,4.78084326,2.18651395,1.73022556,0.54060421,-2.25051403,2.25051403,-19,0.57575758,0.20041529,0.08747373,0.06656204,37.57162094,0.60969108,0.08134659,0.20114318,0.07374812,0.37571624,0.15422945,0.15708126,0.2641612,0.36024231,0.45978922,0.68682861,0.19802657,0.27723169,0.37807769,0.42313582,0.63132244,37.57162857,0.07689007,0.08486414,0.60969102,0.64030302,0.69089866,0.20114319,0.14631893,0.2557224,0.41094139,0.65446943,0.15933184,0.35949755,0.58632112,0.08134659,0.0780701,0.08854249,0.1055434,0.12458041,2.87738657,0.23737261,0.1815625,0.06054688,0.171875,0.65468746,0.95175755,37.57162857,18.15625,9,0,True,225,225,0.8,1e-05,331.61975098,5.80398898,2.54592801,False,True
