method,epoch,group_id,selection_type,block,layer,edge_layer,parameter,target,source,side,pip,gate_mean,margin_mean,margin_sd,slab_norm_mean,slab_norm_median
VI,1,19,edge,embedding,-1,embedding,E,3,1,input,0.4869999885559082,0.11426784098148346,-0.01475202850997448,0.6951935291290283,0.36740583181381226,0.3043770492076874
VI,1,20,edge,embedding,-1,embedding,E,3,2,input,0.48500001430511475,0.11532562971115112,-0.009949184022843838,0.6993483901023865,0.3945784866809845,0.33009716868400574
VI,1,21,edge,embedding,-1,embedding,E,3,3,input,0.46399998664855957,0.10100891441106796,-0.07824666053056717,0.6939557194709778,0.3706231117248535,0.3093539774417877
VI,1,22,edge,embedding,-1,embedding,E,3,4,input,0.5730000138282776,0.13997012376785278,0.11615315079689026,0.6726628541946411,0.3624894320964813,0.3073689043521881
VI,1,23,edge,embedding,-1,embedding,E,3,5,input,0.5619999766349792,0.1348866969347,0.08477922528982162,0.6764019131660461,0.39247071743011475,0.3377199172973633
VI,1,24,edge,embedding,-1,embedding,E,4,0,input,0.5839999914169312,0.14476539194583893,0.1352231502532959,0.6742754578590393,0.39597088098526,0.3239223062992096
VI,1,25,edge,embedding,-1,embedding,E,4,1,input,0.5299999713897705,0.132563978433609,0.05173269659280777,0.6967553496360779,0.36092931032180786,0.2965492606163025
VI,1,26,edge,embedding,-1,embedding,E,4,2,input,0.5339999794960022,0.13272060453891754,0.048507943749427795,0.7088220715522766,0.3720915615558624,0.3180984556674957
VI,1,27,edge,embedding,-1,embedding,E,4,3,input,0.5740000009536743,0.14664945006370544,0.12384206056594849,0.7002761960029602,0.36660853028297424,0.29814112186431885
VI,1,28,edge,embedding,-1,embedding,E,4,4,input,0.5899999737739563,0.15433737635612488,0.15703344345092773,0.6806567907333374,0.3771951198577881,0.31184959411621094
VI,1,29,edge,embedding,-1,embedding,E,4,5,input,0.5460000038146973,0.14064334332942963,0.08198556303977966,0.6943610906600952,0.3718090355396271,0.3124942481517792
VI,1,30,edge,embedding,-1,embedding,E,5,0,input,0.5799999833106995,0.15428759157657623,0.14808720350265503,0.6831380128860474,0.36251914501190186,0.305880606174469
VI,1,31,edge,embedding,-1,embedding,E,5,1,input,0.46399998664855957,0.10907968133687973,-0.04504029080271721,0.6996989846229553,0.3624939024448395,0.28871411085128784
VI,1,32,edge,embedding,-1,embedding,E,5,2,input,0.5329999923706055,0.12613151967525482,0.05100535601377487,0.6798365712165833,0.38246557116508484,0.33117687702178955
VI,1,33,edge,embedding,-1,embedding,E,5,3,input,0.5109999775886536,0.11694835126399994,-0.006119817961007357,0.7087575793266296,0.3561092019081116,0.2944042384624481
VI,1,34,edge,embedding,-1,embedding,E,5,4,input,0.5540000200271606,0.13898572325706482,0.08590231090784073,0.7074652910232544,0.3752652406692505,0.3162815570831299
VI,1,35,edge,embedding,-1,embedding,E,5,5,input,0.5600000023841858,0.13953834772109985,0.08359012752771378,0.7060943245887756,0.3840647041797638,0.32638102769851685
VI,1,36,edge,hidden_layer_1,0,hidden_layer_1,W1,0,0,input,0.5180000066757202,0.12717902660369873,0.03723231330513954,0.6970148682594299,0.39521899819374084,0.324214369058609
VI,1,37,edge,hidden_layer_1,0,hidden_layer_1,W1,0,1,input,0.515999972820282,0.12602104246616364,0.03825226426124573,0.6826736927032471,0.3748314380645752,0.3155623972415924
VI,1,38,edge,hidden_layer_1,0,hidden_layer_1,W1,0,2,input,0.5210000276565552,0.12360058724880219,0.04460018873214722,0.6578079462051392,0.3976859748363495,0.3377173840999603
VI,1,39,edge,hidden_layer_1,0,hidden_layer_1,W1,0,3,input,0.4970000088214874,0.12087316811084747,0.0049383132718503475,0.7064525485038757,0.35917147994041443,0.30644479393959045
VI,1,40,edge,hidden_layer_1,0,hidden_layer_1,W1,0,4,input,0.5789999961853027,0.14012493193149567,0.11935622990131378,0.6639127135276794,0.3785531520843506,0.32466021180152893
VI,1,41,edge,hidden_layer_1,0,hidden_layer_1,W1,0,5,input,0.5479999780654907,0.13261248171329498,0.08196485787630081,0.673745334148407,0.3698854446411133,0.3073405623435974
VI,1,42,edge,hidden_layer_1,0,hidden_layer_1,W1,1,0,input,0.5320000052452087,0.13217699527740479,0.06432527303695679,0.6901736855506897,0.38325417041778564,0.31767281889915466
VI,1,43,edge,hidden_layer_1,0,hidden_layer_1,W1,1,1,input,0.5180000066757202,0.11932305991649628,0.02601434290409088,0.6787261962890625,0.37350454926490784,0.30151432752609253
VI,1,44,edge,hidden_layer_1,0,hidden_layer_1,W1,1,2,input,0.550000011920929,0.1362566500902176,0.09679130464792252,0.6682168245315552,0.3830096423625946,0.3280285894870758
VI,1,45,edge,hidden_layer_1,0,hidden_layer_1,W1,1,3,input,0.550000011920929,0.13269463181495667,0.0747956857085228,0.6793516278266907,0.37309888005256653,0.3143606185913086
VI,1,46,edge,hidden_layer_1,0,hidden_layer_1,W1,1,4,input,0.531000018119812,0.1281306892633438,0.048011619597673416,0.7026787996292114,0.38053977489471436,0.313247948884964
VI,1,47,edge,hidden_layer_1,0,hidden_layer_1,W1,1,5,input,0.5389999747276306,0.1405295580625534,0.08406148850917816,0.7020469307899475,0.3721374571323395,0.31297576427459717
VI,1,48,edge,hidden_layer_1,0,hidden_layer_1,W1,2,0,input,0.5249999761581421,0.1261158585548401,0.0463961660861969,0.6857112646102905,0.3805559277534485,0.3202448785305023
VI,1,49,edge,hidden_layer_1,0,hidden_layer_1,W1,2,1,input,0.5450000166893005,0.1391923874616623,0.08558427542448044,0.694588840007782,0.3699924945831299,0.3075006306171417
VI,1,50,edge,hidden_layer_1,0,hidden_layer_1,W1,2,2,input,0.5350000262260437,0.13278256356716156,0.06420724838972092,0.6969693899154663,0.37930789589881897,0.32771065831184387
VI,1,51,edge,hidden_layer_1,0,hidden_layer_1,W1,2,3,input,0.5509999990463257,0.1300472468137741,0.07955324649810791,0.6563787460327148,0.386942595243454,0.3241705894470215
VI,1,52,edge,hidden_layer_1,0,hidden_layer_1,W1,2,4,input,0.5770000219345093,0.14318904280662537,0.12473715841770172,0.6685354709625244,0.37968847155570984,0.3213922083377838
VI,1,53,edge,hidden_layer_1,0,hidden_layer_1,W1,2,5,input,0.5299999713897705,0.12529979646205902,0.05340762436389923,0.6790239810943604,0.3673038184642792,0.3046707212924957
VI,1,54,edge,hidden_layer_1,0,hidden_layer_1,W1,3,0,input,0.5360000133514404,0.1329437792301178,0.07042344659566879,0.6856153011322021,0.3871843218803406,0.315675288438797
VI,1,55,edge,hidden_layer_1,0,hidden_layer_1,W1,3,1,input,0.5540000200271606,0.13946108520030975,0.09127580374479294,0.6900697946548462,0.3753257393836975,0.31115642189979553
VI,1,56,edge,hidden_layer_1,0,hidden_layer_1,W1,3,2,input,0.4620000123977661,0.10449613630771637,-0.03602534905076027,0.6648373007774353,0.3678102493286133,0.3024023473262787
VI,1,57,edge,hidden_layer_1,0,hidden_layer_1,W1,3,3,input,0.5699999928474426,0.13739405572414398,0.10692538321018219,0.665698230266571,0.3744744658470154,0.32273873686790466
VI,1,58,edge,hidden_layer_1,0,hidden_layer_1,W1,3,4,input,0.5170000195503235,0.12826882302761078,0.05259016901254654,0.6811771392822266,0.3745792806148529,0.3111130893230438
VI,1,59,edge,hidden_layer_1,0,hidden_layer_1,W1,3,5,input,0.46799999475479126,0.10562004894018173,-0.05267702415585518,0.6931904554367065,0.37227436900138855,0.32074734568595886
VI,1,60,edge,hidden_layer_1,0,hidden_layer_1,W1,4,0,input,0.6129999756813049,0.1632528007030487,0.18728165328502655,0.6814154982566833,0.36627480387687683,0.31425729393959045
VI,1,61,edge,hidden_layer_1,0,hidden_layer_1,W1,4,1,input,0.5260000228881836,0.1264607012271881,0.043583761900663376,0.6753166913986206,0.37172654271125793,0.305768758058548
VI,1,62,edge,hidden_layer_1,0,hidden_layer_1,W1,4,2,input,0.5889999866485596,0.15999764204025269,0.17193546891212463,0.679213285446167,0.35727083683013916,0.29087966680526733
VI,1,63,edge,hidden_layer_1,0,hidden_layer_1,W1,4,3,input,0.578000009059906,0.14843784272670746,0.14277337491512299,0.6742942929267883,0.3781261146068573,0.3142799735069275
VI,1,64,edge,hidden_layer_1,0,hidden_layer_1,W1,4,4,input,0.5400000214576721,0.13128040730953217,0.07474961131811142,0.6774584650993347,0.35734549164772034,0.29521501064300537
VI,1,65,edge,hidden_layer_1,0,hidden_layer_1,W1,4,5,input,0.574999988079071,0.14655616879463196,0.13202446699142456,0.6790030002593994,0.39063429832458496,0.34027549624443054
VI,1,66,edge,hidden_layer_2,1,hidden_layer_2,W2,0,0,input,0.5389999747276306,0.12822145223617554,0.06242099031805992,0.670579195022583,0.3775479197502136,0.3158617615699768
VI,1,67,edge,hidden_layer_2,1,hidden_layer_2,W2,0,1,input,0.5559999942779541,0.13511699438095093,0.086647167801857,0.6693140268325806,0.3625287413597107,0.30008605122566223
VI,1,68,edge,hidden_layer_2,1,hidden_layer_2,W2,0,2,input,0.5220000147819519,0.13131964206695557,0.04209638386964798,0.7076618671417236,0.37456396222114563,0.3132907748222351
VI,1,69,edge,hidden_layer_2,1,hidden_layer_2,W2,0,3,input,0.503000020980835,0.11185368150472641,0.012585059739649296,0.6670407652854919,0.3838045299053192,0.3169619143009186
VI,1,70,edge,hidden_layer_2,1,hidden_layer_2,W2,0,4,input,0.5260000228881836,0.12641708552837372,0.04750437289476395,0.6838431358337402,0.37420856952667236,0.3162398338317871
VI,1,71,edge,hidden_layer_2,1,hidden_layer_2,W2,1,0,input,0.5090000033378601,0.11339908093214035,0.01544523797929287,0.6632713675498962,0.38717272877693176,0.3246929943561554
VI,1,72,edge,hidden_layer_2,1,hidden_layer_2,W2,1,1,input,0.5260000228881836,0.12380559742450714,0.03839964419603348,0.6820042133331299,0.3781488835811615,0.3062288165092468
VI,1,73,edge,hidden_layer_2,1,hidden_layer_2,W2,1,2,input,0.48899999260902405,0.10888804495334625,-0.03011554293334484,0.6826336979866028,0.38290858268737793,0.319029837846756
VI,1,74,edge,hidden_layer_2,1,hidden_layer_2,W2,1,3,input,0.5830000042915344,0.14659921824932098,0.12417102605104446,0.6979276537895203,0.3646038770675659,0.29827025532722473
VI,1,75,edge,hidden_layer_2,1,hidden_layer_2,W2,1,4,input,0.5189999938011169,0.12645800411701202,0.042929548770189285,0.683672308921814,0.38441798090934753,0.321397602558136
VI,1,76,edge,hidden_layer_2,1,hidden_layer_2,W2,2,0,input,0.5370000004768372,0.12868788838386536,0.06585780531167984,0.672244131565094,0.3809201419353485,0.31374645233154297
VI,1,77,edge,hidden_layer_2,1,hidden_layer_2,W2,2,1,input,0.5210000276565552,0.13758298754692078,0.07428720593452454,0.7085744142532349,0.3693997263908386,0.30426910519599915
VI,1,78,edge,hidden_layer_2,1,hidden_layer_2,W2,2,2,input,0.597000002861023,0.15153543651103973,0.1535528004169464,0.6852681040763855,0.37127745151519775,0.3043835163116455
VI,1,79,edge,hidden_layer_2,1,hidden_layer_2,W2,2,3,input,0.5830000042915344,0.147170290350914,0.13633203506469727,0.675682544708252,0.37187641859054565,0.314130961894989
VI,1,80,edge,hidden_layer_2,1,hidden_layer_2,W2,2,4,input,0.48399999737739563,0.11084600538015366,-0.005020258482545614,0.6624625325202942,0.37891003489494324,0.32172879576683044
VI,1,81,edge,hidden_layer_2,1,hidden_layer_2,W2,3,0,input,0.5680000185966492,0.1428431123495102,0.09272332489490509,0.7094500660896301,0.37732410430908203,0.32766133546829224
VI,1,82,edge,hidden_layer_2,1,hidden_layer_2,W2,3,1,input,0.5440000295639038,0.13452358543872833,0.07549332827329636,0.693596363067627,0.3879888951778412,0.3249224126338959
VI,1,83,edge,hidden_layer_2,1,hidden_layer_2,W2,3,2,input,0.5509999990463257,0.13549743592739105,0.08063583821058273,0.6890094876289368,0.36427098512649536,0.29998764395713806
VI,1,84,edge,hidden_layer_2,1,hidden_layer_2,W2,3,3,input,0.5730000138282776,0.15497533977031708,0.15245263278484344,0.6971694827079773,0.3668976426124573,0.29926422238349915
VI,1,85,edge,hidden_layer_2,1,hidden_layer_2,W2,3,4,input,0.5419999957084656,0.1398918777704239,0.0810319036245346,0.6884908080101013,0.3673524856567383,0.3145381510257721
VI,1,86,edge,hidden_layer_2,1,hidden_layer_2,W2,4,0,input,0.5770000219345093,0.15639761090278625,0.13351194560527802,0.7001726031303406,0.38506653904914856,0.3167878985404968
VI,1,87,edge,hidden_layer_2,1,hidden_layer_2,W2,4,1,input,0.5389999747276306,0.12705978751182556,0.04226206988096237,0.682894766330719,0.3736262321472168,0.3181462287902832
VI,1,88,edge,hidden_layer_2,1,hidden_layer_2,W2,4,2,input,0.5619999766349792,0.14399753510951996,0.10654256492853165,0.6929183006286621,0.377522349357605,0.32032909989356995
VI,1,89,edge,hidden_layer_2,1,hidden_layer_2,W2,4,3,input,0.5109999775886536,0.12349096685647964,0.017960239201784134,0.6870731115341187,0.37219205498695374,0.31184282898902893
VI,1,90,edge,hidden_layer_2,1,hidden_layer_2,W2,4,4,input,0.5799999833106995,0.149016872048378,0.13322193920612335,0.697623074054718,0.39797115325927734,0.32942092418670654
VI,1,91,edge,output,2,output,Wout,0,0,output,0.550000011920929,0.14509226381778717,0.11221492290496826,0.7030571103096008,0.3683745563030243,0.2958753705024719
VI,1,92,edge,output,2,output,Wout,0,1,output,0.5669999718666077,0.13801155984401703,0.11391917616128922,0.6618882417678833,0.361122190952301,0.3050016760826111
VI,1,93,edge,output,2,output,Wout,0,2,output,0.5070000290870667,0.12288861721754074,0.02155405282974243,0.68231201171875,0.3604363203048706,0.29430609941482544
VI,1,94,edge,output,2,output,Wout,0,3,output,0.4950000047683716,0.12004950642585754,0.015188195742666721,0.6927460432052612,0.37825191020965576,0.3098128139972687
VI,1,95,edge,output,2,output,Wout,0,4,output,0.5799999833106995,0.1609782725572586,0.1639607548713684,0.7057443857192993,0.3569669723510742,0.29760587215423584
VI,250,0,edge,embedding,-1,embedding,E,0,0,input,0.49399998784065247,0.20914721488952637,-0.032503098249435425,1.3112245798110962,0.7530263066291809,0.6377189755439758
VI,250,1,edge,embedding,-1,embedding,E,0,1,input,0.5070000290870667,0.22681555151939392,0.01374374981969595,1.365331768989563,0.7888132333755493,0.6829036474227905
VI,250,2,edge,embedding,-1,embedding,E,0,2,input,0.5519999861717224,0.2441653609275818,0.06623053550720215,1.3679002523422241,0.8013261556625366,0.7072446942329407
VI,250,3,edge,embedding,-1,embedding,E,0,3,input,0.48399999737739563,0.22031475603580475,-0.00563581008464098,1.345033884048462,0.8027446269989014,0.6788100600242615
VI,250,4,edge,embedding,-1,embedding,E,0,4,input,0.492000013589859,0.21437950432300568,-0.02747957780957222,1.3366386890411377,0.817227840423584,0.7428765892982483
VI,250,5,edge,embedding,-1,embedding,E,0,5,input,0.48899999260902405,0.21108736097812653,-0.003445018781349063,1.2905608415603638,0.815518319606781,0.710514485836029
VI,250,6,edge,embedding,-1,embedding,E,1,0,input,0.49399998784065247,0.20794004201889038,-0.03912234678864479,1.334059238433838,0.8541246056556702,0.7819110155105591
VI,250,7,edge,embedding,-1,embedding,E,1,1,input,0.48500001430511475,0.20921987295150757,-0.03930358961224556,1.302313208580017,0.8001591563224792,0.7030887007713318
VI,250,8,edge,embedding,-1,embedding,E,1,2,input,0.47200000286102295,0.2126966267824173,-0.07650131732225418,1.378227710723877,0.7656583786010742,0.6351654529571533
VI,250,9,edge,embedding,-1,embedding,E,1,3,input,0.503000020980835,0.2194327414035797,-0.01772020384669304,1.3797444105148315,0.7727694511413574,0.6696917414665222
VI,250,10,edge,embedding,-1,embedding,E,1,4,input,0.5120000243186951,0.22512109577655792,0.00567247997969389,1.4035742282867432,0.7995631098747253,0.7014752626419067
VI,250,11,edge,embedding,-1,embedding,E,1,5,input,0.5120000243186951,0.2162887006998062,-0.0007924227975308895,1.321549415588379,0.7880049347877502,0.6840199828147888
VI,250,12,edge,embedding,-1,embedding,E,2,0,input,0.4819999933242798,0.20671384036540985,-0.042966827750205994,1.32126784324646,0.7889724373817444,0.6799803972244263
VI,250,13,edge,embedding,-1,embedding,E,2,1,input,0.49300000071525574,0.2247578203678131,0.0037703076377511024,1.3604893684387207,0.7586643099784851,0.6562684774398804
VI,250,14,edge,embedding,-1,embedding,E,2,2,input,0.492000013589859,0.21554617583751678,-0.04251067712903023,1.3395832777023315,0.767101526260376,0.6601901054382324
VI,250,15,edge,embedding,-1,embedding,E,2,3,input,0.5040000081062317,0.22017483413219452,0.01946095936000347,1.3393173217773438,0.7887852787971497,0.686112642288208
VI,250,16,edge,embedding,-1,embedding,E,2,4,input,0.5189999938011169,0.22326219081878662,-0.009330534376204014,1.3660037517547607,0.8125471472740173,0.6947301030158997
VI,250,17,edge,embedding,-1,embedding,E,2,5,input,0.5059999823570251,0.22249431908130646,-0.010750258341431618,1.3561058044433594,0.7901762127876282,0.6341346502304077
VI,250,18,edge,embedding,-1,embedding,E,3,0,input,0.5009999871253967,0.20612813532352448,-0.042413078248500824,1.3187522888183594,0.8062300086021423,0.6639686822891235
VI,250,19,edge,embedding,-1,embedding,E,3,1,input,0.4830000102519989,0.21128198504447937,-0.04108060523867607,1.3537827730178833,0.7766258716583252,0.6721729040145874
VI,250,20,edge,embedding,-1,embedding,E,3,2,input,0.47999998927116394,0.1931685507297516,-0.09283663332462311,1.290610432624817,0.8112375736236572,0.6961073279380798
VI,250,21,edge,embedding,-1,embedding,E,3,3,input,0.4959999918937683,0.22296780347824097,-0.022878048941493034,1.3909194469451904,0.7449404001235962,0.6268186569213867
VI,250,22,edge,embedding,-1,embedding,E,3,4,input,0.5109999775886536,0.2239464372396469,0.02763587050139904,1.341678500175476,0.7930094599723816,0.6837520599365234
VI,250,23,edge,embedding,-1,embedding,E,3,5,input,0.5189999938011169,0.2254122942686081,0.01856914535164833,1.3041366338729858,0.7903726696968079,0.6548013687133789
VI,250,24,edge,embedding,-1,embedding,E,4,0,input,0.4869999885559082,0.21008355915546417,-0.019393377006053925,1.3188884258270264,0.802450954914093,0.7029578685760498
VI,250,25,edge,embedding,-1,embedding,E,4,1,input,0.5040000081062317,0.21042656898498535,-0.04374077543616295,1.3342496156692505,0.7841777205467224,0.6608853936195374
VI,250,26,edge,embedding,-1,embedding,E,4,2,input,0.4790000021457672,0.21677203476428986,-0.052420586347579956,1.3668186664581299,0.7809982895851135,0.6593395471572876
VI,250,27,edge,embedding,-1,embedding,E,4,3,input,0.5019999742507935,0.22540374100208282,0.018705036491155624,1.3618351221084595,0.7618376016616821,0.6473268866539001
VI,250,28,edge,embedding,-1,embedding,E,4,4,input,0.4950000047683716,0.2205236852169037,0.0014042567927390337,1.3241981267929077,0.7821183204650879,0.6640851497650146
VI,250,29,edge,embedding,-1,embedding,E,4,5,input,0.503000020980835,0.22584733366966248,0.021719766780734062,1.3657491207122803,0.8260160684585571,0.7398554086685181
VI,250,30,edge,embedding,-1,embedding,E,5,0,input,0.49300000071525574,0.22912946343421936,0.027581214904785156,1.3529510498046875,0.7959204912185669,0.6715314984321594
VI,250,31,edge,embedding,-1,embedding,E,5,1,input,0.4860000014305115,0.20694595575332642,-0.08570500463247299,1.3721404075622559,0.7726914882659912,0.6500126123428345
VI,250,32,edge,embedding,-1,embedding,E,5,2,input,0.5049999952316284,0.22744646668434143,-0.0021329859737306833,1.3695297241210938,0.7784808874130249,0.6458057761192322
VI,250,33,edge,embedding,-1,embedding,E,5,3,input,0.5199999809265137,0.23276115953922272,0.044660378247499466,1.3631646633148193,0.8013762831687927,0.6804457902908325
VI,250,34,edge,embedding,-1,embedding,E,5,4,input,0.5189999938011169,0.22497297823429108,0.021098610013723373,1.3508442640304565,0.7711184620857239,0.6697840690612793
VI,250,35,edge,embedding,-1,embedding,E,5,5,input,0.5019999742507935,0.2197294533252716,-0.014029618352651596,1.341870903968811,0.8157916069030762,0.6884369254112244
VI,250,36,edge,hidden_layer_1,0,hidden_layer_1,W1,0,0,input,0.4970000088214874,0.20856042206287384,-0.02859647572040558,1.318326711654663,0.8028252124786377,0.6820135116577148
VI,250,37,edge,hidden_layer_1,0,hidden_layer_1,W1,0,1,input,0.4869999885559082,0.2139725685119629,-0.04681320860981941,1.3816876411437988,0.7912271618843079,0.7085534334182739
VI,250,38,edge,hidden_layer_1,0,hidden_layer_1,W1,0,2,input,0.4830000102519989,0.2111968845129013,-0.0680815577507019,1.3627554178237915,0.8392822742462158,0.7452788352966309
VI,250,39,edge,hidden_layer_1,0,hidden_layer_1,W1,0,3,input,0.515999972820282,0.22048205137252808,-0.012641509994864464,1.3451335430145264,0.7625786662101746,0.6553873419761658
VI,250,40,edge,hidden_layer_1,0,hidden_layer_1,W1,0,4,input,0.48399999737739563,0.21297644078731537,-0.07603450119495392,1.3794106245040894,0.8307948112487793,0.7121836543083191
VI,250,41,edge,hidden_layer_1,0,hidden_layer_1,W1,0,5,input,0.48899999260902405,0.21999025344848633,-4.911422820441658e-06,1.3529633283615112,0.7766625881195068,0.6778979897499084
VI,250,42,edge,hidden_layer_1,0,hidden_layer_1,W1,1,0,input,0.49399998784065247,0.20610694587230682,-0.04139178991317749,1.3386034965515137,0.752804160118103,0.6516001224517822
VI,250,43,edge,hidden_layer_1,0,hidden_layer_1,W1,1,1,input,0.4740000069141388,0.20940664410591125,-0.0816669687628746,1.3568915128707886,0.7355338335037231,0.6359527707099915
VI,250,44,edge,hidden_layer_1,0,hidden_layer_1,W1,1,2,input,0.46799999475479126,0.2083287239074707,-0.0785573199391365,1.3584520816802979,0.7751587629318237,0.6417267918586731
VI,250,45,edge,hidden_layer_1,0,hidden_layer_1,W1,1,3,input,0.47600001096725464,0.20181219279766083,-0.0853111743927002,1.3411601781845093,0.7913498282432556,0.6673842072486877
VI,250,46,edge,hidden_layer_1,0,hidden_layer_1,W1,1,4,input,0.4749999940395355,0.20227141678333282,-0.12958718836307526,1.3819628953933716,0.7942333817481995,0.698824405670166
VI,250,47,edge,hidden_layer_1,0,hidden_layer_1,W1,1,5,input,0.49900001287460327,0.20981301367282867,-0.04156078025698662,1.3454241752624512,0.8365178108215332,0.6962745785713196
VI,250,48,edge,hidden_layer_1,0,hidden_layer_1,W1,2,0,input,0.5019999742507935,0.21849723160266876,-0.00714961439371109,1.3089070320129395,0.7645187973976135,0.6349930167198181
VI,250,49,edge,hidden_layer_1,0,hidden_layer_1,W1,2,1,input,0.5099999904632568,0.22235748171806335,0.00096942950040102,1.3428833484649658,0.7544558048248291,0.6009829640388489
VI,250,50,edge,hidden_layer_1,0,hidden_layer_1,W1,2,2,input,0.49000000953674316,0.20413990318775177,-0.02668146602809429,1.2702322006225586,0.7650087475776672,0.6526528000831604
VI,250,51,edge,hidden_layer_1,0,hidden_layer_1,W1,2,3,input,0.5320000052452087,0.2319386899471283,0.06939569860696793,1.32535982131958,0.7645758986473083,0.6362527012825012
VI,250,52,edge,hidden_layer_1,0,hidden_layer_1,W1,2,4,input,0.4830000102519989,0.20694595575332642,-0.0646972507238388,1.3510353565216064,0.7899134755134583,0.678657591342926
VI,250,53,edge,hidden_layer_1,0,hidden_layer_1,W1,2,5,input,0.44999998807907104,0.18384504318237305,-0.14395672082901,1.3030184507369995,0.7799211144447327,0.6445193290710449
VI,250,54,edge,hidden_layer_1,0,hidden_layer_1,W1,3,0,input,0.4880000054836273,0.21245071291923523,-0.052879851311445236,1.3466500043869019,0.7851056456565857,0.6449781060218811
VI,250,55,edge,hidden_layer_1,0,hidden_layer_1,W1,3,1,input,0.515999972820282,0.22065621614456177,0.02828981541097164,1.3364231586456299,0.7381168603897095,0.6241766214370728
VI,250,56,edge,hidden_layer_1,0,hidden_layer_1,W1,3,2,input,0.5,0.21246439218521118,0.0036793393082916737,1.2606807947158813,0.7616340517997742,0.6553123593330383
VI,250,57,edge,hidden_layer_1,0,hidden_layer_1,W1,3,3,input,0.47699999809265137,0.20154234766960144,-0.0809502974152565,1.3061939477920532,0.8561254739761353,0.7246968746185303
VI,250,58,edge,hidden_layer_1,0,hidden_layer_1,W1,3,4,input,0.47600001096725464,0.20815445482730865,-0.06590303033590317,1.3412864208221436,0.7856472134590149,0.681847333908081
VI,250,59,edge,hidden_layer_1,0,hidden_layer_1,W1,3,5,input,0.5059999823570251,0.21457047760486603,-0.03106749802827835,1.3282219171524048,0.7940217852592468,0.6935520172119141
VI,250,60,edge,hidden_layer_1,0,hidden_layer_1,W1,4,0,input,0.49399998784065247,0.21668894588947296,-0.028376562520861626,1.342144250869751,0.7640964984893799,0.6360956430435181
