method,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc
last_flow,simple,412,412,160,100,10,1.0,0.5,4000,8,1;20;24;34;47;48;56;66;73;82,20;24;34;47;48;56;66;82,152,1.0,0.8,0.888888888888889,0.0,8,0,2,90,8,0.95,0.91
