stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.5111159086227417,9,13,1.6461951831304602
1,0.8,29,700,1.608690619468689,8,49,0.7474756603164205
