"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","weak_signal",416,416,160,100,96,32,32,10,1,12345,2000,1,8000,0.5,0.5,2.016125,0.02016125,2,"4;21;37;59;67;71;72;79;81;94","37;59",1,0.2,0.333333333333333,0,2,0,8,90,2,0.957222222222222,0.79987524552742
