stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.874280571937561,6,13,1.8881724014480987
1,0.8,28,675,1.6991418600082397,5,49,0.8506781912274874
