method,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc
last_flow,simple,490,490,160,100,10,1.0,0.5,4000,11,6;16;24;30;34;60;74;76;88;99,6;16;24;30;34;60;74;76;77;88;99,222,0.9090909090909091,1.0,0.9523809523809523,0.09090909090909091,10,1,0,89,11,0.9944444444444445,0.9090909090909091
