method,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,simple,490,490,0,1,0.0,0,0.0,0,1.4468589e-15,4.4196014e-14,0.0,0.0
last_flow,simple,490,490,1,2,0.0,0,0.0,0,0.38249177,0.0034638275,0.0,0.0
last_flow,simple,490,490,2,3,0.0,0,0.0,0,-3.3095548e-13,3.0947762e-12,0.0,0.0
last_flow,simple,490,490,3,4,0.0,0,0.0,0,-0.3922767,0.0032562385,0.0,0.0
last_flow,simple,490,490,4,5,0.0,0,0.0,0,-1.2264435e-37,0.0,0.0,0.0
last_flow,simple,490,490,5,6,0.0,0,0.0,0,8.45948e-24,4.0143407e-22,0.0,0.0
last_flow,simple,490,490,6,7,1.1957159,1,1.0,1,0.9792001,0.0022870179,0.9792001,0.0022870179
last_flow,simple,490,490,7,8,0.0,0,0.0,0,0.14210138,0.0011289318,0.0,0.0
last_flow,simple,490,490,8,9,0.0,0,0.0,0,-0.12024018,0.0032372086,0.0,0.0
last_flow,simple,490,490,9,10,0.0,0,0.0,0,-0.11420836,0.0031426689,0.0,0.0
last_flow,simple,490,490,10,11,0.0,0,0.0,0,2.9056922e-12,1.1996268e-11,0.0,0.0
last_flow,simple,490,490,11,12,0.0,0,0.0,0,-1.4958565e-12,5.262041e-12,0.0,0.0
last_flow,simple,490,490,12,13,0.0,0,0.0,0,0.055740457,0.0011105316,0.0,0.0
last_flow,simple,490,490,13,14,0.0,0,0.0,0,0.2299107,0.0019421509,0.0,0.0
last_flow,simple,490,490,14,15,0.0,0,0.0,0,-0.2510106,0.002020371,0.0,0.0
last_flow,simple,490,490,15,16,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,490,490,16,17,-1.613366,1,1.0,1,-1.5326008,0.0030509345,-1.5326008,0.0030509345
last_flow,simple,490,490,17,18,0.0,0,0.0,0,-0.061382335,0.0015543966,0.0,0.0
last_flow,simple,490,490,18,19,0.0,0,0.0,0,-0.29760888,0.003730159,0.0,0.0
last_flow,simple,490,490,19,20,0.0,0,0.0,0,-0.31682858,0.0027334339,0.0,0.0
last_flow,simple,490,490,20,21,0.0,0,0.0,0,0.13833375,0.002869498,0.0,0.0
last_flow,simple,490,490,21,22,0.0,0,0.0,0,-0.20683631,0.0033857916,0.0,0.0
last_flow,simple,490,490,22,23,0.0,0,0.0,0,0.4428378,0.004828224,0.0,0.0
last_flow,simple,490,490,23,24,0.0,0,0.0,0,0.295068,0.003932661,0.0,0.0
last_flow,simple,490,490,24,25,-0.54737633,1,1.0,1,-0.48188886,0.0021644647,-0.48188886,0.0021644647
last_flow,simple,490,490,25,26,0.0,0,0.0,0,-0.18089868,0.003984445,0.0,0.0
last_flow,simple,490,490,26,27,0.0,0,0.0,0,-0.1648829,0.001551924,0.0,0.0
last_flow,simple,490,490,27,28,0.0,0,0.0,0,1.0401348e-15,6.578009e-14,0.0,0.0
last_flow,simple,490,490,28,29,0.0,0,0.0,0,0.23409986,0.0026556775,0.0,0.0
last_flow,simple,490,490,29,30,0.0,0,0.0,0,-0.085794196,0.0031079575,0.0,0.0
last_flow,simple,490,490,30,31,-1.9670538,1,1.0,1,-1.9966862,0.0042560007,-1.9966862,0.0042560007
last_flow,simple,490,490,31,32,0.0,0,0.0,0,-1.4750546e-34,0.0,0.0,0.0
last_flow,simple,490,490,32,33,0.0,0,0.0,0,8.214657e-25,5.293956e-23,0.0,0.0
last_flow,simple,490,490,33,34,0.0,0,0.0,0,0.037660077,0.0008530912,0.0,0.0
last_flow,simple,490,490,34,35,-1.0671706,1,1.0,1,-1.3474997,0.0030333125,-1.3474997,0.0030333125
last_flow,simple,490,490,35,36,0.0,0,0.0,0,-0.11438257,0.0023374541,0.0,0.0
last_flow,simple,490,490,36,37,0.0,0,0.0,0,0.15225543,0.0027233956,0.0,0.0
last_flow,simple,490,490,37,38,0.0,0,0.0,0,-0.18078971,0.0017316511,0.0,0.0
last_flow,simple,490,490,38,39,0.0,0,0.0,0,0.069776945,0.0025533151,0.0,0.0
last_flow,simple,490,490,39,40,0.0,0,0.0,0,-0.21339133,0.0019034385,0.0,0.0
last_flow,simple,490,490,40,41,0.0,0,0.0,0,0.26000834,0.0026589332,0.0,0.0
last_flow,simple,490,490,41,42,0.0,0,0.0,0,-0.18115562,0.0027960942,0.0,0.0
last_flow,simple,490,490,42,43,0.0,0,0.0,0,0.16668354,0.0030599725,0.0,0.0
last_flow,simple,490,490,43,44,0.0,0,0.0,0,-5.412e-42,0.0,0.0,0.0
last_flow,simple,490,490,44,45,0.0,0,0.0,0,7.9217465e-16,2.8937566e-14,0.0,0.0
last_flow,simple,490,490,45,46,0.0,0,0.0025,0,-0.3951398,0.002378919,-0.0018482021,0.036972046
last_flow,simple,490,490,46,47,0.0,0,0.0,0,0.35969797,0.0024474305,0.0,0.0
last_flow,simple,490,490,47,48,0.0,0,0.0,0,-0.09411324,0.0026197229,0.0,0.0
last_flow,simple,490,490,48,49,0.0,0,0.0,0,-0.13187176,0.0019403188,0.0,0.0
last_flow,simple,490,490,49,50,0.0,0,0.0,0,2.7403456e-15,7.879283e-14,0.0,0.0
last_flow,simple,490,490,50,51,0.0,0,0.0,0,-0.002902816,0.0010200099,0.0,0.0
last_flow,simple,490,490,51,52,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,490,490,52,53,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,490,490,53,54,0.0,0,0.0,0,0.323931,0.0022901238,0.0,0.0
last_flow,simple,490,490,54,55,0.0,0,0.0,0,-2.708188e-29,0.0,0.0,0.0
last_flow,simple,490,490,55,56,0.0,0,0.0,0,0.42631847,0.0029572921,0.0,0.0
last_flow,simple,490,490,56,57,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,490,490,57,58,0.0,0,0.0,0,7.1183145e-05,2.7753438e-05,0.0,0.0
last_flow,simple,490,490,58,59,0.0,0,0.0,0,0.07011547,0.0015027625,0.0,0.0
last_flow,simple,490,490,59,60,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,490,490,60,61,-1.477215,1,1.0,1,-1.7121687,0.0030557532,-1.7121687,0.0030557532
last_flow,simple,490,490,61,62,0.0,0,0.0,0,-0.40112168,0.004084824,0.0,0.0
last_flow,simple,490,490,62,63,0.0,0,0.0,0,0.08596556,0.0030509045,0.0,0.0
last_flow,simple,490,490,63,64,0.0,0,0.0,0,-0.09729531,0.0014703232,0.0,0.0
last_flow,simple,490,490,64,65,0.0,0,0.0,0,-0.10779106,0.0025366,0.0,0.0
last_flow,simple,490,490,65,66,0.0,0,0.0,0,-0.017462518,0.0014252967,0.0,0.0
last_flow,simple,490,490,66,67,0.0,0,0.0,0,-0.21230707,0.0031838003,0.0,0.0
last_flow,simple,490,490,67,68,0.0,0,0.0,0,-0.41853487,0.0065269778,0.0,0.0
last_flow,simple,490,490,68,69,0.0,0,0.0,0,0.3083143,0.0036042444,0.0,0.0
last_flow,simple,490,490,69,70,0.0,0,0.0,0,-7.157202e-23,3.7928525e-21,0.0,0.0
last_flow,simple,490,490,70,71,0.0,0,0.0,0,-8.812534e-05,6.931026e-05,0.0,0.0
last_flow,simple,490,490,71,72,0.0,0,0.0,0,-0.07049357,0.0031605952,0.0,0.0
last_flow,simple,490,490,72,73,0.0,0,0.0,0,0.14673539,0.0020946865,0.0,0.0
last_flow,simple,490,490,73,74,0.0,0,0.0,0,-1.5166935e-12,2.516082e-11,0.0,0.0
last_flow,simple,490,490,74,75,0.97846943,1,1.0,1,1.5173185,0.0030006631,1.5173185,0.0030006631
last_flow,simple,490,490,75,76,0.0,0,0.0,0,-0.28023484,0.0045490484,0.0,0.0
last_flow,simple,490,490,76,77,-1.6395468,1,1.0,1,-1.0824451,0.0029881224,-1.0824451,0.0029881224
last_flow,simple,490,490,77,78,0.0,0,1.0,1,-0.21127953,0.0059319604,-0.21128042,0.005929072
last_flow,simple,490,490,78,79,0.0,0,0.0,0,-0.31517196,0.0021783232,0.0,0.0
last_flow,simple,490,490,79,80,0.0,0,0.0,0,0.2021274,0.002280552,0.0,0.0
last_flow,simple,490,490,80,81,0.0,0,0.0,0,0.026370957,0.0011557916,0.0,0.0
last_flow,simple,490,490,81,82,0.0,0,0.0,0,-0.06404918,0.00093578536,0.0,0.0
last_flow,simple,490,490,82,83,0.0,0,0.0,0,1.2377926e-38,0.0,0.0,0.0
last_flow,simple,490,490,83,84,0.0,0,0.0,0,0.07775258,0.0029725574,0.0,0.0
last_flow,simple,490,490,84,85,0.0,0,0.0,0,4.9254208e-29,0.0,0.0,0.0
last_flow,simple,490,490,85,86,0.0,0,0.0,0,0.13627145,0.0028264571,0.0,0.0
last_flow,simple,490,490,86,87,0.0,0,0.0,0,-0.07351911,0.0016372373,0.0,0.0
