method,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,simple,457,457,0,1,0.0,0,0.0,0,-0.050978705,0.0012860915,0.0,0.0
last_flow,simple,457,457,1,2,-1.5546042,1,1.0,1,-1.3921779,0.0034261383,-1.3921779,0.0034261383
last_flow,simple,457,457,2,3,0.0,0,0.0,0,-0.21939091,0.00190586,0.0,0.0
last_flow,simple,457,457,3,4,0.0,0,0.0,0,1.301861e-19,2.5897538e-18,0.0,0.0
last_flow,simple,457,457,4,5,0.0,0,0.0,0,0.21986613,0.0022228889,0.0,0.0
last_flow,simple,457,457,5,6,0.0,0,0.0,0,0.20695788,0.0016439902,0.0,0.0
last_flow,simple,457,457,6,7,0.0,0,0.0,0,-0.036647696,0.0013827233,0.0,0.0
last_flow,simple,457,457,7,8,0.0,0,0.0,0,0.30983108,0.002454682,0.0,0.0
last_flow,simple,457,457,8,9,0.0,0,0.0,0,-0.14958276,0.0016897104,0.0,0.0
last_flow,simple,457,457,9,10,0.0,0,0.0,0,-0.18691215,0.0020486757,0.0,0.0
last_flow,simple,457,457,10,11,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,457,457,11,12,0.0,0,0.0,0,0.17220804,0.0021190527,0.0,0.0
last_flow,simple,457,457,12,13,0.0,0,0.0,0,-0.29081398,0.0020769516,0.0,0.0
last_flow,simple,457,457,13,14,0.0,0,0.0,0,0.14163278,0.0015007602,0.0,0.0
last_flow,simple,457,457,14,15,1.0760368,1,1.0,1,1.1108094,0.0032782904,1.1108094,0.0032782904
last_flow,simple,457,457,15,16,0.0,0,0.0,0,0.12951286,0.0015081683,0.0,0.0
last_flow,simple,457,457,16,17,0.0,0,0.0,0,1.09702275e-10,4.2269027e-10,0.0,0.0
last_flow,simple,457,457,17,18,0.0,0,0.0,0,0.18379031,0.0022439386,0.0,0.0
last_flow,simple,457,457,18,19,0.0,0,0.0,0,-3.3771456e-26,0.0,0.0,0.0
last_flow,simple,457,457,19,20,0.0,0,0.0,0,0.17918557,0.0026345658,0.0,0.0
last_flow,simple,457,457,20,21,0.0,0,0.0,0,0.06859452,0.0011041815,0.0,0.0
last_flow,simple,457,457,21,22,0.0,0,0.0,0,-0.21629736,0.002003023,0.0,0.0
last_flow,simple,457,457,22,23,0.0,0,0.0,0,0.1650834,0.0020667182,0.0,0.0
last_flow,simple,457,457,23,24,0.0,0,0.0,0,-0.07061063,0.0014921053,0.0,0.0
last_flow,simple,457,457,24,25,0.0,0,0.0,0,-0.33381534,0.0031327042,0.0,0.0
last_flow,simple,457,457,25,26,0.0,0,0.0,0,-0.31056172,0.0023048327,0.0,0.0
last_flow,simple,457,457,26,27,0.0,0,0.0,0,-1.10313965e-16,2.6502454e-15,0.0,0.0
last_flow,simple,457,457,27,28,0.0,0,0.0,0,-0.167945,0.0019907886,0.0,0.0
last_flow,simple,457,457,28,29,0.0,0,0.0,0,7.529005e-18,4.25287e-16,0.0,0.0
last_flow,simple,457,457,29,30,0.0,0,0.0,0,-0.39179036,0.0027452053,0.0,0.0
last_flow,simple,457,457,30,31,0.0,0,0.0,0,0.17692918,0.0016549748,0.0,0.0
last_flow,simple,457,457,31,32,0.0,0,0.0,0,9.684475e-21,3.100342e-19,0.0,0.0
last_flow,simple,457,457,32,33,0.0,0,0.0,0,-0.14777882,0.0019885285,0.0,0.0
last_flow,simple,457,457,33,34,0.0,0,0.0,0,0.20566343,0.0028466494,0.0,0.0
last_flow,simple,457,457,34,35,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,457,457,35,36,0.6272397,1,1.0,1,0.5548967,0.0027117888,0.7086811,0.06075401
last_flow,simple,457,457,36,37,0.0,0,0.0,0,-9.922178e-11,4.4618512e-10,0.0,0.0
last_flow,simple,457,457,37,38,0.0,0,0.0,0,0.16783696,0.0016655808,0.0,0.0
last_flow,simple,457,457,38,39,0.0,0,0.0,0,-0.50800097,0.0030574773,0.0,0.0
last_flow,simple,457,457,39,40,-1.1466256,1,1.0,1,-0.9033455,0.0026716148,-0.9033455,0.0026716148
last_flow,simple,457,457,40,41,0.0,0,0.0,0,0.1523081,0.0021544714,0.0,0.0
last_flow,simple,457,457,41,42,0.72381455,1,1.0,1,0.474339,0.004335141,0.48874608,0.0045589493
last_flow,simple,457,457,42,43,0.0,0,0.0,0,-0.31994444,0.002667322,0.0,0.0
last_flow,simple,457,457,43,44,0.0,0,0.0,0,0.22597575,0.002123889,0.0,0.0
last_flow,simple,457,457,44,45,0.0,0,0.0,0,-2.550761e-10,8.1735774e-10,0.0,0.0
last_flow,simple,457,457,45,46,0.0,0,0.0,0,0.07489979,0.0021875526,0.0,0.0
last_flow,simple,457,457,46,47,0.0,0,0.0,0,-0.025480373,0.0011790578,0.0,0.0
last_flow,simple,457,457,47,48,0.0,0,0.0,0,3.3625603e-23,1.0299432e-21,0.0,0.0
last_flow,simple,457,457,48,49,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,457,457,49,50,0.0,0,0.0,0,1.5574841e-15,2.6451602e-14,0.0,0.0
last_flow,simple,457,457,50,51,0.0,0,0.0,0,0.15078092,0.0015206947,0.0,0.0
last_flow,simple,457,457,51,52,0.0,0,0.0,0,-1.3528358e-28,0.0,0.0,0.0
last_flow,simple,457,457,52,53,1.2581831,1,1.0,1,0.8817977,0.0033113605,0.8817977,0.0033113605
last_flow,simple,457,457,53,54,0.0,0,0.0,0,-0.039303526,0.0010851818,0.0,0.0
last_flow,simple,457,457,54,55,0.0,0,0.0,0,0.077934824,0.0022213021,0.0,0.0
last_flow,simple,457,457,55,56,0.0,0,0.0,0,-0.13813512,0.001737408,0.0,0.0
last_flow,simple,457,457,56,57,0.0,0,0.0,0,-4.6199394e-10,1.522966e-09,0.0,0.0
last_flow,simple,457,457,57,58,0.0,0,0.0,0,-0.10191794,0.0020187956,0.0,0.0
last_flow,simple,457,457,58,59,0.0,0,0.0,0,0.30047584,0.0022247648,0.0,0.0
last_flow,simple,457,457,59,60,0.0,0,0.0,0,0.25058514,0.0016753104,0.0,0.0
last_flow,simple,457,457,60,61,0.0,0,0.0,0,-0.0857246,0.0017945638,0.0,0.0
last_flow,simple,457,457,61,62,0.0,0,0.0,0,0.18098737,0.0016514312,0.0,0.0
last_flow,simple,457,457,62,63,0.0,0,0.0,0,2.1148375e-17,5.418252e-16,0.0,0.0
last_flow,simple,457,457,63,64,0.0,0,0.0,0,-0.24644646,0.0019464255,0.0,0.0
last_flow,simple,457,457,64,65,0.0,0,0.0,0,-0.2929883,0.0025699334,0.0,0.0
last_flow,simple,457,457,65,66,-1.2457379,1,1.0,1,-1.4947231,0.003655519,-1.4947231,0.003655519
last_flow,simple,457,457,66,67,0.0,0,0.0,0,-0.25409526,0.0024019624,0.0,0.0
last_flow,simple,457,457,67,68,0.0,0,0.0,0,-0.23983613,0.002134417,0.0,0.0
last_flow,simple,457,457,68,69,0.0,0,0.0,0,-0.0985003,0.0016293811,0.0,0.0
last_flow,simple,457,457,69,70,0.0,0,0.0,0,-0.1350429,0.002082076,0.0,0.0
last_flow,simple,457,457,70,71,0.0,0,0.0,0,0.027880495,0.0011560587,0.0,0.0
last_flow,simple,457,457,71,72,0.0,0,0.0,0,-0.20223674,0.0022405118,0.0,0.0
last_flow,simple,457,457,72,73,0.0,0,0.0,0,-0.24444337,0.0019456991,0.0,0.0
last_flow,simple,457,457,73,74,0.0,0,0.0,0,1.2560922e-26,0.0,0.0,0.0
last_flow,simple,457,457,74,75,0.0,0,0.0,0,-0.19047308,0.0020825192,0.0,0.0
last_flow,simple,457,457,75,76,0.0,0,0.0,0,0.12038018,0.0011585315,0.0,0.0
last_flow,simple,457,457,76,77,0.0,0,0.0,0,-0.26922876,0.002437872,0.0,0.0
last_flow,simple,457,457,77,78,0.0,0,0.0,0,-0.08830835,0.0013098762,0.0,0.0
last_flow,simple,457,457,78,79,0.0,0,0.0,0,0.46189797,0.0031855507,0.0,0.0
last_flow,simple,457,457,79,80,0.0,0,0.0,0,0.11419773,0.0015342653,0.0,0.0
last_flow,simple,457,457,80,81,0.0,0,0.0,0,-0.056570493,0.0018094119,0.0,0.0
last_flow,simple,457,457,81,82,1.6677022,1,1.0,1,1.3081617,0.003620793,1.3081617,0.003620793
last_flow,simple,457,457,82,83,0.0,0,0.0,0,-0.09567409,0.001377423,0.0,0.0
last_flow,simple,457,457,83,84,0.0,0,0.0,0,1.3331116e-28,0.0,0.0,0.0
last_flow,simple,457,457,84,85,0.0,0,0.0,0,-0.20504253,0.0022400504,0.0,0.0
last_flow,simple,457,457,85,86,1.6851599,1,1.0,1,1.7094845,0.0045782435,1.7094845,0.0045782435
last_flow,simple,457,457,86,87,0.0,0,0.0,0,-0.22832415,0.0020020695,0.0,0.0
last_flow,simple,457,457,87,88,0.0,0,0.0,0,-2.3824154e-19,6.2091332e-18,0.0,0.0
last_flow,simple,457,457,88,89,0.0,0,0.0,0,8.56813e-40,0.0,0.0,0.0
last_flow,simple,457,457,89,90,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,457,457,90,91,0.0,0,0.0,0,-2.8932012e-08,4.0886704e-07,0.0,0.0
last_flow,simple,457,457,91,92,0.0,0,0.0,0,-0.10860614,0.0024058737,0.0,0.0
last_flow,simple,457,457,92,93,0.69367105,1,1.0,1,0.3839454,0.0028060626,0.38394657,0.0028062803
last_flow,simple,457,457,93,94,0.0,0,0.0,0,7.823459e-26,0.0,0.0,0.0
last_flow,simple,457,457,94,95,0.0,0,0.0,0,-1.0979028e-38,0.0,0.0,0.0
last_flow,simple,457,457,95,96,0.0,0,0.0,0,1.1695584e-21,3.3669414e-20,0.0,0.0
last_flow,simple,457,457,96,97,0.0,0,0.0,0,0.33319637,0.0023811397,0.0,0.0
last_flow,simple,457,457,97,98,0.0,0,0.0,0,0.4762334,0.0030812067,0.0,0.0
last_flow,simple,457,457,98,99,0.0,0,0.0,0,-9.443648e-12,4.073338e-11,0.0,0.0
last_flow,simple,457,457,99,100,0.0,0,0.0,0,1.7907312e-10,8.1170914e-10,0.0,0.0
