"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",483,483,160,100,96,32,32,10,1,12345,2000,1,8000,0.5,0.5,4.4475,0.044475,5,"10;15;19;29;38;42;48;62;70;96","15;38;42;48;62",1,0.5,0.666666666666667,0,5,0,5,90,5,0.882222222222222,0.828179989944696
