"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",411,411,100,500,60,20,20,10,1,12345,2000,1,8000,0.5,0.5,6.888125,0.01377625,5,"63;151;174;294;307;314;358;468;492;495","151;294;307;314;495",1,0.5,0.666666666666667,0,5,0,5,490,5,0.979081632653061,0.862608565438754
