"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","weak_signal",414,414,160,100,96,32,32,10,1,12345,2000,1,8000,0.5,0.5,2.39375,0.0239375,2,"4;8;17;24;30;38;64;65;78;82","8;24",1,0.2,0.333333333333333,0,2,0,8,90,2,0.986111111111111,0.937373737373737
