"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",481,481,100,500,60,20,20,10,1,12345,2000,1,8000,0.5,0.5,8.865125,0.01773025,3,"82;112;133;148;172;288;343;358;359;488","112;359;475",0.666666666666667,0.2,0.307692307692308,0.333333333333333,2,1,8,489,3,0.957959183673469,0.573112214582803
