stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_moment_recovery_score,best_active_mean_zerr_median,best_active_sd_logerr_median,best_active_sd_ratio_median,best_active_marg_skl_median,best_active_joint_skl_median,best_softgate_absdiff_median,best_zero_soft_leakage_median
0,1.2,11,275,6.468064308166504,55,13,0.8761700614027176,0.7020012069877823,0.17416885441493526,1.0654240243762274,0.7960074416916569,14.999299128805681,0.43746871197223663,0.09596416354179382
1,1.0843224043318138,13,301,6.298923492431641,51,13,0.9456656187204627,0.7637380846901737,0.18192753403028905,1.1423693693550052,0.5529626547048778,9.885780780436171,0.3862682282924652,0.10323100537061691
2,0.9797958971132713,27,625,2.929875135421753,4,13,1.1455018292998025,1.0471789170906889,0.09832291220911371,0.9204861652833822,0.5896999753098275,2.0855343407019484,0.1294531524181366,0.025315281003713608
3,0.8853455357602574,40,925,2.9969186782836914,4,13,1.9096820975154207,1.546299700583357,0.3633823969320638,0.6953204418952152,2.2471339967245068,7.2946307357679,0.08877147361636162,0.053798988461494446
4,0.8000000000000002,53,1225,3.756948947906494,2,13,2.020645793853195,1.5451703676810118,0.4754754261721835,0.6250082947510904,3.2960419313095333,9.838572811482226,0.06562518993020058,0.05958529934287071
