support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,alert,best_so_far
"[5, 8, 13, 16, 19, 21, 22, 24, 26, 31, 36, 40, 47, 51, 52, 53, 54, 55, 65, 67, 68, 69, 71, 77, 84, 87, 88, 96, 97, 99]",30,1129.51013184,1129.51013184,7.428514,9.2999382,3.04958,2.39020109,-0.00963166,-4.52759218,4.52759218,0,0.0,0.0,0.0,0.0,49.9847908,0.69204551,0.04121477,0.03295401,0.0,8.09083206,8.09083206,6.90652318,7.46671758,1.18430888,1.18323232,0.30601579,0.30709956,0.30601579,0.30709956,28.79214577,25.25991309,29.9590836,29.95817991,0.49964163,0.49289692,0.00182829,0.001989,0,0,True,1,1,1.2,1e-05,1683.30432129,7.428514,False,True
"[6, 7, 9, 13, 19, 21, 22, 26, 28, 29, 35, 40, 42, 45, 47, 48, 51, 56, 57, 59, 63, 65, 67, 68, 69, 73, 76, 79, 80, 85, 89, 90, 91, 92, 94, 95, 99]",37,1073.81384277,1093.89576144,7.39287336,8.89858437,2.98304951,2.31820536,0.03394062,-4.34176064,4.34176064,7,0.75925926,0.04315661,0.04931013,-0.03564064,49.84960175,0.69192094,0.04236211,0.03598522,0.00354113,7.89159597,7.89159597,6.74785517,7.32949075,1.1437408,1.15549808,0.31862504,0.31562178,0.31862504,0.31562178,28.77402929,25.17491702,29.89990418,29.91596385,0.49686754,0.4910844,0.01607845,0.01564538,1,0,True,25,25,1.2,1e-05,1609.46191406,7.38365519,False,True
"[0, 1, 6, 7, 8, 9, 10, 11, 13, 15, 17, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 32, 34, 35, 36, 37, 38, 40, 42, 43, 45, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 81, 83, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 99]",76,1015.47021484,1035.65271139,7.37713521,8.22909832,2.8686405,2.2006247,0.10662221,-3.75778198,3.75778198,39,0.51315789,0.07523512,0.05433309,-0.01573815,50.87770462,0.69143867,0.04436639,0.04484439,0.0107124,7.6413335,7.6413335,6.58276205,7.16864968,1.05857145,1.07067715,0.34696038,0.34398108,0.34696038,0.34398108,28.72373414,24.92276523,29.84262252,29.85264697,0.50510756,0.49863216,0.0332846,0.03253332,2,0,True,50,50,1.2,1e-05,1594.68237305,7.37442986,False,True
"[0, 1, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 81, 82, 83, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",86,948.31713867,972.6333226,7.37479014,7.56232738,2.74996862,2.09478855,0.17900904,-3.48405266,3.48405266,10,0.11627907,0.081026,0.06613003,-0.00234508,52.57778549,0.68982893,0.04714683,0.05896175,0.0170475,7.38149084,7.38149084,6.41603748,7.00728463,0.96545336,0.97553561,0.38081119,0.37751855,0.38081119,0.37751855,28.68103661,24.77429338,29.7672022,29.77016862,0.52003243,0.51135123,0.05359687,0.05136119,3,0,True,75,75,1.2,1e-05,1592.73266602,7.37320648,False,True
"[0, 1, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",87,875.58129883,902.58362244,7.37391752,6.99488401,2.6447843,1.97166049,0.24061255,-3.26665258,3.26665258,1,0.03409091,0.07503555,0.07669991,-0.00087261,54.29346085,0.68602699,0.05141304,0.08026634,0.01744446,7.04636795,7.04636795,6.19802642,6.75912883,0.84834153,0.86771041,0.42812641,0.42135401,0.42812641,0.42135401,28.62526107,24.40281193,29.63796094,29.65242668,0.53059179,0.52387415,0.0782602,0.0743449,4,0,True,100,100,1.2,1e-05,1589.22949219,7.37100458,False,True
"[0, 1, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",89,788.42407227,819.93717405,7.35700837,7.05991268,2.65704962,1.95399511,0.23355282,-3.11941075,3.11941075,2,0.02247191,0.0,0.09954213,-0.01690915,56.44488907,0.67899054,0.05666763,0.11140319,0.02177303,6.55196754,6.55196754,5.83126486,6.39721446,0.72070268,0.74226557,0.48641033,0.47732643,0.48641033,0.47732643,28.46781522,23.61852085,29.51376845,29.52395316,0.54540067,0.5390467,0.11087067,0.10478047,5,0,True,125,125,1.2,1e-05,1550.33837891,7.3462285,False,True
"[0, 1, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",91,687.03979492,724.13939865,7.26438771,8.00938988,2.83008655,2.20780778,0.13047448,-3.1100657,3.1100657,2,0.02197802,0.0,0.12859105,-0.09262066,59.80239105,0.66292989,0.06482393,0.15728828,0.03357507,5.70340462,5.70340462,5.19682617,5.83379377,0.50657845,0.54914052,0.60266232,0.58054111,0.60266232,0.58054111,26.77083729,21.36320152,29.30533578,29.3234194,0.56679799,0.56350855,0.15944813,0.14717415,6,0,True,150,150,1.2,1e-05,1332.36315918,7.19470946,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",100,595.61572266,628.14825713,6.95669561,11.1858902,3.34453139,2.64075708,-0.21437677,-3.57912946,3.57912946,9,0.09,0.0,0.13306954,-0.3076921,63.49154663,0.63775057,0.07525309,0.21016875,0.03689153,4.34672074,4.34672074,4.07788517,4.78323006,0.26883557,0.31401337,0.76427024,0.73753286,0.76427024,0.73753286,18.03690426,15.89887911,29.05419158,29.06908604,0.58618077,0.59084439,0.18189564,0.1881617,7,0,True,175,175,1.2,1e-05,899.29089355,6.80160656,False,True
"[0, 1, 5, 6, 7, 8, 9, 10, 11, 13, 15, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 32, 33, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",84,534.24621582,555.70149628,6.54659665,11.45314312,3.38424927,2.65153503,-0.24339062,-3.4172256,3.4172256,-16,0.16,0.0,0.1030354,-0.41009896,62.29899979,0.63784307,0.0771758,0.2254039,0.01743545,2.93372796,2.93372796,2.84962117,3.72697965,0.08410679,0.15471231,0.91950672,0.87692864,0.91950672,0.87692864,7.20262687,11.44690885,28.86046245,28.90681741,0.56377848,0.57593718,0.15324362,0.18915409,8,0,True,200,200,1.2,1e-05,607.25909424,6.40895554,False,True
"[5, 6, 7, 8, 9, 11, 13, 15, 18, 19, 21, 22, 26, 28, 29, 30, 35, 36, 37, 38, 40, 41, 42, 43, 45, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 59, 61, 62, 63, 65, 67, 68, 69, 70, 71, 73, 76, 77, 79, 80, 81, 83, 85, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 99]",64,488.84851074,504.45083922,6.11686573,9.2435751,3.04032483,2.29162264,-0.0035127,-2.94243884,2.94243884,-20,0.23809524,0.19292241,0.08497525,-0.42973092,58.71220016,0.64724612,0.07644584,0.22505869,0.0365035,1.57452344,1.57452344,1.40949731,2.63408063,0.16502613,0.19000407,1.03408873,0.99073815,1.03408873,0.99073815,1.20353099,7.48095724,28.6947491,28.55319566,0.5292258,0.53983639,0.11509365,0.17043763,9,0,True,225,225,1.2,1e-05,375.57635498,5.92846179,False,True
