method,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,simple,469,469,0,1,0.0,0,0.0,0,0.3292092,0.005101674,0.0,0.0
last_flow,simple,469,469,1,2,0.0,0,0.0,0,-0.23324369,0.010864534,0.0,0.0
last_flow,simple,469,469,2,3,0.0,0,0.0,0,-0.3721641,0.006343992,0.0,0.0
last_flow,simple,469,469,3,4,0.0,0,0.0,0,0.2515545,0.029311514,0.0,0.0
last_flow,simple,469,469,4,5,0.0,0,0.0,0,0.04936063,0.0067240293,0.0,0.0
last_flow,simple,469,469,5,6,0.0,0,0.0,0,-0.38468602,0.031329826,0.0,0.0
last_flow,simple,469,469,6,7,0.0,0,0.0,0,-0.07487801,0.0045253057,0.0,0.0
last_flow,simple,469,469,7,8,0.0,0,0.0,0,0.12118969,0.022315403,0.0,0.0
last_flow,simple,469,469,8,9,0.0,0,0.0,0,-0.26111287,0.024678553,0.0,0.0
last_flow,simple,469,469,9,10,0.0,0,0.0,0,-0.1879584,0.002656357,0.0,0.0
last_flow,simple,469,469,10,11,0.0,0,0.0,0,0.44998762,0.011664778,0.0,0.0
last_flow,simple,469,469,11,12,0.0,0,0.0,0,-0.35095072,0.005438358,0.0,0.0
last_flow,simple,469,469,12,13,0.0,0,0.0,0,0.8426525,0.008575406,0.0,0.0
last_flow,simple,469,469,13,14,0.0,0,0.0,0,1.892364e-09,2.5744493e-09,0.0,0.0
last_flow,simple,469,469,14,15,0.0,0,0.0,0,0.2938652,0.021693269,0.0,0.0
last_flow,simple,469,469,15,16,0.0,0,0.0,0,-6.371255e-13,3.7118784e-11,0.0,0.0
last_flow,simple,469,469,16,17,0.0,0,0.0,0,-0.23605229,0.008022765,0.0,0.0
last_flow,simple,469,469,17,18,0.0,0,0.0,0,8.748722e-11,3.049141e-10,0.0,0.0
last_flow,simple,469,469,18,19,0.0,0,0.0,0,0.42815417,0.02031568,0.0,0.0
last_flow,simple,469,469,19,20,0.0,0,0.0,0,-0.12858057,0.020761898,0.0,0.0
last_flow,simple,469,469,20,21,1.383556,1,1.0,1,1.0912975,0.023282377,1.0912975,0.023282377
last_flow,simple,469,469,21,22,0.0,0,0.0,0,-7.419948e-11,7.2194306e-10,0.0,0.0
last_flow,simple,469,469,22,23,0.0,0,0.0,0,1.7235376e-05,2.0583037e-05,0.0,0.0
last_flow,simple,469,469,23,24,0.0,0,0.0,0,0.11981935,0.01684726,0.0,0.0
last_flow,simple,469,469,24,25,0.0,0,0.0,0,-0.059655864,0.03419409,0.0,0.0
last_flow,simple,469,469,25,26,0.0,0,0.0,0,0.26419052,0.03801603,0.0,0.0
last_flow,simple,469,469,26,27,0.0,0,0.0,0,0.4679612,0.0060255267,0.0,0.0
last_flow,simple,469,469,27,28,0.0,0,0.0,0,-2.5790047e-13,6.384361e-12,0.0,0.0
last_flow,simple,469,469,28,29,0.0,0,0.0,0,0.34696046,0.010048589,0.0,0.0
last_flow,simple,469,469,29,30,0.0,0,0.0,0,-0.474757,0.022971924,0.0,0.0
last_flow,simple,469,469,30,31,-1.0793022,1,1.0,1,-0.7033497,0.022618331,-0.7033497,0.022618331
last_flow,simple,469,469,31,32,0.0,0,0.0,0,0.6200992,0.026104799,0.0,0.0
last_flow,simple,469,469,32,33,0.0,0,0.0,0,3.6583697e-06,7.187145e-06,0.0,0.0
last_flow,simple,469,469,33,34,0.0,0,0.0,0,-0.1485825,0.016417896,0.0,0.0
last_flow,simple,469,469,34,35,0.0,0,0.0,0,-0.053822264,0.019103678,0.0,0.0
last_flow,simple,469,469,35,36,0.0,0,0.0,0,0.04696438,0.00517049,0.0,0.0
last_flow,simple,469,469,36,37,0.0,0,0.0,0,0.36504468,0.029126123,0.0,0.0
last_flow,simple,469,469,37,38,0.0,0,0.0,0,-0.3017281,0.028766533,0.0,0.0
last_flow,simple,469,469,38,39,0.0,0,0.0,0,-0.3578306,0.03021771,0.0,0.0
last_flow,simple,469,469,39,40,0.0,0,0.0,0,-4.8210262e-09,1.0855612e-08,0.0,0.0
last_flow,simple,469,469,40,41,0.0,0,0.0,0,0.2061079,0.012895924,0.0,0.0
last_flow,simple,469,469,41,42,0.0,0,0.0,0,1.9379e-41,0.0,0.0,0.0
last_flow,simple,469,469,42,43,0.0,0,0.0,0,0.20074978,0.0055839233,0.0,0.0
last_flow,simple,469,469,43,44,0.0,0,0.0,0,0.24129099,0.019521987,0.0,0.0
last_flow,simple,469,469,44,45,0.0,0,0.0,0,-0.1274067,0.020761438,0.0,0.0
last_flow,simple,469,469,45,46,0.0,0,0.0,0,-0.07535523,0.03250109,0.0,0.0
last_flow,simple,469,469,46,47,0.0,0,0.0,0,-0.24083234,0.020503072,0.0,0.0
last_flow,simple,469,469,47,48,0.0,0,0.0,0,-6.9029295e-29,0.0,0.0,0.0
last_flow,simple,469,469,48,49,0.0,0,0.0,0,-0.21145706,0.0627626,0.0,0.0
last_flow,simple,469,469,49,50,0.0,0,0.0,0,0.02374599,0.047720477,0.0,0.0
last_flow,simple,469,469,50,51,0.0,0,0.0,0,0.13444255,0.0033420161,0.0,0.0
