support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,softgate_mean,softgate_sd,softgate_q05,softgate_q25,softgate_q50,softgate_q75,softgate_q95,softgate_mean_j_q05,softgate_mean_j_q25,softgate_mean_j_q50,softgate_mean_j_q75,softgate_mean_j_q95,softgate_mean_j_sum,softgate_sd_j_median,softgate_sd_j_q90,gate_entropy_mean,gate_entropy_median,gate_entropy_q90,beta_abs_mean,beta_abs_median,beta_abs_q75,beta_abs_q90,beta_abs_q95,beta_mean_abs_j_median,beta_mean_abs_j_q90,beta_mean_abs_j_q95,beta_soft_sd_j_mean,beta_soft_sd_j_median,beta_soft_sd_j_q75,beta_soft_sd_j_q90,beta_soft_sd_j_q95,beta_l2_draw_mean,beta_l2_draw_sd,pip_hard_mean,pip_hard_q50,pip_hard_q75,pip_hard_q90,pip_hard_q95,expected_support_softgate,expected_support_hard,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,lasso_recovery_score,alert,best_so_far
"[8, 10, 15, 18, 20, 30, 31, 32, 35, 61, 92]",11,1467.82495117,1467.82495117,7.86858226,19.87202835,4.45780533,3.37652969,0.00579252,-8.44430065,8.44430065,0,0.0,0.0,0.0,0.0,49.78940201,0.69059426,0.04113981,0.03277351,0.0,0.49789402,0.03562046,0.43944448,0.47381553,0.49764702,0.52189714,0.55675203,0.49585038,0.49690974,0.49788243,0.49896112,0.50001365,49.78939819,0.03562951,0.03725334,0.69059426,0.69197583,0.69310629,0.0327735,0.02743702,0.0474069,0.06772452,0.08043835,0.0015828,0.00418608,0.00495031,0.04113981,0.04093827,0.04281106,0.0440262,0.04443941,0.4104051,0.03429741,0.47382814,0.47265625,0.48828125,0.50390625,0.515625,49.78939819,47.3828125,0,0,True,1,1,0.8,1e-05,2613.85717773,7.86858226,12.0598738,False,True
"[1, 2, 3, 4, 5, 7, 10, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 39, 40, 41, 43, 45, 46, 48, 49, 50, 51, 52, 53, 54, 56, 57, 59, 60, 61, 64, 65, 67, 68, 69, 71, 72, 73, 75, 76, 77, 78, 81, 82, 84, 85, 86, 87, 88, 89, 90, 91, 93, 94, 97, 98, 99]",74,1339.13903809,1384.05768008,7.85008375,19.05559731,4.36527173,3.30631828,0.04663898,-7.47527122,7.47527122,63,0.91025641,0.04108443,0.08767116,-0.0184985,50.70978928,0.69001406,0.04386371,0.04126203,0.01183378,0.50709796,0.03887795,0.44218758,0.48103163,0.50725377,0.53382307,0.57066917,0.48902631,0.50101054,0.51034975,0.51501453,0.51842517,50.70979309,0.03783491,0.03948867,0.69001395,0.69169551,0.69309795,0.04126203,0.03505263,0.0598159,0.08518399,0.10049483,0.027136,0.0303358,0.03090174,0.04386371,0.04379662,0.04542173,0.04684056,0.04736955,0.5139178,0.04336057,0.5738281,0.59570312,0.65722656,0.68789065,0.69941401,50.70979309,57.3828125,1,0,True,25,25,0.8,1e-05,2586.32519531,7.8579933,11.71962061,False,True
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 97, 98, 99]",93,1196.66748047,1246.95898916,7.89758239,17.61709976,4.1972729,3.19480538,0.11860773,-6.27667522,6.27667522,19,0.20430108,0.0754895,0.10639041,0.04749864,55.16376114,0.68304473,0.05098609,0.06754273,0.04453973,0.55163759,0.04844214,0.46832746,0.5197866,0.55343962,0.58583361,0.6276049,0.49825671,0.53853172,0.5644511,0.57025552,0.57320756,55.16376495,0.04113162,0.04290412,0.68304473,0.68692458,0.6928789,0.06754273,0.06248116,0.09646671,0.12835272,0.14780159,0.06403513,0.06936737,0.07041769,0.05098609,0.05098726,0.05374427,0.05547252,0.05643233,0.80462623,0.07023098,0.85374999,0.94140625,0.953125,0.96484375,0.96875,55.16376495,85.375,2,0,True,50,50,0.8,1e-05,2756.23168945,7.9216197,11.14170652,False,True
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 97, 98, 99]",95,1018.9284668,1084.20931798,7.95227185,16.5748558,4.07122289,3.10455513,0.17075171,-5.81289721,5.81289721,2,0.02105263,0.05916093,0.14852832,0.05468946,60.0771637,0.66419625,0.06069271,0.11110333,0.04942,0.60077155,0.06391066,0.47784749,0.56284219,0.6114428,0.64642608,0.689704,0.50120437,0.57503283,0.62767792,0.63367295,0.63698488,60.07715607,0.04084804,0.04335356,0.66419625,0.66806066,0.6918596,0.11110333,0.10764847,0.15254493,0.19355246,0.21764511,0.11626078,0.12847999,0.13071075,0.06069271,0.06163651,0.06558193,0.06762241,0.06864224,1.26508927,0.09094103,0.91285157,1.0,1.0,1.0,1.0,60.07715607,91.28515625,3,0,True,75,75,0.8,1e-05,2875.28417969,7.96390679,10.29118734,False,True
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 97, 98, 99]",94,815.74517822,887.73612711,7.89010545,16.18987083,4.02366386,3.10458446,0.1900127,-5.19778252,5.19778252,-1,0.01052632,0.02322705,0.19940879,-0.06216641,65.996315,0.62282348,0.07419858,0.18534108,0.05989543,0.65996325,0.09125418,0.47607398,0.60977936,0.68781388,0.72590673,0.76784527,0.49405462,0.6089499,0.70681417,0.71228278,0.71671325,65.99632263,0.04170942,0.04890743,0.62282348,0.62083197,0.69082773,0.18534108,0.18351933,0.24814363,0.30385396,0.33812749,0.2050961,0.23668574,0.24166365,0.07419858,0.07833169,0.08229943,0.08416999,0.08494647,2.06117916,0.12547138,0.91753906,1.0,1.0,1.0,1.0,65.99632263,91.75390625,4,0,True,100,100,0.8,1e-05,2489.65966797,7.8199013,8.90521323,False,True
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 97, 98, 99]",96,646.66906738,701.02103693,7.39807724,16.73912621,4.09134772,3.2327354,0.16253318,-4.73686171,4.73686171,2,0.02083333,0.0,0.20726584,-0.4920282,72.90921783,0.55013978,0.09220552,0.28358108,0.06915487,0.72909212,0.11866645,0.4856441,0.66379029,0.77547705,0.81389338,0.85171443,0.50877911,0.64355588,0.78971845,0.80095363,0.81294733,72.90921021,0.04061282,0.05794781,0.55013978,0.53257239,0.68874383,0.28358108,0.28286365,0.39352828,0.49255064,0.55006641,0.29444754,0.44803643,0.46065655,0.09220552,0.09419973,0.10493959,0.11383133,0.11709259,3.23876619,0.20540236,0.93511719,1.0,1.0,1.0,1.0,72.90921021,93.51171875,5,0,True,125,125,0.8,1e-05,1350.90612793,7.20853085,7.1221665,False,True
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65, 67, 68, 69, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 93, 94, 97, 98, 99]",86,547.46411133,582.00566504,6.81371336,16.65560722,4.08112818,3.19995117,0.16671168,-4.54569626,4.54569626,-10,0.10416667,0.00498945,0.15340916,-0.58436388,70.97171783,0.55726331,0.09399482,0.29516783,0.02570395,0.70971727,0.13900007,0.424961,0.63229662,0.76456851,0.80784428,0.85468608,0.44228965,0.61562097,0.77366197,0.79338396,0.83469582,70.97173309,0.04097829,0.05795212,0.55726326,0.54575455,0.68934381,0.29516783,0.24842337,0.43030214,0.617549,0.72920889,0.23073702,0.59860092,0.69060433,0.09399481,0.09058018,0.10323065,0.13186559,0.14464431,3.68438888,0.23873037,0.86484373,1.0,1.0,1.0,1.0,70.97173309,86.484375,6,0,True,150,150,0.8,1e-05,740.89910889,6.60786446,5.66486035,False,True
"[1, 2, 3, 4, 5, 7, 8, 10, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 63, 64, 65, 67, 68, 69, 71, 73, 75, 76, 77, 78, 79, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 93, 94, 97, 98, 99]",80,487.21331787,509.49241997,6.2571021,13.13049126,3.62360197,2.73649693,0.34307498,-3.63470602,3.63470602,-6,0.06976744,0.2116474,0.11005433,-0.55661126,65.69413757,0.58688867,0.09372623,0.29309455,0.05427702,0.65694129,0.15958066,0.33613694,0.56601268,0.71213186,0.76887745,0.84342861,0.35190135,0.55549079,0.71893358,0.75086629,0.83051342,65.69413757,0.04760901,0.05697696,0.58688873,0.59740776,0.68378115,0.29309455,0.21323517,0.4172003,0.68392324,0.87438363,0.19849934,0.62456203,0.8260628,0.09372623,0.08831387,0.10523143,0.1349715,0.16105884,3.975986,0.27597034,0.79093748,1.0,1.0,1.0,1.0,65.69413757,79.09375,7,0,True,175,175,0.8,1e-05,460.76528931,6.13288878,4.28002722,False,True
"[1, 2, 3, 4, 5, 7, 8, 10, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 32, 33, 34, 35, 36, 37, 39, 41, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 56, 57, 59, 60, 61, 64, 65, 67, 68, 69, 71, 73, 75, 76, 77, 78, 79, 81, 82, 84, 85, 86, 87, 88, 89, 90, 91, 93, 94, 97, 98, 99]",74,445.04690552,460.92978171,5.92043641,9.52502728,3.08626429,2.34999156,0.52345814,-2.97833824,2.97833824,-6,0.075,0.27458714,0.0865461,-0.33666569,59.49649048,0.61227477,0.09141771,0.28563622,0.06306501,0.59496492,0.17101872,0.26731944,0.48633936,0.63800359,0.71143055,0.83853096,0.28921166,0.47485018,0.64510828,0.6871435,0.83339065,59.49649048,0.05864966,0.06456345,0.61227477,0.63294351,0.68679702,0.28563625,0.19226319,0.37079945,0.66127294,1.01265442,0.18901382,0.60923237,1.07636106,0.0914177,0.08421126,0.09779349,0.11486422,0.17728086,4.14617825,0.27762049,0.73945314,0.98828125,1.0,1.0,1.0,59.49649048,73.9453125,8,0,True,200,200,0.8,1e-05,350.04504395,5.85806184,3.39369807,False,True
"[1, 3, 5, 10, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 32, 33, 34, 36, 37, 39, 41, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 56, 57, 59, 60, 64, 65, 67, 68, 69, 71, 73, 75, 76, 77, 78, 79, 81, 82, 84, 85, 86, 87, 88, 89, 90, 91, 93, 94, 97, 98, 99]",68,409.74798584,423.23645782,5.8160672,6.69009495,2.58652179,2.06941223,0.66529122,-2.41337013,2.41337013,-6,0.08108108,0.29762984,0.07931505,-0.10436921,53.29893494,0.62158245,0.09188063,0.27961788,0.06284545,0.53298932,0.18017474,0.21347298,0.40934053,0.55665386,0.65207911,0.83735269,0.24996378,0.43582314,0.57285261,0.61901814,0.83180463,53.29893494,0.07187072,0.07880376,0.62158239,0.65634006,0.69167107,0.27961788,0.17541662,0.3351953,0.62111056,1.12658334,0.18021178,0.52043688,1.182042,0.09188065,0.08623346,0.09636323,0.11820304,0.17472526,4.29690456,0.30637529,0.62722659,0.83007812,0.9375,0.99609375,1.0,53.29893494,62.72265625,9,0,True,225,225,0.8,1e-05,327.46356201,5.79137679,2.831597,False,True
