"method","setting","seed","replicate_id","j0","j1","beta_true","truth","pip","selected","effect_mean"
"mcmc","simple",432,432,0,1,-0.41089007,1,0.000375,0,-0.360286696275252
"mcmc","simple",432,432,1,2,0,0,0,0,0.00770449597293711
"mcmc","simple",432,432,2,3,0,0,0,0,0.00156189636260906
"mcmc","simple",432,432,3,4,0,0,0,0,0.000197453556769135
"mcmc","simple",432,432,4,5,0,0,0,0,-0.000485710454111261
"mcmc","simple",432,432,5,6,0,0,0,0,-0.00156376335817129
"mcmc","simple",432,432,6,7,0,0,0,0,2.30342821832077e-05
"mcmc","simple",432,432,7,8,1.994253,1,1,1,1.98096374700588
"mcmc","simple",432,432,8,9,0,0,0,0,-0.000922449073208413
"mcmc","simple",432,432,9,10,0,0,0,0,0.00221587069107218
"mcmc","simple",432,432,10,11,0,0,0,0,-0.00206119520428341
"mcmc","simple",432,432,11,12,0,0,0,0,0.00266006671994359
"mcmc","simple",432,432,12,13,0,0,0,0,-0.000445602690552545
"mcmc","simple",432,432,13,14,0,0,0,0,-0.00311226814223998
"mcmc","simple",432,432,14,15,0,0,0,0,-0.000619331241416666
"mcmc","simple",432,432,15,16,0,0,0,0,0.00701492903274971
"mcmc","simple",432,432,16,17,0,0,0,0,-0.00640175768666744
"mcmc","simple",432,432,17,18,0,0,0,0,-0.00148118031606553
"mcmc","simple",432,432,18,19,0,0,0,0,0.0075803007173864
"mcmc","simple",432,432,19,20,0,0,0,0,0.00112917992656497
"mcmc","simple",432,432,20,21,0,0,0,0,0.000198287438420584
"mcmc","simple",432,432,21,22,0,0,0,0,0.00132690580086883
"mcmc","simple",432,432,22,23,0,0,0,0,0.00214080125763848
"mcmc","simple",432,432,23,24,0,0,0,0,-0.000455786409471432
"mcmc","simple",432,432,24,25,0,0,0,0,0.0044356245394765
"mcmc","simple",432,432,25,26,0,0,0,0,-0.000409372899180385
"mcmc","simple",432,432,26,27,0,0,0,0,0.00553189725211543
"mcmc","simple",432,432,27,28,0,0,0,0,1.1824174635866e-05
"mcmc","simple",432,432,28,29,0,0,0,0,0.00023283318026015
"mcmc","simple",432,432,29,30,0,0,0,0,-0.00337169375979985
"mcmc","simple",432,432,30,31,1.0005631,1,1,1,0.953179368997964
"mcmc","simple",432,432,31,32,0,0,0,0,0.00279962647386023
"mcmc","simple",432,432,32,33,0,0,0,0,-0.0129184888955669
"mcmc","simple",432,432,33,34,0,0,0,0,0.000699265166143873
"mcmc","simple",432,432,34,35,0,0,0,0,-0.00123211954917157
"mcmc","simple",432,432,35,36,0,0,0,0,0.000863231315351996
"mcmc","simple",432,432,36,37,1.864308,1,1,1,1.84382138604565
"mcmc","simple",432,432,37,38,0.87634933,1,1,1,0.880184488139701
"mcmc","simple",432,432,38,39,0,0,0,0,-0.00818518887358511
"mcmc","simple",432,432,39,40,0,0,0,0,-0.00291370890213453
"mcmc","simple",432,432,40,41,0,0,0,0,0.000853018764370352
"mcmc","simple",432,432,41,42,0,0,0,0,0.000177413380871919
"mcmc","simple",432,432,42,43,0,0,0,0,-0.000819937100358911
"mcmc","simple",432,432,43,44,0,0,0,0,-0.011158081320768
"mcmc","simple",432,432,44,45,0,0,0,0,-5.28109412754578e-05
"mcmc","simple",432,432,45,46,0,0,0,0,-4.95619125033434e-05
"mcmc","simple",432,432,46,47,0,0,0,0,0.00119547533404902
"mcmc","simple",432,432,47,48,0,0,0,0,-0.0017440063122417
"mcmc","simple",432,432,48,49,0,0,0,0,-0.00229124006250613
"mcmc","simple",432,432,49,50,0,0,0,0,0.00321755317067843
"mcmc","simple",432,432,50,51,0,0,0,0,-0.000298907398186352
"mcmc","simple",432,432,51,52,0,0,0,0,7.32780642104251e-05
"mcmc","simple",432,432,52,53,0,0,0,0,0.00167379006973633
"mcmc","simple",432,432,53,54,0,0,0,0,-0.00183315473435823
"mcmc","simple",432,432,54,55,0,0,0,0,-0.000502215061517777
"mcmc","simple",432,432,55,56,0,0,0,0,0.000203313065375548
"mcmc","simple",432,432,56,57,0,0,0,0,0.000514086640139009
"mcmc","simple",432,432,57,58,0,0,0,0,-0.000634505221951996
"mcmc","simple",432,432,58,59,-1.743137,1,1,1,-1.68778426098361
"mcmc","simple",432,432,59,60,0,0,0,0,0.000585491101656906
"mcmc","simple",432,432,60,61,0,0,0,0,0.00368588105577958
"mcmc","simple",432,432,61,62,0,0,0,0,-0.00269486735152025
"mcmc","simple",432,432,62,63,0,0,0,0,0.000617096724247337
"mcmc","simple",432,432,63,64,0,0,0,0,-0.000638166662785149
"mcmc","simple",432,432,64,65,1.8098332,1,1,1,1.7920265038078
"mcmc","simple",432,432,65,66,0,0,0,0,-0.0755976533825177
"mcmc","simple",432,432,66,67,0,0,0,0,-0.0033899944469878
"mcmc","simple",432,432,67,68,0,0,0,0,0.00427923518428538
"mcmc","simple",432,432,68,69,0,0,0,0,0.000156827547386087
"mcmc","simple",432,432,69,70,0,0,0,0,0.00250352051307399
"mcmc","simple",432,432,70,71,0,0,0,0,0.013718279411908
"mcmc","simple",432,432,71,72,0,0,0,0,0.000932650157536141
"mcmc","simple",432,432,72,73,1.2100515,1,1,1,1.27367564933881
"mcmc","simple",432,432,73,74,0,0,0,0,-0.00384976430033589
"mcmc","simple",432,432,74,75,1.9406852,1,1,1,1.92650225640911
"mcmc","simple",432,432,75,76,-1.7144499,1,1,1,-1.70542520195627
"mcmc","simple",432,432,76,77,0,0,0,0,-0.000599851165359398
"mcmc","simple",432,432,77,78,0,0,0,0,-0.00251104566603745
"mcmc","simple",432,432,78,79,0,0,0,0,8.4834771468863e-05
"mcmc","simple",432,432,79,80,0,0,0,0,0.000484999637207986
"mcmc","simple",432,432,80,81,0,0,0,0,0.000644454813714649
"mcmc","simple",432,432,81,82,0,0,0,0,0.000105326673239292
"mcmc","simple",432,432,82,83,0,0,0,0,0.000507887018090097
"mcmc","simple",432,432,83,84,0,0,0,0,0.000156616135727493
"mcmc","simple",432,432,84,85,0,0,0,0,0.00166948394367703
"mcmc","simple",432,432,85,86,0,0,0,0,0.000192499174209739
"mcmc","simple",432,432,86,87,0,0,0,0,0.0494827334434514
"mcmc","simple",432,432,87,88,0,0,0,0,-0.000642333885903065
"mcmc","simple",432,432,88,89,0,0,0,0,-0.000502653829930552
"mcmc","simple",432,432,89,90,0,0,0,0,0.00753089093752821
"mcmc","simple",432,432,90,91,0,0,0,0,-0.00220496775505833
"mcmc","simple",432,432,91,92,0,0,0,0,0.00844362742535688
"mcmc","simple",432,432,92,93,0,0,0,0,0.00207115743752722
"mcmc","simple",432,432,93,94,0,0,0,0,0.000498470163429449
"mcmc","simple",432,432,94,95,0,0,0,0,-0.00137826988083254
"mcmc","simple",432,432,95,96,0,0,0,0,0.000858699117742785
"mcmc","simple",432,432,96,97,0,0,0,0,0.000527084246693654
"mcmc","simple",432,432,97,98,0,0,0,0,0.00328895516000677
"mcmc","simple",432,432,98,99,0,0,0,0,-0.00137445508422967
"mcmc","simple",432,432,99,100,0,0,0,0,-0.000698750202205544
