"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",499,499,100,500,60,20,20,10,1,12345,2000,1,8000,0.5,0.5,9.003625,0.01800725,8,"6;16;34;66;95;168;185;304;337;472","6;16;34;95;168;304;337;472",1,0.8,0.888888888888889,0,8,0,2,490,8,0.998775510204082,0.9625
