"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","weak_signal",420,420,160,100,96,32,32,10,1,12345,2000,1,8000,0.5,0.5,2.048875,0.02048875,3,"7;14;23;30;39;44;45;64;76;79","7;76;79",1,0.3,0.461538461538462,0,3,0,7,90,3,0.764444444444444,0.575491972566441
