stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.376358985900879,8,13,1.9728762586198785
1,0.8,31,750,2.042104721069336,6,49,0.8551757785803034
