stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,2.5235214233398438,7,13,1.8690760119954728
1,0.8,30,725,2.263415813446045,7,49,0.8490770413224282
