method,epoch,group_id,selection_type,block,layer,feature,side,pip,gate_mean,margin_mean,margin_sd,slab_norm_mean,slab_norm_median
VI,1750,1,feature,input,-1,1,input,0.16899999976158142,0.0076164002530276775,-0.6948986053466797,0.7023391127586365,2.094481945037842,2.0656564235687256
VI,1750,2,feature,input,-1,2,input,0.1679999977350235,0.005876647308468819,-0.734723687171936,0.7271338701248169,2.050743818283081,2.037810802459717
VI,1750,3,feature,input,-1,3,input,1.0,0.6540212631225586,1.4169223308563232,0.2777777314186096,2.1767613887786865,2.1481616497039795
VI,1750,4,feature,input,-1,4,input,0.14900000393390656,0.005616529379040003,-0.7325282096862793,0.6967719793319702,2.074530839920044,2.0573694705963135
VI,1750,5,feature,input,-1,5,input,0.16300000250339508,0.005913701839745045,-0.7399057149887085,0.7400263547897339,2.0441603660583496,2.0180044174194336
VI,2000,0,feature,input,-1,0,input,1.0,0.569466233253479,1.1775333881378174,0.23308034241199493,2.0059573650360107,1.9851338863372803
VI,2000,1,feature,input,-1,1,input,0.2029999941587448,0.00743877375498414,-0.5780315399169922,0.6383967399597168,2.042773723602295,2.0406038761138916
VI,2000,2,feature,input,-1,2,input,0.18400000035762787,0.005209104623645544,-0.6000791192054749,0.6422761082649231,2.083148717880249,2.0434064865112305
VI,2000,3,feature,input,-1,3,input,1.0,0.6170341968536377,1.310344934463501,0.2792534828186035,2.1436212062835693,2.124368190765381
VI,2000,4,feature,input,-1,4,input,0.15299999713897705,0.005354078020900488,-0.6903136372566223,0.6783417463302612,2.0987296104431152,2.081454277038574
VI,2000,5,feature,input,-1,5,input,0.18400000035762787,0.005497466307133436,-0.6202986836433411,0.6693522930145264,2.062739849090576,2.023165464401245
