support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,softgate_mean,softgate_sd,softgate_q05,softgate_q25,softgate_q50,softgate_q75,softgate_q95,softgate_mean_j_q05,softgate_mean_j_q25,softgate_mean_j_q50,softgate_mean_j_q75,softgate_mean_j_q95,softgate_mean_j_sum,softgate_sd_j_median,softgate_sd_j_q90,gate_entropy_mean,gate_entropy_median,gate_entropy_q90,beta_abs_mean,beta_abs_median,beta_abs_q75,beta_abs_q90,beta_abs_q95,beta_mean_abs_j_median,beta_mean_abs_j_q90,beta_mean_abs_j_q95,beta_soft_sd_j_mean,beta_soft_sd_j_median,beta_soft_sd_j_q75,beta_soft_sd_j_q90,beta_soft_sd_j_q95,beta_l2_draw_mean,beta_l2_draw_sd,pip_hard_mean,pip_hard_q50,pip_hard_q75,pip_hard_q90,pip_hard_q95,expected_support_softgate,expected_support_hard,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,lasso_recovery_score,alert,best_so_far
"[3, 10, 12, 31, 36, 37, 39, 52, 59, 65, 66, 75, 77, 83, 87]",15,1533.13110352,1533.13110352,7.92406154,32.39037323,5.6912541,4.37678576,-0.00355472,-13.11506557,13.11506557,0,0.0,0.0,0.0,0.0,49.77015686,0.69052142,0.04098411,0.03266095,0.0,0.49770156,0.03611269,0.43776903,0.47367004,0.49778771,0.52164096,0.55697918,0.49481907,0.49668863,0.49779639,0.49878347,0.50005627,49.77015686,0.03620788,0.03784712,0.69052142,0.69199467,0.69310629,0.03266095,0.02749177,0.04717991,0.06785896,0.0805122,0.00199367,0.00501299,0.00574842,0.04098411,0.04063991,0.04252027,0.04344627,0.04420538,0.40900505,0.03589942,0.47589844,0.47851562,0.4921875,0.5078125,0.51191401,49.77015686,47.58984375,0,0,True,1,1,0.8,1e-05,2762.97021484,7.92406154,13.6094359,False,True
"[0, 2, 3, 4, 7, 10, 12, 13, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 35, 36, 37, 39, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 53, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 75, 76, 77, 79, 80, 81, 82, 84, 85, 86, 87, 90, 92, 93, 96, 97, 98, 99]",74,1412.47045898,1452.14068655,7.92429718,30.2451992,5.49956355,4.272048,0.06290946,-11.19802475,11.19802475,59,0.82894737,0.06622875,0.0787021,0.00023564,50.85420609,0.69013673,0.04427942,0.04259875,0.01272003,0.508542,0.0377873,0.44649556,0.4829545,0.50818491,0.53420973,0.57125998,0.48978695,0.49992695,0.51165819,0.51764739,0.52337736,50.85420227,0.03615323,0.03814124,0.69013673,0.69178426,0.69310027,0.04259875,0.03642616,0.06145442,0.08662107,0.10290125,0.02918975,0.03260005,0.03328521,0.04427942,0.04420365,0.045718,0.04671388,0.04782308,0.52767402,0.04302984,0.58707029,0.61132812,0.68359375,0.7074219,0.72773427,50.85420227,58.70703125,1,0,True,25,25,0.8,1e-05,2789.60913086,7.93365677,13.15009752,False,True
"[0, 1, 2, 3, 4, 7, 9, 10, 12, 13, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 92, 93, 95, 96, 97, 98, 99]",88,1257.0189209,1312.75248362,7.97906401,27.45243835,5.23950745,4.13107538,0.14943789,-9.3123455,9.3123455,14,0.15909091,0.09233733,0.11005649,0.05476683,54.47188187,0.68427867,0.05080056,0.06874505,0.03620182,0.5447188,0.04902493,0.46068782,0.51194066,0.54713547,0.57912081,0.62113237,0.49237874,0.52630055,0.55996072,0.56771553,0.57247281,54.47187805,0.04047203,0.04232922,0.68427867,0.68798113,0.69294697,0.06874505,0.06342255,0.09785679,0.12986375,0.14992248,0.06570565,0.07306499,0.07482081,0.05080057,0.05136031,0.05377321,0.0550664,0.05574954,0.81666422,0.06187157,0.8135547,0.921875,0.94921875,0.96484375,0.96894526,54.47187805,81.35546875,2,0,True,50,50,0.8,1e-05,2996.99853516,8.00536658,12.41422878,False,True
"[0, 1, 2, 3, 4, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 92, 93, 95, 96, 97, 98, 99]",90,1074.30664062,1145.29968292,8.04579919,24.39515877,4.93914555,3.94390917,0.24416195,-8.09518909,8.09518909,2,0.02222222,0.11136641,0.14535364,0.06673518,58.97144699,0.66732758,0.05962751,0.113292,0.04513752,0.58971441,0.06821404,0.46549439,0.54289186,0.5994513,0.6410625,0.68726331,0.49285752,0.54557109,0.62261271,0.63233167,0.6369527,58.97144318,0.04298615,0.04582596,0.66732758,0.67303675,0.69235629,0.113292,0.11003365,0.15435946,0.1965028,0.22254707,0.11825044,0.13688251,0.13881378,0.05962752,0.06109061,0.0646639,0.06710138,0.06814848,1.2890166,0.08810451,0.87921876,0.99609375,1.0,1.0,1.0,58.97144318,87.921875,3,0,True,75,75,0.8,1e-05,3182.32373047,8.06536694,11.4145104,False,True
"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76, 77, 79, 80, 81, 82, 84, 85, 86, 87, 88, 89, 90, 92, 93, 95, 96, 97, 98, 99]",89,856.23120117,936.93972223,8.03239475,21.9744339,4.68768961,3.78264141,0.31916355,-6.61627102,6.61627102,-1,0.03296703,0.09922972,0.2029918,-0.01340444,64.41377258,0.63119859,0.07317612,0.18459928,0.05508219,0.64413762,0.09559749,0.46676326,0.57137525,0.67287111,0.71857554,0.76342517,0.49332848,0.56648302,0.7003504,0.71216053,0.71669102,64.41377258,0.04201516,0.04785791,0.63119864,0.63212311,0.69183975,0.18459928,0.18187581,0.25161093,0.31190252,0.34973624,0.2018439,0.25301489,0.25592926,0.07317612,0.07533933,0.08262128,0.08629466,0.08856337,2.08001137,0.12905836,0.89085937,1.0,1.0,1.0,1.0,64.41377258,89.0859375,4,0,True,100,100,0.8,1e-05,2958.85595703,7.99255797,9.91365885,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",100,639.23193359,710.54993405,7.60290871,19.92798615,4.4640773,3.55562186,0.38256888,-5.39898729,5.39898729,11,0.11,0.09312858,0.25343537,-0.42948604,72.52107239,0.54923803,0.09394658,0.29947597,0.08107296,0.72521067,0.12614202,0.48540986,0.62150657,0.77927649,0.82252848,0.86055666,0.51381826,0.61447597,0.79855442,0.81709993,0.82556528,72.52105713,0.03707562,0.05641769,0.54923803,0.52781355,0.69022852,0.29947597,0.29754964,0.4340283,0.54489201,0.6061548,0.31134444,0.50021815,0.52064544,0.09394657,0.09385046,0.10734525,0.12010827,0.12313094,3.50172091,0.2005922,0.93101561,1.0,1.0,1.0,1.0,72.52105713,93.1015625,5,0,True,125,125,0.8,1e-05,1530.66638184,7.33345846,7.78474842,False,True
"[0, 1, 2, 3, 4, 7, 9, 10, 12, 13, 14, 16, 17, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 75, 76, 77, 79, 80, 81, 82, 84, 85, 86, 87, 89, 90, 91, 92, 93, 96, 97, 98, 99]",81,535.14086914,569.58311246,6.93879957,17.65488243,4.20177134,3.15049958,0.45299671,-4.86556911,4.86556911,-19,0.19,0.1140659,0.16283771,-0.66410914,69.807724,0.5610193,0.0959125,0.31631657,0.03071271,0.69807732,0.14855777,0.42017463,0.56975091,0.76077783,0.81321824,0.86169225,0.45087686,0.55429101,0.7802484,0.80456805,0.83724773,69.80773163,0.04093634,0.05883084,0.56101936,0.55018163,0.69066888,0.31631657,0.25671378,0.47907653,0.66416025,0.76989079,0.24040143,0.65492183,0.71972585,0.09591252,0.09182087,0.11338577,0.12824783,0.14338046,3.95336103,0.26202834,0.83574218,1.0,1.0,1.0,1.0,69.80773163,83.57421875,6,0,True,150,150,0.8,1e-05,824.96594238,6.7153421,6.04225764,False,True
"[0, 3, 4, 7, 9, 10, 12, 13, 14, 17, 19, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 71, 72, 73, 75, 76, 77, 79, 80, 81, 82, 84, 85, 86, 87, 90, 92, 93, 96, 97, 98, 99]",72,471.56228638,493.29979845,6.28540064,11.68202591,3.41789788,2.7645421,0.63805443,-3.43190432,3.43190432,-9,0.11111111,0.33831188,0.11880719,-0.65339893,63.47819138,0.59324968,0.09299732,0.30000165,0.06417538,0.6347819,0.16986273,0.33194399,0.48017871,0.69632924,0.76790583,0.84391409,0.37011698,0.46913391,0.71689659,0.7572158,0.82876372,63.47818756,0.05008145,0.06023236,0.59324968,0.60726762,0.68835926,0.30000165,0.208023,0.43225813,0.65183586,0.8780576,0.18652125,0.56801671,0.82335073,0.09299732,0.08766375,0.10324934,0.11970063,0.16654807,4.08367062,0.26989388,0.72816408,1.0,1.0,1.0,1.0,63.47818756,72.81640625,7,0,True,175,175,0.8,1e-05,420.58370972,6.04164353,4.21581081,False,True
"[0, 3, 7, 9, 10, 12, 13, 14, 17, 19, 21, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 39, 41, 42, 43, 45, 46, 47, 50, 51, 52, 53, 56, 57, 59, 60, 61, 62, 63, 65, 66, 67, 68, 71, 72, 75, 76, 79, 80, 81, 82, 84, 85, 86, 87, 90, 92, 93, 96, 97, 98, 99]",64,431.69241333,445.516784,5.85426549,6.89232445,2.62532368,2.14981627,0.78645431,-2.60317731,2.60317731,-8,0.11111111,0.41000606,0.08454848,-0.43113515,56.55262756,0.61679041,0.08943937,0.27612859,0.06972432,0.56552625,0.1785845,0.26635534,0.40531904,0.61002272,0.7016421,0.82962698,0.30574796,0.40584773,0.63304704,0.68837619,0.82507527,56.55263138,0.05849893,0.06519885,0.61679035,0.63752222,0.68814236,0.27612862,0.18070452,0.36124688,0.58448035,0.98291492,0.16688251,0.48497775,0.93238187,0.08943936,0.08600195,0.09480906,0.10633284,0.16472332,4.10571384,0.27261922,0.64363283,0.9765625,1.0,1.0,1.0,56.55263138,64.36328125,8,0,True,200,200,0.8,1e-05,314.34454346,5.75048966,3.15059242,False,True
"[0, 3, 7, 12, 13, 14, 21, 22, 24, 26, 27, 28, 29, 31, 32, 33, 36, 37, 39, 41, 42, 43, 45, 46, 47, 50, 51, 53, 56, 57, 59, 60, 61, 62, 63, 65, 66, 67, 68, 71, 75, 76, 79, 80, 81, 82, 85, 86, 87, 90, 92, 93, 96, 97, 98]",55,396.64358521,408.34454,5.86954435,4.74707747,2.17877889,1.73526275,0.85292074,-2.26998901,2.26998901,-9,0.140625,0.3112516,0.08118935,0.01527886,49.78731537,0.62177008,0.0881676,0.25807229,0.06769221,0.49787316,0.18343782,0.21147965,0.34244347,0.51132393,0.62937671,0.81718051,0.25048053,0.34386861,0.54383415,0.60629773,0.82382327,49.78731537,0.07206942,0.07679166,0.62177014,0.65238255,0.69144386,0.25807229,0.15865301,0.31287423,0.5520581,1.02749205,0.15721563,0.46214449,1.01028216,0.0881676,0.08177426,0.09511186,0.10661379,0.17265858,4.04490328,0.29689887,0.51957029,0.71289062,0.92578125,0.99296874,1.0,49.78731537,51.95703125,9,0,True,225,225,0.8,1e-05,475.1817627,6.16369739,2.62617545,False,True
