method,seed,runtime_sec,selected_ckpt_id,mcmc_available,coupling_type,conditioner_type,beta_mode,K_q,K_g,reported_layers,joint_skl_median,active_marg_skl_median,zero_js_median,pip_js_median,pip_absdiff_mean,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,train_mse,train_rmse,train_mae,train_r2,train_heldout_loglik,train_nll,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,test_mse,test_rmse,test_mae,test_r2,test_heldout_loglik,test_nll,setting,n,p,n_active,sigma2,sigma,beta_low,beta_high,method_name,experiment_group,experiment_name,environment_name
semantic_mlp,400,401.2115914821625,39,True,semantic,mlp,sigmoid,64,4,68,0.401712541956314,0.17608421449989653,0.00017331804278615496,0.0008239769509455965,0.0076124999999999995,1.0,0.9,0.9473684210526316,0.0,9.0,0.0,1.0,90.0,9.0,1.12775719165802,1.0619591289960362,0.8685278296470642,0.9480542932162253,-1.4871234893798828,1.4871234893798828,1.5591446161270142,1.2486571251256344,1.0188729763031006,0.9257784508845671,-1.6578534841537476,1.6578534841537476,1.0847764015197754,1.0415259965645483,0.9114651679992676,0.9355917389945371,-1.5038446187973022,1.5038446187973022,simple,160,100,10,1.0,1.0,0.3,2.0,semantic_mlp,main,semantic_mlp,baseline
