support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,pip_churn,pip_mean,pip_q50,pip_q90,expected_support,gate_mean,expected_gate_mass,beta_abs_mean,beta_abs_q90,beta_mean_abs_j_median,beta_mean_abs_j_q90,beta_soft_sd_j_mean,beta_soft_sd_j_median,beta_l2_draw_mean,beta_l2_draw_sd,pip_mean_vec,gate_mean_vec,softgate_mean_vec,expected_support_soft,softgate_mean,softgate_sd,softgate_mean_j_sum,pip_hard_mean,expected_support_hard,softgate_churn,checkpoint_score,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,alert,best_so_far
"[0, 6, 8, 9, 10, 11, 15, 17, 18, 20, 21, 22, 24, 26, 28, 29, 30, 31, 32, 34, 35, 36, 38, 41, 42, 43, 44, 45, 47, 48, 49, 52, 53, 55, 56, 57, 59, 60, 62, 63, 66, 67, 72, 75, 76, 77, 79, 80, 81, 82, 85, 90, 94, 95, 97, 98]",56,1547.23999023,1547.23999023,7.94141933,21.15921783,4.59991498,3.56138325,-0.0072638,-10.31610966,10.31610966,0,0.0,0.0,0.0,0.0,0.0,0.51890624,0.515625,0.59375,51.890625,0.50135863,50.13586426,0.03317189,0.0685306,0.00333478,0.00811791,0.04164105,0.04175051,0.41610825,0.03744308,"[0.59375, 0.5, 0.46875, 0.46875, 0.484375, 0.46875, 0.53125, 0.5, 0.625, 0.546875, 0.625, 0.5625, 0.5, 0.484375, 0.5, 0.515625, 0.484375, 0.609375, 0.5625, 0.5, 0.546875, 0.5625, 0.53125, 0.46875, 0.546875, 0.46875, 0.671875, 0.5, 0.53125, 0.546875, 0.53125, 0.59375, 0.515625, 0.5, 0.515625, 0.515625, 0.53125, 0.4375, 0.578125, 0.4375, 0.46875, 0.5625, 0.546875, 0.515625, 0.515625, 0.53125, 0.46875, 0.578125, 0.546875, 0.515625, 0.484375, 0.484375, 0.515625, 0.625, 0.484375, 0.546875, 0.625, 0.5625, 0.5, 0.515625, 0.578125, 0.484375, 0.5625, 0.53125, 0.4375, 0.5, 0.578125, 0.53125, 0.5, 0.484375, 0.5, 0.375, 0.515625, 0.421875, 0.5, 0.53125, 0.53125, 0.53125, 0.46875, 0.53125, 0.546875, 0.59375, 0.578125, 0.46875, 0.484375, 0.5625, 0.484375, 0.46875, 0.46875, 0.390625, 0.515625, 0.484375, 0.484375, 0.484375, 0.515625, 0.53125, 0.4375, 0.59375, 0.59375, 0.453125]","[0.5060303807258606, 0.49975836277008057, 0.5012782216072083, 0.49819883704185486, 0.49944451451301575, 0.4982154369354248, 0.5036454796791077, 0.4956304430961609, 0.5072054862976074, 0.5039576292037964, 0.5057238936424255, 0.501067578792572, 0.5057196021080017, 0.5020659565925598, 0.4990840256214142, 0.5031241178512573, 0.49147045612335205, 0.5042222142219543, 0.5014680624008179, 0.502281904220581, 0.5035021901130676, 0.5025497674942017, 0.5036059617996216, 0.49610012769699097, 0.5015389919281006, 0.4991636574268341, 0.5126500129699707, 0.5014370679855347, 0.5005140900611877, 0.5016807317733765, 0.503441333770752, 0.5019488334655762, 0.5009406805038452, 0.5011639595031738, 0.5021470189094543, 0.5011619329452515, 0.502394437789917, 0.4991886019706726, 0.5046775937080383, 0.4979645609855652, 0.5016658306121826, 0.5044403672218323, 0.5044582486152649, 0.5000295639038086, 0.5050196647644043, 0.5026798248291016, 0.49909156560897827, 0.5010848045349121, 0.5049221515655518, 0.5032126307487488, 0.49915656447410583, 0.5018619298934937, 0.5033431053161621, 0.5052295923233032, 0.5025096535682678, 0.5021886825561523, 0.5072472095489502, 0.5035927891731262, 0.4969898760318756, 0.4975534975528717, 0.505588173866272, 0.49799877405166626, 0.5040298104286194, 0.4997957944869995, 0.49750202894210815, 0.49800625443458557, 0.5039846301078796, 0.5025319457054138, 0.5010824203491211, 0.49887946248054504, 0.49961352348327637, 0.4961465001106262, 0.5022075176239014, 0.4996115565299988, 0.5031190514564514, 0.5043298006057739, 0.5038864016532898, 0.5020902156829834, 0.5015504956245422, 0.502419650554657, 0.5011311173439026, 0.5073153972625732, 0.506710410118103, 0.4983867406845093, 0.4994697570800781, 0.4990776777267456, 0.5012776851654053, 0.49396729469299316, 0.4996718764305115, 0.4948989748954773, 0.4971392750740051, 0.49774065613746643, 0.4967641532421112, 0.49787357449531555, 0.5036419034004211, 0.49938273429870605, 0.49592143297195435, 0.5021361112594604, 0.5073893070220947, 0.4979512095451355]","[0.59375, 0.5, 0.46875, 0.46875, 0.484375, 0.46875, 0.53125, 0.5, 0.625, 0.546875, 0.625, 0.5625, 0.5, 0.484375, 0.5, 0.515625, 0.484375, 0.609375, 0.5625, 0.5, 0.546875, 0.5625, 0.53125, 0.46875, 0.546875, 0.46875, 0.671875, 0.5, 0.53125, 0.546875, 0.53125, 0.59375, 0.515625, 0.5, 0.515625, 0.515625, 0.53125, 0.4375, 0.578125, 0.4375, 0.46875, 0.5625, 0.546875, 0.515625, 0.515625, 0.53125, 0.46875, 0.578125, 0.546875, 0.515625, 0.484375, 0.484375, 0.515625, 0.625, 0.484375, 0.546875, 0.625, 0.5625, 0.5, 0.515625, 0.578125, 0.484375, 0.5625, 0.53125, 0.4375, 0.5, 0.578125, 0.53125, 0.5, 0.484375, 0.5, 0.375, 0.515625, 0.421875, 0.5, 0.53125, 0.53125, 0.53125, 0.46875, 0.53125, 0.546875, 0.59375, 0.578125, 0.46875, 0.484375, 0.5625, 0.484375, 0.46875, 0.46875, 0.390625, 0.515625, 0.484375, 0.484375, 0.484375, 0.515625, 0.53125, 0.4375, 0.59375, 0.59375, 0.453125]",51.890625,0.51890624,0.0520973,51.890625,0.51890624,51.890625,0.0,12.50237907,0,0,True,1,1,0.8,1e-05,2811.34790039,7.94141933,False,True
"[0, 1, 3, 4, 5, 6, 7, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 40, 41, 42, 43, 45, 46, 47, 49, 50, 51, 52, 53, 54, 56, 57, 58, 59, 60, 61, 64, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 82, 83, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 97, 98, 99]",82,1412.97546387,1457.34293845,7.927007,20.05916595,4.47874602,3.4909842,0.04510309,-9.56131363,9.56131363,26,0.51612903,0.05198925,0.08677679,-0.01441232,0.13453125,0.62468749,0.65625,0.765625,62.46875,0.51203883,51.20388031,0.04260578,0.08658084,0.02800304,0.0364443,0.04401721,0.04417277,0.52424669,0.04592373,"[0.765625, 0.703125, 0.421875, 0.6875, 0.546875, 0.6875, 0.546875, 0.609375, 0.453125, 0.453125, 0.546875, 0.6875, 0.734375, 0.5, 0.40625, 0.59375, 0.515625, 0.71875, 0.6875, 0.734375, 0.78125, 0.75, 0.6875, 0.59375, 0.5, 0.71875, 0.65625, 0.515625, 0.65625, 0.65625, 0.5625, 0.78125, 0.671875, 0.546875, 0.625, 0.765625, 0.5, 0.78125, 0.78125, 0.4375, 0.578125, 0.78125, 0.71875, 0.546875, 0.46875, 0.671875, 0.703125, 0.703125, 0.484375, 0.78125, 0.734375, 0.75, 0.734375, 0.625, 0.515625, 0.421875, 0.515625, 0.625, 0.734375, 0.515625, 0.578125, 0.65625, 0.421875, 0.359375, 0.625, 0.71875, 0.75, 0.640625, 0.59375, 0.765625, 0.421875, 0.53125, 0.734375, 0.671875, 0.6875, 0.65625, 0.59375, 0.515625, 0.65625, 0.484375, 0.734375, 0.734375, 0.546875, 0.671875, 0.484375, 0.625, 0.6875, 0.734375, 0.765625, 0.625, 0.546875, 0.671875, 0.671875, 0.78125, 0.625, 0.5, 0.453125, 0.625, 0.671875, 0.671875]","[0.5196359753608704, 0.5197576284408569, 0.4928683638572693, 0.5190229415893555, 0.4994538128376007, 0.5195479393005371, 0.5027422308921814, 0.5122804641723633, 0.4961135983467102, 0.4965539574623108, 0.5049577355384827, 0.5211645364761353, 0.522133469581604, 0.4980369806289673, 0.4914392828941345, 0.5110161304473877, 0.5025927424430847, 0.5146194100379944, 0.5158786177635193, 0.5165015459060669, 0.5211055278778076, 0.5236101746559143, 0.5174119472503662, 0.5102735757827759, 0.4965369701385498, 0.5211590528488159, 0.5161189436912537, 0.5024065375328064, 0.5173594951629639, 0.5186592936515808, 0.5067514777183533, 0.5264965295791626, 0.518042266368866, 0.5035402178764343, 0.5122091770172119, 0.525606632232666, 0.5019382834434509, 0.5221149921417236, 0.5227395296096802, 0.4918564558029175, 0.5134583711624146, 0.5249601006507874, 0.5209183096885681, 0.5029647350311279, 0.49390265345573425, 0.5172308087348938, 0.5188347101211548, 0.5199648141860962, 0.5028885006904602, 0.5249875783920288, 0.5197866559028625, 0.5270659327507019, 0.5252577662467957, 0.5115329623222351, 0.4985601007938385, 0.49729618430137634, 0.4983197748661041, 0.5008673667907715, 0.5198411345481873, 0.500251054763794, 0.5070935487747192, 0.5090797543525696, 0.4950364828109741, 0.48809143900871277, 0.5070498585700989, 0.5149176120758057, 0.5245397686958313, 0.5139279365539551, 0.5154392123222351, 0.5218476057052612, 0.4942324459552765, 0.5064325928688049, 0.5231752395629883, 0.5169115662574768, 0.5199800729751587, 0.5204517841339111, 0.5133663415908813, 0.5021845698356628, 0.5196051597595215, 0.49787795543670654, 0.5217873454093933, 0.5314086675643921, 0.5030163526535034, 0.5208700895309448, 0.4981110692024231, 0.5163275003433228, 0.5205103754997253, 0.5153511762619019, 0.5237001180648804, 0.5179775357246399, 0.5010781288146973, 0.5184878706932068, 0.5172406435012817, 0.5243374109268188, 0.5159151554107666, 0.49772191047668457, 0.49745965003967285, 0.5144784450531006, 0.5220586061477661, 0.5236591696739197]","[0.765625, 0.703125, 0.421875, 0.6875, 0.546875, 0.6875, 0.546875, 0.609375, 0.453125, 0.453125, 0.546875, 0.6875, 0.734375, 0.5, 0.40625, 0.59375, 0.515625, 0.71875, 0.6875, 0.734375, 0.78125, 0.75, 0.6875, 0.59375, 0.5, 0.71875, 0.65625, 0.515625, 0.65625, 0.65625, 0.5625, 0.78125, 0.671875, 0.546875, 0.625, 0.765625, 0.5, 0.78125, 0.78125, 0.4375, 0.578125, 0.78125, 0.71875, 0.546875, 0.46875, 0.671875, 0.703125, 0.703125, 0.484375, 0.78125, 0.734375, 0.75, 0.734375, 0.625, 0.515625, 0.421875, 0.515625, 0.625, 0.734375, 0.515625, 0.578125, 0.65625, 0.421875, 0.359375, 0.625, 0.71875, 0.75, 0.640625, 0.59375, 0.765625, 0.421875, 0.53125, 0.734375, 0.671875, 0.6875, 0.65625, 0.59375, 0.515625, 0.65625, 0.484375, 0.734375, 0.734375, 0.546875, 0.671875, 0.484375, 0.625, 0.6875, 0.734375, 0.765625, 0.625, 0.546875, 0.671875, 0.671875, 0.78125, 0.625, 0.5, 0.453125, 0.625, 0.671875, 0.671875]",62.46875,0.62468749,0.11001526,62.46875,0.62468749,62.46875,0.13453125,11.78834832,1,0,True,25,25,0.8,1e-05,2780.02099609,7.93021376,False,True
"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 56, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 91, 92, 93, 94, 97, 98, 99]",87,1249.97802734,1309.48911969,7.97739793,17.67588997,4.20427044,3.33771753,0.15855661,-8.13752079,8.13752079,5,0.1011236,0.11881232,0.11535758,0.05039092,0.2134375,0.8228125,0.9296875,0.984375,82.28125,0.543984,54.39839935,0.06710508,0.12713861,0.06338747,0.07247995,0.05017622,0.04971282,0.80022967,0.06182185,"[0.90625, 0.9375, 0.484375, 0.953125, 0.515625, 0.96875, 0.84375, 0.9375, 0.5625, 0.609375, 0.65625, 0.96875, 0.96875, 0.578125, 0.34375, 0.703125, 0.59375, 0.9375, 0.96875, 0.96875, 0.890625, 0.875, 0.953125, 0.9375, 0.3125, 0.984375, 0.9375, 0.515625, 1.0, 0.96875, 0.890625, 0.96875, 0.953125, 0.578125, 0.9375, 0.90625, 0.765625, 0.96875, 0.921875, 0.484375, 0.921875, 1.0, 0.921875, 0.78125, 0.40625, 0.96875, 0.953125, 0.875, 0.859375, 0.96875, 0.9375, 1.0, 0.984375, 0.9375, 0.65625, 0.421875, 0.78125, 0.484375, 0.984375, 0.703125, 0.875, 0.765625, 0.375, 0.578125, 0.8125, 0.953125, 1.0, 0.953125, 0.890625, 0.921875, 0.46875, 0.859375, 0.984375, 0.9375, 0.9375, 0.984375, 0.9375, 0.625, 1.0, 0.375, 0.984375, 0.953125, 0.78125, 0.984375, 0.796875, 0.953125, 0.9375, 0.9375, 0.953125, 1.0, 0.5, 0.921875, 0.9375, 0.984375, 0.96875, 0.421875, 0.46875, 0.921875, 1.0, 0.9375]","[0.5642051696777344, 0.5520416498184204, 0.5042715072631836, 0.5644220113754272, 0.4991321861743927, 0.5711559653282166, 0.535682201385498, 0.5518642067909241, 0.5078892707824707, 0.5102909803390503, 0.5134212970733643, 0.5663492679595947, 0.5745904445648193, 0.513696551322937, 0.4852796792984009, 0.5198851227760315, 0.5120143294334412, 0.5644152760505676, 0.5692994594573975, 0.5624861717224121, 0.5576451420783997, 0.559441328048706, 0.5649600625038147, 0.5455970168113708, 0.48550236225128174, 0.5668123364448547, 0.5666817426681519, 0.4968518912792206, 0.5695198178291321, 0.5600454211235046, 0.5368236303329468, 0.5689033269882202, 0.5596742033958435, 0.5079203844070435, 0.5585743188858032, 0.5603638887405396, 0.5183828473091125, 0.5663259029388428, 0.5643633604049683, 0.49672481417655945, 0.560906171798706, 0.5633903741836548, 0.5562166571617126, 0.5265135765075684, 0.49335548281669617, 0.5666613578796387, 0.5627453327178955, 0.5591781139373779, 0.546542763710022, 0.5608630180358887, 0.5592350959777832, 0.567522406578064, 0.567824125289917, 0.5598148107528687, 0.5170716047286987, 0.49579232931137085, 0.5273106098175049, 0.4983195662498474, 0.5609880089759827, 0.5239362716674805, 0.5471119284629822, 0.527823805809021, 0.4869283139705658, 0.506985604763031, 0.5385291576385498, 0.5674009919166565, 0.5684382915496826, 0.5645479559898376, 0.5516242980957031, 0.5629329681396484, 0.4930254817008972, 0.5409519672393799, 0.564643383026123, 0.5540022253990173, 0.5651299953460693, 0.5680286884307861, 0.5581397414207458, 0.5134783983230591, 0.5703591108322144, 0.49583345651626587, 0.5624014139175415, 0.5614467859268188, 0.5437475442886353, 0.5622081756591797, 0.5262686610221863, 0.5571802258491516, 0.5600106120109558, 0.5633904933929443, 0.5684162378311157, 0.5671805739402771, 0.5037029981613159, 0.5559699535369873, 0.5637551546096802, 0.5669572949409485, 0.567263126373291, 0.494708776473999, 0.5026304721832275, 0.5656821727752686, 0.5713709592819214, 0.5604947805404663]","[0.90625, 0.9375, 0.484375, 0.953125, 0.515625, 0.96875, 0.84375, 0.9375, 0.5625, 0.609375, 0.65625, 0.96875, 0.96875, 0.578125, 0.34375, 0.703125, 0.59375, 0.9375, 0.96875, 0.96875, 0.890625, 0.875, 0.953125, 0.9375, 0.3125, 0.984375, 0.9375, 0.515625, 1.0, 0.96875, 0.890625, 0.96875, 0.953125, 0.578125, 0.9375, 0.90625, 0.765625, 0.96875, 0.921875, 0.484375, 0.921875, 1.0, 0.921875, 0.78125, 0.40625, 0.96875, 0.953125, 0.875, 0.859375, 0.96875, 0.9375, 1.0, 0.984375, 0.9375, 0.65625, 0.421875, 0.78125, 0.484375, 0.984375, 0.703125, 0.875, 0.765625, 0.375, 0.578125, 0.8125, 0.953125, 1.0, 0.953125, 0.890625, 0.921875, 0.46875, 0.859375, 0.984375, 0.9375, 0.9375, 0.984375, 0.9375, 0.625, 1.0, 0.375, 0.984375, 0.953125, 0.78125, 0.984375, 0.796875, 0.953125, 0.9375, 0.9375, 0.953125, 1.0, 0.5, 0.921875, 0.9375, 0.984375, 0.96875, 0.421875, 0.46875, 0.921875, 1.0, 0.9375]",82.28125,0.8228125,0.19759518,82.28125,0.8228125,82.28125,0.2134375,10.89413925,2,0,True,50,50,0.8,1e-05,2983.23168945,8.00076245,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",98,1065.7791748,1133.13140082,8.03210668,15.53413773,3.94133705,3.17252278,0.26051262,-6.9863019,6.9863019,11,0.1122449,0.121168,0.14736167,0.05470875,0.0859375,0.90843749,1.0,1.0,90.84375,0.5986864,59.8686409,0.1131836,0.19818546,0.11770368,0.13511434,0.0610959,0.06166228,1.28810894,0.10355556,"[1.0, 1.0, 0.625, 1.0, 0.671875, 1.0, 1.0, 1.0, 0.59375, 0.875, 0.875, 1.0, 1.0, 0.78125, 0.5, 0.859375, 0.765625, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984375, 0.46875, 1.0, 1.0, 0.625, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6875, 1.0, 1.0, 0.890625, 1.0, 1.0, 0.578125, 1.0, 1.0, 1.0, 0.96875, 0.578125, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984375, 1.0, 1.0, 0.65625, 0.59375, 0.953125, 0.578125, 1.0, 0.953125, 1.0, 0.859375, 0.53125, 0.765625, 0.96875, 1.0, 1.0, 1.0, 1.0, 0.984375, 0.546875, 0.984375, 1.0, 1.0, 1.0, 1.0, 1.0, 0.828125, 1.0, 0.625, 1.0, 1.0, 1.0, 0.984375, 0.859375, 1.0, 1.0, 1.0, 1.0, 1.0, 0.671875, 1.0, 1.0, 1.0, 1.0, 0.515625, 0.6875, 0.984375, 1.0, 1.0]","[0.6355380415916443, 0.6179218292236328, 0.5229012966156006, 0.6280257701873779, 0.5226790308952332, 0.6423131227493286, 0.5978314876556396, 0.6299853920936584, 0.5156174898147583, 0.5450004935264587, 0.5501948595046997, 0.6390364170074463, 0.6422133445739746, 0.5351989269256592, 0.49720028042793274, 0.553579568862915, 0.5331639051437378, 0.6384474039077759, 0.6407680511474609, 0.6351311206817627, 0.6336316466331482, 0.6313650012016296, 0.6424239277839661, 0.5982102751731873, 0.5004368424415588, 0.6330350041389465, 0.6338463425636292, 0.5090014934539795, 0.6327196359634399, 0.6339139342308044, 0.5950036644935608, 0.6351727843284607, 0.6427920460700989, 0.5216529369354248, 0.6297070384025574, 0.6411414742469788, 0.540023684501648, 0.638687252998352, 0.6400907635688782, 0.5112847089767456, 0.6278424263000488, 0.634549617767334, 0.6347247362136841, 0.5684370994567871, 0.512008547782898, 0.6324291229248047, 0.631490170955658, 0.6347246170043945, 0.5955357551574707, 0.636555016040802, 0.6378932595252991, 0.6348600387573242, 0.6433129906654358, 0.6240238547325134, 0.5209952592849731, 0.5135881900787354, 0.5604885220527649, 0.5045381784439087, 0.633151113986969, 0.5721266269683838, 0.6219015121459961, 0.549264669418335, 0.49667996168136597, 0.5240623950958252, 0.5893704891204834, 0.636100709438324, 0.6388792991638184, 0.6288788318634033, 0.6220178604125977, 0.6166641712188721, 0.504855751991272, 0.6182491183280945, 0.6355969309806824, 0.623440682888031, 0.6342986226081848, 0.6393425464630127, 0.6385890245437622, 0.542180061340332, 0.641309380531311, 0.5125710964202881, 0.6298693418502808, 0.642665684223175, 0.6204410791397095, 0.631703794002533, 0.5619589686393738, 0.6264846920967102, 0.6326727867126465, 0.6325510144233704, 0.6395033001899719, 0.6301988363265991, 0.5101383924484253, 0.6291555166244507, 0.6314041614532471, 0.6411299705505371, 0.6410183310508728, 0.5027575492858887, 0.5182591676712036, 0.6301770806312561, 0.6421248316764832, 0.6400082111358643]","[1.0, 1.0, 0.625, 1.0, 0.671875, 1.0, 1.0, 1.0, 0.59375, 0.875, 0.875, 1.0, 1.0, 0.78125, 0.5, 0.859375, 0.765625, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984375, 0.46875, 1.0, 1.0, 0.625, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6875, 1.0, 1.0, 0.890625, 1.0, 1.0, 0.578125, 1.0, 1.0, 1.0, 0.96875, 0.578125, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984375, 1.0, 1.0, 0.65625, 0.59375, 0.953125, 0.578125, 1.0, 0.953125, 1.0, 0.859375, 0.53125, 0.765625, 0.96875, 1.0, 1.0, 1.0, 1.0, 0.984375, 0.546875, 0.984375, 1.0, 1.0, 1.0, 1.0, 1.0, 0.828125, 1.0, 0.625, 1.0, 1.0, 1.0, 0.984375, 0.859375, 1.0, 1.0, 1.0, 1.0, 1.0, 0.671875, 1.0, 1.0, 1.0, 1.0, 0.515625, 0.6875, 0.984375, 1.0, 1.0]",90.84375,0.90843749,0.1578207,90.84375,0.90843749,90.84375,0.0859375,10.34581056,3,0,True,75,75,0.8,1e-05,3119.45068359,8.0454122,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",100,840.3079834,919.3309075,7.96318,13.59633446,3.68732077,2.92706895,0.35275984,-5.55900097,5.55900097,2,0.02,0.12474482,0.21155526,-0.06892668,0.03171875,0.93984377,1.0,1.0,93.984375,0.66328764,66.32876587,0.1887248,0.30791369,0.20300882,0.24070615,0.07376747,0.07591449,2.0862236,0.13704775,"[1.0, 1.0, 0.78125, 1.0, 0.796875, 1.0, 1.0, 1.0, 0.65625, 0.953125, 0.953125, 1.0, 1.0, 0.859375, 0.578125, 0.921875, 0.828125, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.640625, 1.0, 1.0, 0.71875, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 1.0, 1.0, 0.875, 1.0, 1.0, 0.734375, 1.0, 1.0, 1.0, 0.96875, 0.78125, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.78125, 0.765625, 1.0, 0.6875, 1.0, 1.0, 1.0, 0.9375, 0.578125, 0.875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.703125, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.953125, 1.0, 0.671875, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 0.671875, 1.0, 1.0, 1.0, 1.0, 0.6875, 0.90625, 1.0, 1.0, 1.0]","[0.7200949192047119, 0.710540235042572, 0.5350173115730286, 0.7205607891082764, 0.5394639372825623, 0.7263083457946777, 0.6800632476806641, 0.7130544185638428, 0.5175769329071045, 0.576063871383667, 0.5815694332122803, 0.7156545519828796, 0.7263121604919434, 0.5521273016929626, 0.5081819891929626, 0.5764750242233276, 0.544175386428833, 0.7318795919418335, 0.7255547046661377, 0.7235852479934692, 0.7240132093429565, 0.7184321284294128, 0.7168411016464233, 0.6575103998184204, 0.5105196833610535, 0.7216678261756897, 0.7189663052558899, 0.5276401042938232, 0.7108803391456604, 0.7133541703224182, 0.6775572299957275, 0.727451503276825, 0.7262150049209595, 0.530037522315979, 0.7136142253875732, 0.7225173711776733, 0.5624160766601562, 0.7229143977165222, 0.7241871953010559, 0.536102294921875, 0.7123726606369019, 0.7209805250167847, 0.7206662893295288, 0.6071387529373169, 0.5396066904067993, 0.715090811252594, 0.7243406772613525, 0.7111337780952454, 0.6564752459526062, 0.7188693284988403, 0.7240666151046753, 0.7184483408927917, 0.7306098341941833, 0.7129757404327393, 0.5344899892807007, 0.5262262225151062, 0.6228604912757874, 0.5181354284286499, 0.7209647297859192, 0.6438238024711609, 0.7091192007064819, 0.5669061541557312, 0.505033016204834, 0.5483350157737732, 0.667094349861145, 0.7159546613693237, 0.7258254289627075, 0.7179084420204163, 0.7027857303619385, 0.6998634934425354, 0.5220537185668945, 0.698042631149292, 0.7219851613044739, 0.7107290029525757, 0.7205719351768494, 0.7212169766426086, 0.7132250666618347, 0.5700989961624146, 0.7249048948287964, 0.5274822115898132, 0.7070861458778381, 0.7223480939865112, 0.7060925364494324, 0.7208665013313293, 0.5847521424293518, 0.7148302793502808, 0.7165530323982239, 0.724039614200592, 0.7223770618438721, 0.7248691916465759, 0.525478720664978, 0.7051646709442139, 0.7194234132766724, 0.7249958515167236, 0.7225315570831299, 0.5140921473503113, 0.5522344708442688, 0.7185835838317871, 0.7271371483802795, 0.7198057770729065]","[1.0, 1.0, 0.78125, 1.0, 0.796875, 1.0, 1.0, 1.0, 0.65625, 0.953125, 0.953125, 1.0, 1.0, 0.859375, 0.578125, 0.921875, 0.828125, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.640625, 1.0, 1.0, 0.71875, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 1.0, 1.0, 0.875, 1.0, 1.0, 0.734375, 1.0, 1.0, 1.0, 0.96875, 0.78125, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.78125, 0.765625, 1.0, 0.6875, 1.0, 1.0, 1.0, 0.9375, 0.578125, 0.875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.703125, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.953125, 1.0, 0.671875, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 0.671875, 1.0, 1.0, 1.0, 1.0, 0.6875, 0.90625, 1.0, 1.0, 1.0]",93.984375,0.93984377,0.1145914,93.984375,0.93984377,93.984375,0.03171875,9.17438123,4,0,True,100,100,0.8,1e-05,2645.53710938,7.88062939,False,True
