support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,softgate_mean,softgate_sd,softgate_q05,softgate_q25,softgate_q50,softgate_q75,softgate_q95,softgate_mean_j_q05,softgate_mean_j_q25,softgate_mean_j_q50,softgate_mean_j_q75,softgate_mean_j_q95,softgate_mean_j_sum,softgate_sd_j_median,softgate_sd_j_q90,gate_entropy_mean,gate_entropy_median,gate_entropy_q90,beta_abs_mean,beta_abs_median,beta_abs_q75,beta_abs_q90,beta_abs_q95,beta_mean_abs_j_median,beta_mean_abs_j_q90,beta_mean_abs_j_q95,beta_soft_sd_j_mean,beta_soft_sd_j_median,beta_soft_sd_j_q75,beta_soft_sd_j_q90,beta_soft_sd_j_q95,beta_l2_draw_mean,beta_l2_draw_sd,pip_hard_mean,pip_hard_q50,pip_hard_q75,pip_hard_q90,pip_hard_q95,expected_support_softgate,expected_support_hard,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,lasso_recovery_score,alert,best_so_far
"[0, 5, 6, 10, 17, 20, 21, 23, 26, 28, 30, 32, 34, 36, 37, 41, 43, 45, 47, 48, 50, 51, 55, 58, 62, 63, 64, 66, 67, 69, 71, 74, 75, 77, 78, 79, 82, 83, 86, 87, 89, 90, 91, 93, 98]",45,1331.0925293,1331.0925293,7.80589825,12.16977119,3.48851991,2.80455279,-0.01509356,-5.42237902,5.42237902,0,0.0,0.0,0.0,0.0,49.96389008,0.69043851,0.04132207,0.03289341,0.0,0.49963886,0.03675189,0.43915716,0.47447824,0.49999583,0.52452868,0.55987364,0.49703938,0.49842131,0.49947929,0.50056463,0.50240737,49.96389008,0.03678383,0.03877697,0.69043845,0.69189322,0.69310486,0.03289342,0.02763643,0.0473662,0.06776512,0.08155663,0.00207985,0.00473796,0.00523042,0.04132207,0.04123184,0.04244859,0.04353742,0.04427613,0.41239232,0.03577047,0.49996093,0.5,0.51660156,0.53125,0.53515625,49.96389008,49.99609375,0,0,True,1,1,0.8,1e-05,2455.03979492,7.80589825,10.61341914,False,True
"[0, 1, 2, 3, 4, 5, 7, 8, 10, 12, 13, 14, 15, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 60, 62, 63, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 77, 78, 80, 81, 83, 84, 86, 89, 90, 92, 93, 95, 96, 98, 99]",72,1227.55529785,1259.86999175,7.77677101,11.79579639,3.43450089,2.75214267,0.01610007,-5.08042955,5.08042955,27,0.57317073,0.03072981,0.07778365,-0.02912724,50.62119293,0.69017863,0.04397801,0.04130531,0.0104853,0.50621188,0.0379653,0.4438943,0.48076218,0.50609946,0.53186673,0.56864852,0.48875755,0.49703521,0.50835264,0.51474094,0.51928377,50.62119293,0.03662728,0.0383548,0.69017863,0.69178772,0.69310218,0.04130531,0.03521249,0.05947545,0.08453314,0.1005341,0.02679124,0.03069053,0.03126504,0.04397801,0.04390794,0.04547808,0.04645227,0.04699469,0.51300138,0.04208323,0.56515622,0.58007812,0.65625,0.69570315,0.70781243,50.62119293,56.515625,1,0,True,25,25,0.8,1e-05,2381.1472168,7.77533767,10.27063014,False,True
"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 60, 62, 63, 64, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 77, 78, 80, 81, 82, 83, 84, 86, 88, 89, 90, 91, 92, 93, 95, 96, 97, 98, 99]",84,1102.96020508,1149.16365165,7.81802415,11.74761295,3.4274791,2.85833383,0.0201191,-4.68465948,4.68465948,12,0.14285714,0.0040848,0.10149856,0.04125313,54.14886093,0.68510276,0.04989711,0.06515286,0.0354833,0.54148859,0.04769668,0.45983446,0.50940919,0.54339015,0.57500565,0.61695588,0.48970717,0.52187073,0.55559051,0.56401598,0.56842273,54.14886475,0.03885283,0.04078994,0.68510282,0.68856001,0.69296765,0.06515285,0.05979482,0.09369791,0.1249036,0.14304803,0.06189072,0.06852367,0.06983922,0.04989712,0.05017062,0.05222908,0.0545973,0.0553704,0.78001797,0.06173044,0.80417967,0.91796875,0.94921875,0.9574219,0.96484375,54.14886475,80.41796875,2,0,True,50,50,0.8,1e-05,2538.39428711,7.83928699,9.8255036,False,True
"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 82, 83, 84, 86, 88, 89, 90, 91, 92, 93, 95, 96, 97, 98, 99]",86,966.14099121,1018.23854746,7.8667182,12.19202518,3.49170806,3.00162888,-0.01694979,-4.3606739,4.3606739,2,0.02325581,0.0,0.12404728,0.04869405,58.38690186,0.6702435,0.0580232,0.10491773,0.04294776,0.58386892,0.06522126,0.46461704,0.53980398,0.59315383,0.63256067,0.67742634,0.48860693,0.54641378,0.6143645,0.62453455,0.63102615,58.38689423,0.04041259,0.04245779,0.67024362,0.67544281,0.69245672,0.10491773,0.10082128,0.14444281,0.18439391,0.20967092,0.10818783,0.12497599,0.12795678,0.0580232,0.06014879,0.06334443,0.06469719,0.06584491,1.20247114,0.08386645,0.8739844,0.99609375,1.0,1.0,1.0,58.38689423,87.3984375,3,0,True,75,75,0.8,1e-05,2640.93481445,7.87888823,9.13391622,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 82, 83, 84, 86, 87, 88, 89, 90, 91, 92, 93, 95, 96, 97, 98, 99]",89,799.10595703,858.9311523,7.8339432,13.60926819,3.68907416,3.20325398,-0.13516354,-4.32728052,4.32728052,3,0.03370787,0.0,0.17288888,-0.032775,64.31310272,0.63259077,0.07171003,0.17222521,0.05938012,0.64313108,0.0936864,0.46700165,0.57568741,0.66984695,0.71484047,0.76179761,0.49034971,0.57540888,0.69327778,0.70904189,0.7134226,64.31310272,0.04298029,0.04890564,0.63259077,0.63428324,0.69166136,0.17222519,0.1698142,0.23268369,0.28995007,0.32432216,0.18470347,0.23248664,0.23751415,0.07171003,0.07427739,0.08045368,0.08481758,0.08596145,1.93529463,0.13880402,0.89355469,1.0,1.0,1.0,1.0,64.31310272,89.35546875,4,0,True,100,100,0.8,1e-05,2419.46533203,7.79130186,8.06238186,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",97,639.89007568,693.16026683,7.48553719,17.6126194,4.19673914,3.53931284,-0.46908732,-4.56547594,4.56547594,8,0.08247423,0.0,0.19924252,-0.34840601,71.06529236,0.56594527,0.08926019,0.26942679,0.06752182,0.71065277,0.12247916,0.47690853,0.61051965,0.76069063,0.80606419,0.84633338,0.50669169,0.60798234,0.78364336,0.8012712,0.81000727,71.06528473,0.03761958,0.05351303,0.56594527,0.55027843,0.69052309,0.26942682,0.25953677,0.37825316,0.47897947,0.53578043,0.27250177,0.43547744,0.46635109,0.08926018,0.09180266,0.10340568,0.11001296,0.11581386,3.09798503,0.18233666,0.92207032,1.0,1.0,1.0,1.0,71.06528473,92.20703125,5,0,True,125,125,0.8,1e-05,1484.39819336,7.30276471,6.60109816,False,True
"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 60, 62, 63, 64, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 77, 78, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 93, 95, 96, 97, 98, 99]",82,536.35351562,572.65773112,7.03244127,16.04014969,4.00501557,3.21172047,-0.33792595,-4.04027081,4.04027081,-15,0.15463918,0.08928085,0.16180367,-0.45309592,68.95464325,0.56923205,0.09327874,0.28722498,0.02829097,0.68954635,0.14757524,0.41554096,0.56067854,0.75175858,0.80481088,0.85595155,0.44149429,0.55601883,0.76572466,0.79902786,0.83325684,68.95464325,0.04133916,0.05839696,0.56923217,0.56039429,0.69086492,0.28722495,0.24360846,0.40901551,0.58696705,0.70101666,0.24533622,0.55016732,0.69062918,0.09327872,0.09015989,0.10462236,0.1265929,0.14267659,3.55160856,0.24454509,0.83628905,1.0,1.0,1.0,1.0,68.95464325,83.62890625,6,0,True,150,150,0.8,1e-05,957.03314209,6.86383802,5.17582478,False,True
"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 24, 25, 27, 29, 30, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 49, 50, 51, 52, 53, 54, 55, 57, 58, 60, 62, 63, 67, 68, 69, 70, 71, 72, 73, 74, 75, 77, 78, 80, 81, 83, 84, 86, 89, 90, 93, 95, 96, 97, 98]",69,469.00134277,493.59882799,6.4681688,11.17753696,3.34328236,2.59528589,0.06766975,-3.31695914,3.31695914,-13,0.15853659,0.30315258,0.12557422,-0.56427247,62.60429001,0.59460759,0.09069984,0.27936113,0.06481208,0.6260429,0.1749204,0.31574315,0.4615823,0.69355559,0.76360416,0.83842444,0.34656027,0.45753515,0.71090263,0.75441051,0.82108814,62.60429764,0.04895544,0.05903454,0.59460753,0.60708135,0.68767601,0.2793611,0.20689844,0.37679791,0.6024853,0.84100395,0.18639514,0.57651824,0.84298599,0.09069981,0.08727841,0.09892049,0.12187485,0.15628408,3.835536,0.26127085,0.70769531,1.0,1.0,1.0,1.0,62.60429764,70.76953125,7,0,True,175,175,0.8,1e-05,512.80999756,6.2399054,3.63663519,False,True
"[0, 1, 2, 3, 5, 7, 8, 10, 12, 13, 14, 15, 16, 19, 20, 21, 22, 24, 25, 27, 29, 30, 35, 37, 39, 40, 41, 42, 43, 44, 49, 50, 51, 52, 53, 54, 55, 57, 58, 60, 62, 63, 67, 68, 69, 70, 71, 72, 73, 74, 75, 77, 78, 80, 81, 83, 84, 86, 89, 90, 93, 95, 96, 98]",64,426.8588562,442.15282691,5.96522691,9.10864639,3.01805341,2.3965807,0.24023811,-3.12878084,3.12878084,-5,0.07246377,0.1850936,0.08985579,-0.50294189,54.89026642,0.61449504,0.0877308,0.25828522,0.07796561,0.54890257,0.18676466,0.23885407,0.37441927,0.59836221,0.69270957,0.81412977,0.27434534,0.36459732,0.61098039,0.68798941,0.77333856,54.8902626,0.05795598,0.06399649,0.61449504,0.63390684,0.68711936,0.25828519,0.16758782,0.32428896,0.54827684,0.94359154,0.15647802,0.51256371,0.9571659,0.08773079,0.0804985,0.09416182,0.11102962,0.16936255,3.95754933,0.29079124,0.63132811,0.96679688,1.0,1.0,1.0,54.8902626,63.1328125,8,0,True,200,200,0.8,1e-05,317.19067383,5.75950309,2.6521289,False,True
"[0, 1, 2, 3, 5, 7, 8, 10, 14, 15, 19, 20, 24, 25, 27, 35, 37, 39, 40, 41, 42, 43, 44, 49, 50, 51, 53, 54, 55, 57, 60, 62, 63, 67, 69, 70, 71, 72, 73, 74, 75, 77, 78, 80, 81, 83, 84, 86, 90, 93, 95, 96, 98]",53,388.90655518,402.92034003,5.80319445,6.67232513,2.58308442,2.08200431,0.44345426,-2.52649927,2.52649927,-11,0.171875,0.26747347,0.08891066,-0.16203246,47.63100052,0.61474985,0.08658037,0.24143048,0.07285017,0.47630996,0.190227,0.18241912,0.30779871,0.49505943,0.61676514,0.7885021,0.2216242,0.30219266,0.51497328,0.60283089,0.72971523,47.6309967,0.07070913,0.07811566,0.61474973,0.64926338,0.69169444,0.24143048,0.14543061,0.28324902,0.50954717,0.95699877,0.14183797,0.49714723,0.93374181,0.08658035,0.08116842,0.09321699,0.11283986,0.15718314,3.91531205,0.32520533,0.49066406,0.57421875,0.91601562,0.98515624,1.0,47.6309967,49.06640625,9,0,True,225,225,0.8,1e-05,376.12115479,5.92991131,2.24427843,False,True
