method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
last_flow,recovery,simple,451,451,160,100,10,1.0,0.5,4000,2,1;19;21;23;46;49;73;75;77;80,1;19,26,625,1,1.2,1.0,0.2,0.33333333333333337,0.0,2,0,8,90,2,0.683888888888889,0.46172619047619046,-1,-1,1.2,1.2,1e-05,0.95,0.9,300,1,1200,1200,0.1,0.9297628593889667,0.9297628593889667,0.7581905842967103,1.1717031749490572,0.17157227509225645,0.28833870416265084,1.0050877430573655,1.0109680582657843,1.0050877430573655,1.0109680582657843,1.1005684617543343,2.477232536451187,1.6859447003271382,3.0071341666214173,0.17517834448814393,0.18080709215618668,0.04089963063597679,0.07437949627637863
