stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_moment_recovery_score,best_active_mean_zerr_median,best_active_sd_logerr_median,best_active_sd_ratio_median,best_active_marg_skl_median,best_active_joint_skl_median,best_softgate_absdiff_median,best_zero_soft_leakage_median
0,1.2,12,300,6.764947891235352,62,13,1.8633868579507158,1.4707769321584034,0.3926099257923124,1.1135859496294138,1.5566764015963295,7.339570609030452,0.5512303709983826,0.12576839327812195
1,1.2,26,625,9.764958381652832,2,49,0.9297628593889667,0.7581905842967103,0.17157227509225645,1.0050877430573655,1.1005684617543343,1.6859447003271382,0.17517834448814393,0.04089963063597679
