environment,method,runtime_s,source
Baseline,ResCond,808.4268276691437,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_434\final_summary.json
Baseline,ResCond,741.7309656143188,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_435\final_summary.json
Baseline,ResCond,519.051762342453,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_436\final_summary.json
Baseline,ResCond,1321.7354776859283,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_437\final_summary.json
Baseline,ResCond,452.3322103023529,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_438\final_summary.json
Baseline,ResCond,560.0883581638336,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_439\final_summary.json
Baseline,ResCond,424.2320308685303,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_440\final_summary.json
Baseline,ResCond,440.7179696559906,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_441\final_summary.json
Baseline,ResCond,503.82976841926575,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_442\final_summary.json
Baseline,ResCond,417.0305767059326,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_443\final_summary.json
Baseline,ResCond,435.6504817008972,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_444\final_summary.json
Baseline,ResCond,438.4403398036957,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_445\final_summary.json
Baseline,ResCond,435.00915002822876,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_446\final_summary.json
Baseline,ResCond,459.71887707710266,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_447\final_summary.json
Baseline,ResCond,562.769389629364,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_448\final_summary.json
Baseline,ResCond,573.0244245529175,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_449\final_summary.json
Baseline,ResCond,2977.512209177017,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_450\final_summary.json
Baseline,ResCond,451.21968817710876,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_451\final_summary.json
Baseline,ResCond,626.3653779029846,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_452\final_summary.json
Baseline,ResCond,680.4633388519287,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_453\final_summary.json
Baseline,ResCond,2620.4121079444885,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_454\final_summary.json
Baseline,ResCond,509.3175563812256,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_455\final_summary.json
Baseline,ResCond,640.1099605560303,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_456\final_summary.json
Baseline,ResCond,575.6517565250397,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_457\final_summary.json
Baseline,ResCond,1827.543522119522,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_458\final_summary.json
Baseline,ResCond,741.7917311191559,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_459\final_summary.json
Baseline,ResCond,1174.143205165863,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_460\final_summary.json
Baseline,ResCond,1103.3069519996643,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_461\final_summary.json
Baseline,ResCond,1387.1594529151917,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_462\final_summary.json
Baseline,ResCond,1455.820555448532,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_463\final_summary.json
Baseline,ResCond,1505.0502979755402,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_464\final_summary.json
Baseline,ResCond,506.68387150764465,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_465\final_summary.json
Baseline,ResCond,504.02374291419983,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_466\final_summary.json
Baseline,ResCond,574.7349705696106,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_467\final_summary.json
Baseline,ResCond,636.3495235443115,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_468\final_summary.json
Baseline,ResCond,616.0091121196747,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_469\final_summary.json
Baseline,ResCond,574.4338114261627,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_470\final_summary.json
Baseline,ResCond,479.9748010635376,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_471\final_summary.json
Baseline,ResCond,460.5083005428314,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_472\final_summary.json
Baseline,ResCond,1057.7165040969849,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_473\final_summary.json
Baseline,ResCond,441.27489829063416,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_474\final_summary.json
Baseline,ResCond,465.9551281929016,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_475\final_summary.json
Baseline,ResCond,423.87209606170654,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_476\final_summary.json
Baseline,ResCond,453.7029094696045,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_477\final_summary.json
Baseline,ResCond,540.2885999679565,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_478\final_summary.json
Baseline,ResCond,564.4321496486664,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_479\final_summary.json
Baseline,ResCond,614.4493086338043,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_480\final_summary.json
Baseline,ResCond,3838.2791996002197,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_481\final_summary.json
Baseline,ResCond,530.8165040016174,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_482\final_summary.json
Baseline,ResCond,464.1359896659851,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_483\final_summary.json
Baseline,ResCond,456.1330568790436,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_484\final_summary.json
Baseline,ResCond,549.417711019516,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_485\final_summary.json
Baseline,ResCond,530.8927507400513,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_486\final_summary.json
Baseline,ResCond,475.9611072540283,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_487\final_summary.json
Baseline,ResCond,463.43100357055664,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_488\final_summary.json
Baseline,ResCond,463.19667410850525,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_489\final_summary.json
Baseline,ResCond,422.83400416374207,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_490\final_summary.json
Baseline,ResCond,555.7606880664825,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_491\final_summary.json
Baseline,ResCond,438.39214539527893,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_492\final_summary.json
Baseline,ResCond,536.0438802242279,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_493\final_summary.json
Baseline,ResCond,503.90423488616943,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_494\final_summary.json
Baseline,ResCond,470.35795974731445,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_495\final_summary.json
Baseline,ResCond,465.1941089630127,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_496\final_summary.json
Baseline,ResCond,446.7658922672272,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_497\final_summary.json
Baseline,ResCond,461.9205131530762,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_498\final_summary.json
Baseline,ResCond,465.82766699790955,data2\n160p100\n160p100_rat_k16_output\rescond\simple\seed_499\final_summary.json
Weak signals,ResCond,3034.4508283138275,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_400\final_summary.json
Weak signals,ResCond,7739.27391910553,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_401\final_summary.json
Weak signals,ResCond,525.6231482028961,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_402\final_summary.json
Weak signals,ResCond,747.2139675617218,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_404\final_summary.json
Weak signals,ResCond,559.1733765602112,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_405\final_summary.json
Weak signals,ResCond,8052.247414588928,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_408\final_summary.json
Weak signals,ResCond,1287.3969461917877,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_409\final_summary.json
Weak signals,ResCond,594.9822466373444,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_411\final_summary.json
Weak signals,ResCond,384.72736954689026,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_412\final_summary.json
Weak signals,ResCond,584.9233722686768,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_414\final_summary.json
Weak signals,ResCond,442.3158779144287,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_417\final_summary.json
Weak signals,ResCond,445.93069529533386,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_418\final_summary.json
Weak signals,ResCond,443.5786027908325,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_419\final_summary.json
Weak signals,ResCond,459.70055747032166,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_422\final_summary.json
Weak signals,ResCond,403.5860605239868,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_423\final_summary.json
Weak signals,ResCond,394.74363231658936,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_424\final_summary.json
Weak signals,ResCond,468.1055181026459,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_425\final_summary.json
Weak signals,ResCond,942.19788813591,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_427\final_summary.json
Weak signals,ResCond,585.0010042190552,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_428\final_summary.json
Weak signals,ResCond,466.66183376312256,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_430\final_summary.json
Weak signals,ResCond,548.513635635376,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_432\final_summary.json
Weak signals,ResCond,647.9637064933777,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_433\final_summary.json
Weak signals,ResCond,462.58786249160767,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_434\final_summary.json
Weak signals,ResCond,478.5721218585968,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_442\final_summary.json
Weak signals,ResCond,673.3081252574921,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_444\final_summary.json
Weak signals,ResCond,435.9414281845093,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_445\final_summary.json
Weak signals,ResCond,476.55713057518005,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_447\final_summary.json
Weak signals,ResCond,404.88339710235596,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_448\final_summary.json
Weak signals,ResCond,528.9653780460358,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_451\final_summary.json
Weak signals,ResCond,664.9119532108307,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_452\final_summary.json
Weak signals,ResCond,386.6400270462036,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_456\final_summary.json
Weak signals,ResCond,348.27276372909546,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_457\final_summary.json
Weak signals,ResCond,577.1406450271606,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_461\final_summary.json
Weak signals,ResCond,618.5195484161377,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_462\final_summary.json
Weak signals,ResCond,470.78510093688965,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_463\final_summary.json
Weak signals,ResCond,388.62330865859985,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_464\final_summary.json
Weak signals,ResCond,399.4757149219513,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_465\final_summary.json
Weak signals,ResCond,431.25895857810974,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_466\final_summary.json
Weak signals,ResCond,394.30442214012146,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_467\final_summary.json
Weak signals,ResCond,428.96708822250366,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_468\final_summary.json
Weak signals,ResCond,905.8160886764526,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_469\final_summary.json
Weak signals,ResCond,649.6027102470398,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_471\final_summary.json
Weak signals,ResCond,421.31977581977844,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_473\final_summary.json
Weak signals,ResCond,329.43168544769287,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_474\final_summary.json
Weak signals,ResCond,390.0445272922516,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_476\final_summary.json
Weak signals,ResCond,445.2400245666504,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_479\final_summary.json
Weak signals,ResCond,419.7917182445526,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_481\final_summary.json
Weak signals,ResCond,402.92456340789795,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_484\final_summary.json
Weak signals,ResCond,406.67031145095825,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_488\final_summary.json
Weak signals,ResCond,485.55966877937317,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_489\final_summary.json
Weak signals,ResCond,421.61259365081787,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_491\final_summary.json
Weak signals,ResCond,483.1455514431,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_495\final_summary.json
Weak signals,ResCond,419.0944149494171,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_497\final_summary.json
Weak signals,ResCond,610.3761560916901,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_498\final_summary.json
Weak signals,ResCond,407.3122251033783,data2\n160p100\n160p100_rat_k16_output\rescond\weak_signal\seed_499\final_summary.json
Baseline,Semantic-Affine,854.4835903644562,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_400\final_summary.json
Baseline,Semantic-Affine,694.8531758785248,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_401\final_summary.json
Baseline,Semantic-Affine,742.4116096496582,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_402\final_summary.json
Baseline,Semantic-Affine,895.173437833786,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_403\final_summary.json
Baseline,Semantic-Affine,721.3172609806061,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_404\final_summary.json
Baseline,Semantic-Affine,692.8500609397888,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_405\final_summary.json
Baseline,Semantic-Affine,527.095504283905,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_406\final_summary.json
Baseline,Semantic-Affine,632.0753943920135,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_407\final_summary.json
Baseline,Semantic-Affine,654.7518620491028,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_408\final_summary.json
Baseline,Semantic-Affine,672.890419960022,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_409\final_summary.json
Baseline,Semantic-Affine,640.2995734214783,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_410\final_summary.json
Baseline,Semantic-Affine,569.39138007164,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_411\final_summary.json
Baseline,Semantic-Affine,695.6411859989166,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_412\final_summary.json
Baseline,Semantic-Affine,649.5213949680328,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_413\final_summary.json
Baseline,Semantic-Affine,656.7436194419861,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_414\final_summary.json
Baseline,Semantic-Affine,632.9848024845123,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_415\final_summary.json
Baseline,Semantic-Affine,578.4305355548859,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_416\final_summary.json
Baseline,Semantic-Affine,480.8506889343262,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_417\final_summary.json
Baseline,Semantic-Affine,628.0284984111786,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_418\final_summary.json
Baseline,Semantic-Affine,631.9415628910065,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_419\final_summary.json
Baseline,Semantic-Affine,538.5427613258362,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_420\final_summary.json
Baseline,Semantic-Affine,589.4935746192932,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_421\final_summary.json
Baseline,Semantic-Affine,573.967325925827,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_422\final_summary.json
Baseline,Semantic-Affine,529.1356611251831,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_423\final_summary.json
Baseline,Semantic-Affine,493.9402723312378,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_424\final_summary.json
Baseline,Semantic-Affine,722.0757503509521,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_425\final_summary.json
Baseline,Semantic-Affine,607.6253266334534,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_426\final_summary.json
Baseline,Semantic-Affine,609.789712190628,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_427\final_summary.json
Baseline,Semantic-Affine,681.6032290458679,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_428\final_summary.json
Baseline,Semantic-Affine,574.9143025875092,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_429\final_summary.json
Baseline,Semantic-Affine,531.1775643825531,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_430\final_summary.json
Baseline,Semantic-Affine,461.5329124927521,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_431\final_summary.json
Baseline,Semantic-Affine,539.272155046463,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_432\final_summary.json
Baseline,Semantic-Affine,619.0278000831604,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_433\final_summary.json
Baseline,Semantic-Affine,706.328250169754,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_434\final_summary.json
Baseline,Semantic-Affine,547.3353323936462,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_435\final_summary.json
Baseline,Semantic-Affine,526.9185767173767,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_436\final_summary.json
Baseline,Semantic-Affine,584.3124511241913,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_437\final_summary.json
Baseline,Semantic-Affine,767.2643928527832,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_438\final_summary.json
Baseline,Semantic-Affine,987.1291253566742,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_439\final_summary.json
Baseline,Semantic-Affine,683.0449278354645,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_440\final_summary.json
Baseline,Semantic-Affine,589.9665622711182,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_441\final_summary.json
Baseline,Semantic-Affine,633.3303213119507,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_442\final_summary.json
Baseline,Semantic-Affine,549.0071566104889,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_443\final_summary.json
Baseline,Semantic-Affine,491.97859168052673,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_444\final_summary.json
Baseline,Semantic-Affine,527.2408063411713,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_445\final_summary.json
Baseline,Semantic-Affine,1011.0825562477112,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_446\final_summary.json
Baseline,Semantic-Affine,595.9533643722534,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_447\final_summary.json
Baseline,Semantic-Affine,802.3302958011627,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_448\final_summary.json
Baseline,Semantic-Affine,705.1559536457062,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_449\final_summary.json
Baseline,Semantic-Affine,530.7504851818085,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_450\final_summary.json
Baseline,Semantic-Affine,683.3168940544128,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_451\final_summary.json
Baseline,Semantic-Affine,468.0548553466797,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_452\final_summary.json
Baseline,Semantic-Affine,1014.2770736217499,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_453\final_summary.json
Baseline,Semantic-Affine,718.451827287674,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_454\final_summary.json
Baseline,Semantic-Affine,1097.3380296230316,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_455\final_summary.json
Baseline,Semantic-Affine,764.5786063671112,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_456\final_summary.json
Baseline,Semantic-Affine,518.2338128089905,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_457\final_summary.json
Baseline,Semantic-Affine,501.4216136932373,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_458\final_summary.json
Baseline,Semantic-Affine,628.8268048763275,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_459\final_summary.json
Baseline,Semantic-Affine,568.7423849105835,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_460\final_summary.json
Baseline,Semantic-Affine,537.8052835464478,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_461\final_summary.json
Baseline,Semantic-Affine,614.9044525623322,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_462\final_summary.json
Baseline,Semantic-Affine,1329.60786485672,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_463\final_summary.json
Baseline,Semantic-Affine,672.469699382782,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_464\final_summary.json
Baseline,Semantic-Affine,577.9559917449951,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_465\final_summary.json
Baseline,Semantic-Affine,647.0229797363281,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_466\final_summary.json
Baseline,Semantic-Affine,698.2400841712952,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_467\final_summary.json
Baseline,Semantic-Affine,772.2318770885468,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_468\final_summary.json
Baseline,Semantic-Affine,1011.1381542682648,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_469\final_summary.json
Baseline,Semantic-Affine,1049.9719474315643,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_470\final_summary.json
Baseline,Semantic-Affine,575.7381086349487,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_471\final_summary.json
Baseline,Semantic-Affine,593.4164364337921,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_472\final_summary.json
Baseline,Semantic-Affine,513.876437664032,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_473\final_summary.json
Baseline,Semantic-Affine,800.8290934562683,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_474\final_summary.json
Baseline,Semantic-Affine,481.80937242507935,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_475\final_summary.json
Baseline,Semantic-Affine,648.5317463874817,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_476\final_summary.json
Baseline,Semantic-Affine,743.7392544746399,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_477\final_summary.json
Baseline,Semantic-Affine,457.1679754257202,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_478\final_summary.json
Baseline,Semantic-Affine,804.1243765354156,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_479\final_summary.json
Baseline,Semantic-Affine,671.5666615962982,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_480\final_summary.json
Baseline,Semantic-Affine,504.9270896911621,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_481\final_summary.json
Baseline,Semantic-Affine,635.0263917446136,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_482\final_summary.json
Baseline,Semantic-Affine,605.5978302955627,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_484\final_summary.json
Baseline,Semantic-Affine,540.0082063674927,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_485\final_summary.json
Baseline,Semantic-Affine,576.1600823402405,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_486\final_summary.json
Baseline,Semantic-Affine,1618.226493358612,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_487\final_summary.json
Baseline,Semantic-Affine,763.9381563663483,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_488\final_summary.json
Baseline,Semantic-Affine,758.2255158424377,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_489\final_summary.json
Baseline,Semantic-Affine,601.9520859718323,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_490\final_summary.json
Baseline,Semantic-Affine,861.2508509159088,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_491\final_summary.json
Baseline,Semantic-Affine,532.8871541023254,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_492\final_summary.json
Baseline,Semantic-Affine,751.4855241775513,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_493\final_summary.json
Baseline,Semantic-Affine,573.5613121986389,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_494\final_summary.json
Baseline,Semantic-Affine,1396.9377918243408,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_495\final_summary.json
Baseline,Semantic-Affine,630.4948556423187,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_496\final_summary.json
Baseline,Semantic-Affine,527.4926743507385,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_497\final_summary.json
Baseline,Semantic-Affine,764.5041954517365,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_498\final_summary.json
Baseline,Semantic-Affine,647.3423686027527,data2\n160p100\n160p100_rat_k16_output\semantic_affine_control\simple\seed_499\final_summary.json
Low SNR,MCMC,2361.734,data2\n160p100\n160p100_mh8_output\low_snr\seed_400\mh_runtime_summary.csv
Low SNR,MCMC,2509.292,data2\n160p100\n160p100_mh8_output\low_snr\seed_401\mh_runtime_summary.csv
