environment,method,runtime_s,source
p >> n,Mean-field,30.832972288131714,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_447\final_summary.json
p >> n,Mean-field,21.24927520751953,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_448\final_summary.json
p >> n,Mean-field,26.1753511428833,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_449\final_summary.json
p >> n,Mean-field,43.444966077804565,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_450\final_summary.json
p >> n,Mean-field,23.96860384941101,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_451\final_summary.json
p >> n,Mean-field,22.39435863494873,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_452\final_summary.json
p >> n,Mean-field,22.35543656349182,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_453\final_summary.json
p >> n,Mean-field,35.69148254394531,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_454\final_summary.json
p >> n,Mean-field,20.301326990127563,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_455\final_summary.json
p >> n,Mean-field,173.96016645431519,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_456\final_summary.json
p >> n,Mean-field,29.346584796905518,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_457\final_summary.json
p >> n,Mean-field,31.91146159172058,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_458\final_summary.json
p >> n,Mean-field,18.966184616088867,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_459\final_summary.json
p >> n,Mean-field,19.622809410095215,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_460\final_summary.json
p >> n,Mean-field,26.261436939239502,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_461\final_summary.json
p >> n,Mean-field,23.823708534240723,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_462\final_summary.json
p >> n,Mean-field,25.21539330482483,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_463\final_summary.json
p >> n,Mean-field,25.160722017288208,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_464\final_summary.json
p >> n,Mean-field,21.932883739471436,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_465\final_summary.json
p >> n,Mean-field,26.58497452735901,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_466\final_summary.json
p >> n,Mean-field,41.830971240997314,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_467\final_summary.json
p >> n,Mean-field,20.77990436553955,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_468\final_summary.json
p >> n,Mean-field,67.19431161880493,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_469\final_summary.json
p >> n,Mean-field,25.38804602622986,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_470\final_summary.json
p >> n,Mean-field,17.89051127433777,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_471\final_summary.json
p >> n,Mean-field,25.625438451766968,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_472\final_summary.json
p >> n,Mean-field,25.399812936782837,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_473\final_summary.json
p >> n,Mean-field,22.993513584136963,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_474\final_summary.json
p >> n,Mean-field,18.793644666671753,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_475\final_summary.json
p >> n,Mean-field,169.2146921157837,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_476\final_summary.json
p >> n,Mean-field,26.397457361221313,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_477\final_summary.json
p >> n,Mean-field,24.917076349258423,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_478\final_summary.json
p >> n,Mean-field,28.48766255378723,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_479\final_summary.json
p >> n,Mean-field,32.78492975234985,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_480\final_summary.json
p >> n,Mean-field,30.278552532196045,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_481\final_summary.json
p >> n,Mean-field,17.322191953659058,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_482\final_summary.json
p >> n,Mean-field,109.70815396308899,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_483\final_summary.json
p >> n,Mean-field,22.418930768966675,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_484\final_summary.json
p >> n,Mean-field,29.824531078338623,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_485\final_summary.json
p >> n,Mean-field,34.039244174957275,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_486\final_summary.json
p >> n,Mean-field,31.527652740478516,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_487\final_summary.json
p >> n,Mean-field,27.229581117630005,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_488\final_summary.json
p >> n,Mean-field,23.840445280075073,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_489\final_summary.json
p >> n,Mean-field,68.34558439254761,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_490\final_summary.json
p >> n,Mean-field,263.64141154289246,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_491\final_summary.json
p >> n,Mean-field,302.61593651771545,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_492\final_summary.json
p >> n,Mean-field,850.2960963249207,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_493\final_summary.json
p >> n,Mean-field,18.240930557250977,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_494\final_summary.json
p >> n,Mean-field,61.47743225097656,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_495\final_summary.json
p >> n,Mean-field,25.710304975509644,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_496\final_summary.json
p >> n,Mean-field,22.88743782043457,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_497\final_summary.json
p >> n,Mean-field,47.118701457977295,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_498\final_summary.json
p >> n,Mean-field,362.8898320198059,data2\n100p500\n100p500_rat_k16_output\meanfield\simple\seed_499\final_summary.json
p >> n,RAT-Flow,1974.1833741664886,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_400\final_summary.json
p >> n,RAT-Flow,654.6382603645325,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_406\final_summary.json
p >> n,RAT-Flow,657.024729013443,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_408\final_summary.json
p >> n,RAT-Flow,588.9031891822815,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_409\final_summary.json
p >> n,RAT-Flow,656.271778345108,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_410\final_summary.json
p >> n,RAT-Flow,902.5832135677338,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_411\final_summary.json
p >> n,RAT-Flow,518.8645708560944,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_413\final_summary.json
p >> n,RAT-Flow,1120.898196220398,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_414\final_summary.json
p >> n,RAT-Flow,731.596794128418,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_417\final_summary.json
p >> n,RAT-Flow,517.2905473709106,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_418\final_summary.json
p >> n,RAT-Flow,883.3081150054932,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_419\final_summary.json
p >> n,RAT-Flow,974.2409896850586,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_422\final_summary.json
p >> n,RAT-Flow,617.8765285015106,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_423\final_summary.json
p >> n,RAT-Flow,581.124673128128,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_425\final_summary.json
p >> n,RAT-Flow,525.8016545772552,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_426\final_summary.json
p >> n,RAT-Flow,655.199401140213,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_428\final_summary.json
p >> n,RAT-Flow,488.0225224494934,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_431\final_summary.json
p >> n,RAT-Flow,532.8540968894958,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_432\final_summary.json
p >> n,RAT-Flow,586.0504994392395,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_435\final_summary.json
p >> n,RAT-Flow,807.5546383857727,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_436\final_summary.json
p >> n,RAT-Flow,1024.1996524333954,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_438\final_summary.json
p >> n,RAT-Flow,602.2171890735626,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_440\final_summary.json
p >> n,RAT-Flow,475.937518119812,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_445\final_summary.json
p >> n,RAT-Flow,472.69338035583496,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_449\final_summary.json
p >> n,RAT-Flow,485.58694767951965,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_451\final_summary.json
p >> n,RAT-Flow,465.6178226470947,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_452\final_summary.json
p >> n,RAT-Flow,564.6264307498932,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_454\final_summary.json
p >> n,RAT-Flow,476.3297381401062,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_456\final_summary.json
p >> n,RAT-Flow,548.5761003494263,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_458\final_summary.json
p >> n,RAT-Flow,571.9590971469879,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_460\final_summary.json
p >> n,RAT-Flow,517.3131678104401,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_466\final_summary.json
p >> n,RAT-Flow,545.1608316898346,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_468\final_summary.json
p >> n,RAT-Flow,485.89370036125183,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_471\final_summary.json
p >> n,RAT-Flow,534.9829425811768,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_472\final_summary.json
p >> n,RAT-Flow,569.0928475856781,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_474\final_summary.json
p >> n,RAT-Flow,522.2999048233032,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_475\final_summary.json
p >> n,RAT-Flow,1093.7115495204926,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_478\final_summary.json
p >> n,RAT-Flow,528.621052980423,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_480\final_summary.json
p >> n,RAT-Flow,488.32493782043457,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_482\final_summary.json
p >> n,RAT-Flow,1786.3366978168488,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_483\final_summary.json
p >> n,RAT-Flow,963.0417771339417,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_487\final_summary.json
p >> n,RAT-Flow,508.7536723613739,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_489\final_summary.json
p >> n,RAT-Flow,654.6911451816559,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_490\final_summary.json
p >> n,RAT-Flow,633.9879016876221,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_496\final_summary.json
p >> n,RAT-Flow,599.1374142169952,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_497\final_summary.json
p >> n,RAT-Flow,526.2857875823975,data2\n100p500\n100p500_rat_k16_output\rat_k16\simple\seed_499\final_summary.json
p >> n,ResCond,1078.3164801597595,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_400\final_summary.json
p >> n,ResCond,1057.9944818019867,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_401\final_summary.json
p >> n,ResCond,808.2844798564911,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_406\final_summary.json
p >> n,ResCond,645.2515769004822,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_408\final_summary.json
p >> n,ResCond,798.6679425239563,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_409\final_summary.json
p >> n,ResCond,651.1077871322632,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_410\final_summary.json
p >> n,ResCond,669.9474711418152,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_411\final_summary.json
p >> n,ResCond,757.0162615776062,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_414\final_summary.json
p >> n,ResCond,1017.4046604633331,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_419\final_summary.json
p >> n,ResCond,685.7788426876068,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_420\final_summary.json
p >> n,ResCond,749.5295994281769,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_425\final_summary.json
p >> n,ResCond,1005.844295501709,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_426\final_summary.json
p >> n,ResCond,698.5698380470276,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_430\final_summary.json
p >> n,ResCond,773.6395196914673,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_432\final_summary.json
p >> n,ResCond,2333.806822538376,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_433\final_summary.json
p >> n,ResCond,1306.6740753650665,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_435\final_summary.json
p >> n,ResCond,852.4073138237,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_436\final_summary.json
p >> n,ResCond,653.0571577548981,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_438\final_summary.json
p >> n,ResCond,734.6414651870728,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_441\final_summary.json
p >> n,ResCond,640.7568790912628,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_445\final_summary.json
p >> n,ResCond,1034.251761674881,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_449\final_summary.json
p >> n,ResCond,785.6974003314972,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_450\final_summary.json
p >> n,ResCond,1067.3882336616516,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_451\final_summary.json
p >> n,ResCond,855.6002681255341,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_452\final_summary.json
p >> n,ResCond,720.5722489356995,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_454\final_summary.json
p >> n,ResCond,1195.754775762558,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_455\final_summary.json
p >> n,ResCond,763.944370508194,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_460\final_summary.json
p >> n,ResCond,693.2526791095734,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_462\final_summary.json
p >> n,ResCond,1167.52365732193,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_466\final_summary.json
p >> n,ResCond,748.4792866706848,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_468\final_summary.json
p >> n,ResCond,966.038608789444,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_471\final_summary.json
p >> n,ResCond,790.214329957962,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_472\final_summary.json
p >> n,ResCond,670.1545827388763,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_473\final_summary.json
p >> n,ResCond,1123.7388246059418,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_474\final_summary.json
p >> n,ResCond,2670.692852973938,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_476\final_summary.json
p >> n,ResCond,768.2903594970703,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_478\final_summary.json
p >> n,ResCond,3731.06178855896,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_480\final_summary.json
p >> n,ResCond,708.4875357151031,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_481\final_summary.json
p >> n,ResCond,802.9505133628845,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_484\final_summary.json
p >> n,ResCond,749.4061055183411,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_485\final_summary.json
p >> n,ResCond,6751.484488487244,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_490\final_summary.json
p >> n,ResCond,4006.052887439728,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_491\final_summary.json
p >> n,ResCond,2653.832150220871,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_493\final_summary.json
p >> n,ResCond,878.2028610706329,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_494\final_summary.json
p >> n,ResCond,998.3496174812317,data2\n100p500\n100p500_rat_k16_output\rescond\simple\seed_497\final_summary.json
Baseline,Affine,395.75836396217346,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_400\final_summary.json
Baseline,Affine,671.8266170024872,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_401\final_summary.json
Baseline,Affine,444.61034870147705,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_402\final_summary.json
Baseline,Affine,443.97437500953674,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_403\final_summary.json
Baseline,Affine,521.7703609466553,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_404\final_summary.json
Baseline,Affine,476.298223733902,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_405\final_summary.json
Baseline,Affine,387.1304278373718,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_406\final_summary.json
Baseline,Affine,454.91960167884827,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_407\final_summary.json
Baseline,Affine,326.4612901210785,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_408\final_summary.json
Baseline,Affine,427.8136534690857,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_409\final_summary.json
Baseline,Affine,497.01184034347534,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_410\final_summary.json
Baseline,Affine,348.75189685821533,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_411\final_summary.json
Baseline,Affine,699.3901207447052,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_412\final_summary.json
Baseline,Affine,475.3186719417572,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_413\final_summary.json
Baseline,Affine,397.4344992637634,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_414\final_summary.json
Baseline,Affine,348.41532039642334,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_415\final_summary.json
Baseline,Affine,330.89568543434143,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_416\final_summary.json
Baseline,Affine,509.0720942020416,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_417\final_summary.json
Baseline,Affine,507.91080713272095,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_418\final_summary.json
Baseline,Affine,430.0002999305725,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_419\final_summary.json
Baseline,Affine,499.6537735462189,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_420\final_summary.json
Baseline,Affine,489.4392035007477,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_421\final_summary.json
Baseline,Affine,534.4129555225372,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_422\final_summary.json
Baseline,Affine,361.55663084983826,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_423\final_summary.json
Baseline,Affine,462.81258964538574,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_424\final_summary.json
Baseline,Affine,452.9606304168701,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_425\final_summary.json
Baseline,Affine,539.7368853092194,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_426\final_summary.json
Baseline,Affine,537.3699867725372,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_427\final_summary.json
Baseline,Affine,467.3859465122223,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_428\final_summary.json
Baseline,Affine,406.3283507823944,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_429\final_summary.json
Baseline,Affine,441.88279938697815,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_430\final_summary.json
Baseline,Affine,1398.7340853214264,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_431\final_summary.json
Baseline,Affine,423.7724277973175,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_432\final_summary.json
Baseline,Affine,401.94749546051025,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_433\final_summary.json
Baseline,Affine,487.27379751205444,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_434\final_summary.json
Baseline,Affine,390.6284418106079,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_435\final_summary.json
Baseline,Affine,545.8079481124878,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_436\final_summary.json
Baseline,Affine,630.2185897827148,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_437\final_summary.json
Baseline,Affine,643.4886393547058,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_438\final_summary.json
Baseline,Affine,505.8731620311737,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_439\final_summary.json
Baseline,Affine,481.81654620170593,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_440\final_summary.json
Baseline,Affine,470.67381143569946,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_441\final_summary.json
Baseline,Affine,538.750648021698,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_442\final_summary.json
Baseline,Affine,2299.164366722107,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_443\final_summary.json
Baseline,Affine,398.5758740901947,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_444\final_summary.json
Baseline,Affine,396.96560311317444,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_445\final_summary.json
Baseline,Affine,466.53440380096436,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_446\final_summary.json
Baseline,Affine,3120.6972584724426,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_447\final_summary.json
Baseline,Affine,501.68836975097656,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_448\final_summary.json
Baseline,Affine,347.1898066997528,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_449\final_summary.json
Baseline,Affine,736.7896494865417,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_450\final_summary.json
Baseline,Affine,536.0942344665527,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_451\final_summary.json
Baseline,Affine,434.4656755924225,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_452\final_summary.json
Baseline,Affine,465.78286933898926,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_453\final_summary.json
Baseline,Affine,369.0240111351013,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_454\final_summary.json
Baseline,Affine,787.5009698867798,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_455\final_summary.json
Baseline,Affine,458.5992646217346,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_456\final_summary.json
Baseline,Affine,340.98827958106995,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_457\final_summary.json
Baseline,Affine,443.4647991657257,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_458\final_summary.json
Baseline,Affine,341.7580780982971,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_459\final_summary.json
Baseline,Affine,350.5266423225403,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_460\final_summary.json
Baseline,Affine,353.71978664398193,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_461\final_summary.json
Baseline,Affine,514.770364522934,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_462\final_summary.json
Baseline,Affine,658.4098954200745,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_463\final_summary.json
Baseline,Affine,445.6926007270813,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_464\final_summary.json
Baseline,Affine,351.9530429840088,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_465\final_summary.json
Baseline,Affine,494.6701695919037,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_466\final_summary.json
Baseline,Affine,3622.0110342502594,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_467\final_summary.json
Baseline,Affine,480.07967257499695,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_468\final_summary.json
Baseline,Affine,452.44740295410156,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_469\final_summary.json
Baseline,Affine,391.4337856769562,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_470\final_summary.json
Baseline,Affine,399.626971244812,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_471\final_summary.json
Baseline,Affine,385.2041652202606,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_472\final_summary.json
Baseline,Affine,367.4331302642822,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_473\final_summary.json
Baseline,Affine,530.0030725002289,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_474\final_summary.json
Baseline,Affine,335.40279030799866,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_475\final_summary.json
Baseline,Affine,341.5779302120209,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_476\final_summary.json
Baseline,Affine,413.86224341392517,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_477\final_summary.json
Baseline,Affine,344.6820430755615,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_478\final_summary.json
Baseline,Affine,369.6021218299866,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_479\final_summary.json
Baseline,Affine,350.07795667648315,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_480\final_summary.json
Baseline,Affine,449.572233915329,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_481\final_summary.json
Baseline,Affine,355.01934123039246,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_482\final_summary.json
Baseline,Affine,352.5341064929962,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_483\final_summary.json
Baseline,Affine,371.4788336753845,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_484\final_summary.json
Baseline,Affine,417.6619999408722,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_485\final_summary.json
Baseline,Affine,315.16828989982605,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_486\final_summary.json
Baseline,Affine,383.8721935749054,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_488\final_summary.json
Baseline,Affine,496.41788721084595,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_489\final_summary.json
Baseline,Affine,368.8299334049225,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_490\final_summary.json
Baseline,Affine,408.97899889945984,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_491\final_summary.json
Baseline,Affine,346.1798584461212,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_492\final_summary.json
Baseline,Affine,722.611572265625,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_493\final_summary.json
Baseline,Affine,339.99313855171204,data2\n160p100\n160p100_rat_k16_output\affine\simple\seed_494\final_summary.json
