stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.9593065977096558,7,13,1.8109760008716078
1,0.8,32,775,2.1737585067749023,6,49,0.679460851927264
