"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",469,469,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,10.973875,0.10973875,5,"20;30;65;67;69;70;76;91;94;97","20;41;67;76;91",0.8,0.4,0.533333333333333,0.2,4,1,6,89,5,0.902777777777778,0.735737179487179
