support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,softgate_mean,softgate_sd,softgate_q05,softgate_q25,softgate_q50,softgate_q75,softgate_q95,softgate_mean_j_q05,softgate_mean_j_q25,softgate_mean_j_q50,softgate_mean_j_q75,softgate_mean_j_q95,softgate_mean_j_sum,softgate_sd_j_median,softgate_sd_j_q90,gate_entropy_mean,gate_entropy_median,gate_entropy_q90,beta_abs_mean,beta_abs_median,beta_abs_q75,beta_abs_q90,beta_abs_q95,beta_mean_abs_j_median,beta_mean_abs_j_q90,beta_mean_abs_j_q95,beta_soft_sd_j_mean,beta_soft_sd_j_median,beta_soft_sd_j_q75,beta_soft_sd_j_q90,beta_soft_sd_j_q95,beta_l2_draw_mean,beta_l2_draw_sd,pip_hard_mean,pip_hard_q50,pip_hard_q75,pip_hard_q90,pip_hard_q95,expected_support_softgate,expected_support_hard,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,lasso_recovery_score,alert,best_so_far
[],0,1244.76586914,1244.76586914,7.81112194,16.53569221,4.06641024,3.25322008,-0.00572627,-7.13288164,7.13288164,0,0.0,0.0,0.0,0.0,49.55970001,0.69034612,0.04093295,0.03262861,0.0,0.495597,0.03711316,0.43503103,0.47018957,0.495121,0.52069116,0.55751395,0.49288294,0.49454424,0.49568564,0.49653465,0.49837801,49.55970001,0.03708569,0.03901628,0.69034612,0.69186103,0.69310063,0.03262861,0.02753512,0.04690632,0.06747796,0.08046722,0.00188855,0.00446169,0.00498425,0.04093295,0.04074996,0.04213237,0.04343447,0.04426389,0.40811542,0.03671304,0.44792968,0.44726562,0.46484375,0.4765625,0.49609375,49.55970001,44.79296875,0,0,True,1,1,0.8,1e-05,2467.89770508,7.81112194,10.38001711,False,True
"[0, 1, 2, 3, 4, 8, 10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 24, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 75, 76, 77, 79, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 94, 95, 96, 97]",75,1134.88793945,1172.89082314,7.79336277,15.89837837,3.98727706,3.19419742,0.03303614,-6.42969084,6.42969084,75,1.0,0.03854171,0.08827197,-0.01775916,50.9799614,0.69010347,0.0445885,0.04248482,0.01503564,0.50979966,0.03770042,0.44746104,0.48467904,0.51015663,0.53493482,0.57152873,0.49249741,0.49925423,0.51343304,0.51882088,0.52335584,50.97996521,0.03624569,0.03819146,0.69010347,0.69174367,0.69309849,0.04248482,0.03644166,0.06115329,0.08672782,0.10294668,0.02867624,0.03192967,0.0334955,0.0445885,0.04455074,0.04635597,0.04794524,0.04876946,0.52716267,0.04626643,0.60503906,0.63671875,0.70703125,0.7308594,0.74238276,50.97996521,60.50390625,1,0,True,25,25,0.8,1e-05,2443.10864258,7.80102654,10.20539039,False,True
"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 94, 95, 96, 97, 99]",88,1008.86444092,1053.33882819,7.82674171,14.77922249,3.84437544,3.0516696,0.10110493,-5.54221439,5.54221439,13,0.14772727,0.07039434,0.11104488,0.03337894,54.56587601,0.68409723,0.05036753,0.0663673,0.03590731,0.54565877,0.04907273,0.46184134,0.51321071,0.5477134,0.58024305,0.62307388,0.49362415,0.52380961,0.56052375,0.5677352,0.57203346,54.56587601,0.04038747,0.04242763,0.68409723,0.68787092,0.69293278,0.0663673,0.06079782,0.09521391,0.12738781,0.14726815,0.06281839,0.07053027,0.07217458,0.05036752,0.05081314,0.05318076,0.05420119,0.05474288,0.79456472,0.06266578,0.82062501,0.9296875,0.953125,0.96132815,0.96503901,54.56587601,82.0625,2,0,True,50,50,0.8,1e-05,2552.30444336,7.84475193,9.71639404,False,True
"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 94, 95, 96, 97, 99]",88,855.59020996,912.62595287,7.85584738,14.80330372,3.84750617,3.08820963,0.09964027,-5.16362333,5.16362333,0,0.02247191,0.0,0.15192748,0.02910567,58.82477951,0.66821009,0.05950372,0.1083217,0.04384811,0.58824784,0.0669947,0.46515614,0.54376042,0.598768,0.63698417,0.68357843,0.48749876,0.55247366,0.61927438,0.62768686,0.63161254,58.82478714,0.04223074,0.04479765,0.66821009,0.67336082,0.69232321,0.1083217,0.10532457,0.14933415,0.19008219,0.21450424,0.11369199,0.12853502,0.13217801,0.05950373,0.06125179,0.06453776,0.06700562,0.06794642,1.24053335,0.09259431,0.8778125,0.99609375,1.0,1.0,1.0,58.82478714,87.78125,3,0,True,75,75,0.8,1e-05,2580.1418457,7.85559966,8.91394256,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 94, 95, 96, 97, 99]",89,684.39074707,746.97045528,7.74571598,15.47590256,3.93394237,3.15973568,0.05873177,-4.88563776,4.88563776,1,0.01123596,0.0,0.20009516,-0.1101314,65.29407501,0.62653875,0.07350462,0.18327576,0.06469298,0.65294081,0.09350689,0.4733125,0.58586025,0.68236995,0.72331512,0.76637268,0.49453184,0.57966411,0.70461178,0.71367526,0.71903914,65.29408264,0.04113375,0.04749329,0.62653875,0.62506986,0.69149011,0.18327577,0.18053551,0.24587038,0.30639207,0.34073901,0.19518694,0.24438202,0.25068611,0.07350461,0.07813215,0.08198989,0.08559722,0.08774803,2.04802895,0.13320993,0.90714842,1.0,1.0,1.0,1.0,65.29408264,90.71484375,4,0,True,100,100,0.8,1e-05,2066.2590332,7.63349502,7.64598918,False,True
"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 94, 95, 96, 97, 99]",90,558.64105225,599.65258971,7.17395248,17.43589783,4.17563143,3.44969201,-0.06047816,-4.51406527,4.51406527,1,0.03296703,0.0,0.18373962,-0.5717635,70.02889252,0.57624525,0.08818831,0.26695475,0.05019801,0.70028883,0.12176645,0.46318242,0.60313445,0.75023067,0.790986,0.83260489,0.48903748,0.59406817,0.76698178,0.78197557,0.79849041,70.02889252,0.03918684,0.05453804,0.57624525,0.56208086,0.69080871,0.26695475,0.25427687,0.36836109,0.47464162,0.53601408,0.25750816,0.44298249,0.46576148,0.08818831,0.08881713,0.10085405,0.10958758,0.11447288,3.06390047,0.17492923,0.90085936,1.0,1.0,1.0,1.0,70.02889252,90.0859375,5,0,True,125,125,0.8,1e-05,1034.44628906,6.94162158,6.09367721,False,True
"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 41, 42, 43, 44, 45, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 59, 61, 62, 63, 64, 66, 67, 68, 69, 71, 72, 73, 75, 76, 77, 79, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 94, 95, 96, 97]",79,487.94458008,511.70211084,6.49353611,16.11244583,4.01403112,3.39686275,0.02001623,-3.98287439,3.98287439,-11,0.12222222,0.07590386,0.1265508,-0.68041637,66.76335144,0.5927999,0.09018482,0.27355075,0.03503394,0.66763353,0.13896106,0.40513775,0.55073726,0.71961856,0.77242625,0.82799345,0.42574662,0.51474887,0.73603499,0.75810617,0.80616862,66.76335144,0.04265861,0.05591661,0.5927999,0.59324157,0.69077611,0.27355072,0.23402366,0.39009753,0.56725258,0.6697405,0.24099962,0.56411481,0.63208073,0.09018482,0.08640753,0.10072051,0.1191406,0.13210091,3.38861179,0.20047741,0.81093752,1.0,1.0,1.0,1.0,66.76335144,81.09375,6,0,True,150,150,0.8,1e-05,495.74478149,6.20606124,4.73889729,False,True
"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19, 20, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 41, 42, 43, 44, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 61, 62, 63, 64, 66, 67, 69, 71, 72, 73, 75, 76, 77, 79, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 95, 96, 97]",73,445.06362915,460.30149123,5.95604679,14.7951088,3.84644106,3.33712339,0.1001387,-3.88526273,3.88526273,-6,0.07594937,0.08175897,0.08788078,-0.53748932,60.0655899,0.62247145,0.0901107,0.26804993,0.06787162,0.60065597,0.1537116,0.32451972,0.47298172,0.64298642,0.71554279,0.8069551,0.34890404,0.43851101,0.66291195,0.6986056,0.787045,60.06560135,0.05449023,0.06001002,0.62247145,0.63838452,0.6880694,0.26804996,0.21408838,0.37721577,0.57487774,0.73515689,0.21135367,0.55232495,0.71606117,0.0901107,0.08644855,0.09702636,0.11074403,0.13397436,3.52031279,0.25256628,0.7230078,0.99609375,1.0,1.0,1.0,60.06560135,72.30078125,7,0,True,175,175,0.8,1e-05,372.95819092,5.92146632,3.82857001,False,True
"[0, 1, 2, 3, 4, 8, 10, 11, 12, 13, 17, 18, 19, 20, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 41, 42, 43, 44, 46, 47, 48, 50, 51, 52, 53, 54, 55, 62, 63, 64, 66, 67, 69, 71, 72, 73, 76, 77, 79, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 95]",64,407.48733521,421.56097199,5.7808218,11.49858952,3.39095702,2.86321354,0.30063808,-3.17195845,3.17195845,-9,0.12328767,0.22281143,0.08442904,-0.17522499,52.88208771,0.63676548,0.08885112,0.25548598,0.07192919,0.52882081,0.16153422,0.25837237,0.39612782,0.55258203,0.64391112,0.78515184,0.28787792,0.37894189,0.57218933,0.62038243,0.76488799,52.88208389,0.06479949,0.07048761,0.63676548,0.65886855,0.69150376,0.25548598,0.19090496,0.35077965,0.54216141,0.77239347,0.17783785,0.4700245,0.74212158,0.08885112,0.08621139,0.09788676,0.11174864,0.14272018,3.48827577,0.25481746,0.6101172,0.84765625,0.96875,1.0,1.0,52.88208389,61.01171875,8,0,True,200,200,0.8,1e-05,294.08514404,5.68386933,3.20510417,False,True
"[0, 1, 2, 8, 10, 11, 12, 18, 19, 20, 24, 31, 32, 34, 35, 36, 41, 42, 44, 47, 51, 52, 53, 62, 63, 64, 66, 67, 72, 73, 77, 79, 83, 84, 85, 86, 89, 90, 95]",39,376.87591553,388.09181176,5.7378908,8.47070026,2.91044675,2.41030073,0.48479897,-2.59816027,2.59816027,-25,0.390625,0.26332701,0.07512238,-0.042931,45.50682831,0.62699991,0.08909453,0.24508819,0.07397575,0.45506829,0.17079045,0.19074379,0.32379827,0.45343718,0.56766641,0.76643932,0.24101585,0.32848516,0.47583783,0.53280604,0.75278389,45.50682449,0.08122979,0.08825441,0.62699991,0.66285777,0.69218838,0.24508817,0.17020224,0.32622224,0.52514464,0.80995679,0.15644339,0.43430868,0.77375072,0.08909453,0.08485131,0.10091714,0.11349002,0.14736325,3.49181366,0.27307513,0.3946875,0.39257812,0.65039062,0.90742183,1.0,45.50682449,39.46875,9,0,True,225,225,0.8,1e-05,349.77655029,5.85729452,2.73777609,False,True
