"method","setting","seed","replicate_id","j0","j1","beta_true","truth","pip","selected","effect_mean"
"mcmc","simple",421,421,0,1,0,0,0,0,0.00336397165182348
"mcmc","simple",421,421,1,2,0,0,0,0,-0.00651829289046106
"mcmc","simple",421,421,2,3,0,0,0,0,0.000519157615215702
"mcmc","simple",421,421,3,4,0,0,0,0,0.00851444330942605
"mcmc","simple",421,421,4,5,-1.9047611,1,1,1,-1.91062353426846
"mcmc","simple",421,421,5,6,0,0,0.000125,0,0.0147925370076219
"mcmc","simple",421,421,6,7,0,0,0,0,-0.000426566202777613
"mcmc","simple",421,421,7,8,0,0,0.000125,0,0.00964188461763944
"mcmc","simple",421,421,8,9,0,0,0,0,-0.000761485887138935
"mcmc","simple",421,421,9,10,0,0,0,0,0.00186116807325471
"mcmc","simple",421,421,10,11,0,0,0,0,0.00336071883036964
"mcmc","simple",421,421,11,12,0,0,0,0,0.00110422452820079
"mcmc","simple",421,421,12,13,0,0,0,0,-0.00165342838309732
"mcmc","simple",421,421,13,14,0,0,0.00025,0,0.0431728626273888
"mcmc","simple",421,421,14,15,0,0,0,0,-0.00172243988699558
"mcmc","simple",421,421,15,16,0,0,0,0,0.00477647144821669
"mcmc","simple",421,421,16,17,0,0,0,0,0.00126146806392308
"mcmc","simple",421,421,17,18,0,0,0,0,-0.0044966886024701
"mcmc","simple",421,421,18,19,0,0,0,0,0.00048609825299938
"mcmc","simple",421,421,19,20,-1.1078949,1,1,1,-1.05292546124799
"mcmc","simple",421,421,20,21,0,0,0,0,-0.00661525928344285
"mcmc","simple",421,421,21,22,0,0,0.000125,0,0.0073639310958868
"mcmc","simple",421,421,22,23,0,0,0,0,-0.00153966924538709
"mcmc","simple",421,421,23,24,0,0,0.000125,0,-0.0133294372872365
"mcmc","simple",421,421,24,25,0,0,0.000125,0,-0.0266814084443236
"mcmc","simple",421,421,25,26,0,0,0,0,-0.00241629248473687
"mcmc","simple",421,421,26,27,0,0,0,0,-0.00221541589345757
"mcmc","simple",421,421,27,28,0,0,0,0,-0.00153184259213944
"mcmc","simple",421,421,28,29,0,0,0.000875,0,-0.0438375182911455
"mcmc","simple",421,421,29,30,0,0,0,0,0.0124573662204717
"mcmc","simple",421,421,30,31,0,0,0,0,0.00563358251087333
"mcmc","simple",421,421,31,32,0,0,0,0,0.00864088488386269
"mcmc","simple",421,421,32,33,0,0,0,0,-0.00442596209224084
"mcmc","simple",421,421,33,34,0,0,0.000125,0,0.0138815584160642
"mcmc","simple",421,421,34,35,0,0,0,0,0.000111720252087306
"mcmc","simple",421,421,35,36,0,0,0,0,-0.00220380944051443
"mcmc","simple",421,421,36,37,0,0,0,0,0.00548131108311282
"mcmc","simple",421,421,37,38,0,0,0,0,-0.00720412277571343
"mcmc","simple",421,421,38,39,0,0,0,0,-0.00572090603420242
"mcmc","simple",421,421,39,40,0,0,0,0,-0.000731677783223061
"mcmc","simple",421,421,40,41,0,0,0.000125,0,0.0174959399620136
"mcmc","simple",421,421,41,42,0,0,0.000125,0,-0.0113987703359779
"mcmc","simple",421,421,42,43,1.3383306,1,1,1,1.3164947733351
"mcmc","simple",421,421,43,44,0,0,0.000125,0,-0.0172858751121663
"mcmc","simple",421,421,44,45,0,0,0,0,0.0086148804523026
"mcmc","simple",421,421,45,46,0,0,0,0,0.00221934053454095
"mcmc","simple",421,421,46,47,0,0,0,0,0.00415422220728317
"mcmc","simple",421,421,47,48,0,0,0.00025,0,0.0101143723768643
"mcmc","simple",421,421,48,49,-1.2111257,1,1,1,-1.28954720572115
"mcmc","simple",421,421,49,50,0,0,0,0,-0.00277075169986695
"mcmc","simple",421,421,50,51,0,0,0,0,-0.00178872158777774
"mcmc","simple",421,421,51,52,0,0,0,0,-0.00547070592405239
"mcmc","simple",421,421,52,53,0,0,0,0,-0.000340979419074216
"mcmc","simple",421,421,53,54,0,0,0.000125,0,0.0136743809529101
"mcmc","simple",421,421,54,55,0,0,0.000125,0,0.0298357741797176
"mcmc","simple",421,421,55,56,0,0,0,0,-0.0128130293820883
"mcmc","simple",421,421,56,57,-1.1671294,1,1,1,-1.15212181524977
"mcmc","simple",421,421,57,58,0,0,0.00025,0,-0.0287917638272575
"mcmc","simple",421,421,58,59,0,0,0,0,-0.00600349356791908
"mcmc","simple",421,421,59,60,0,0,0,0,-0.00469469182869635
"mcmc","simple",421,421,60,61,0,0,0.000125,0,0.0152569909812204
"mcmc","simple",421,421,61,62,0,0,0,0,-0.00619141584579559
"mcmc","simple",421,421,62,63,0,0,0.000125,0,0.00751314968904086
"mcmc","simple",421,421,63,64,0,0,0,0,0.00105127417509756
"mcmc","simple",421,421,64,65,0,0,0,0,0.000985808806083426
"mcmc","simple",421,421,65,66,0,0,0,0,-0.0145097876591654
"mcmc","simple",421,421,66,67,0,0,0,0,-0.000566246000254335
"mcmc","simple",421,421,67,68,0,0,0.000125,0,0.0123474735406037
"mcmc","simple",421,421,68,69,0,0,0,0,-0.0133842412313665
"mcmc","simple",421,421,69,70,0,0,0,0,-0.00591048606357437
"mcmc","simple",421,421,70,71,1.370725,1,1,1,1.36304492504803
"mcmc","simple",421,421,71,72,0,0,0,0,-0.00667537660497773
"mcmc","simple",421,421,72,73,0,0,0,0,-0.00227315347738279
"mcmc","simple",421,421,73,74,0,0,0,0,-0.00371267794944106
"mcmc","simple",421,421,74,75,0,0,0,0,-0.00162621134179216
"mcmc","simple",421,421,75,76,0,0,0,0,0.00603346087134209
"mcmc","simple",421,421,76,77,0,0,0,0,-0.0069212073805322
"mcmc","simple",421,421,77,78,0,0,0,0,-0.00432818180505395
"mcmc","simple",421,421,78,79,0,0,0,0,-0.00132176626257203
"mcmc","simple",421,421,79,80,0,0,0,0,0.00155330983913718
"mcmc","simple",421,421,80,81,0,0,0,0,-0.0012151858613816
"mcmc","simple",421,421,81,82,0,0,0,0,0.00200612138214736
"mcmc","simple",421,421,82,83,0,0,0,0,-0.00299485576264824
"mcmc","simple",421,421,83,84,-1.1037884,1,1,1,-1.05825316747264
"mcmc","simple",421,421,84,85,0,0,0.000625,0,-0.0494602738929359
"mcmc","simple",421,421,85,86,0,0,0.0015,0,0.0575565049808176
"mcmc","simple",421,421,86,87,0,0,0,0,0.00211377462875176
"mcmc","simple",421,421,87,88,0,0,0,0,0.00394633687212519
"mcmc","simple",421,421,88,89,0,0,0,0,-0.000591521730573149
"mcmc","simple",421,421,89,90,-1.2503275,1,1,1,-1.31125368665339
"mcmc","simple",421,421,90,91,0,0,0,0,-0.00372399498520587
"mcmc","simple",421,421,91,92,0,0,0.000125,0,-0.0136976042312749
"mcmc","simple",421,421,92,93,0,0,0,0,0.00122708480308701
"mcmc","simple",421,421,93,94,0,0,0,0,-0.00519207323119331
"mcmc","simple",421,421,94,95,0,0,0,0,0.000569540406936908
"mcmc","simple",421,421,95,96,0,0,0,0,-0.00896584713071905
"mcmc","simple",421,421,96,97,1.2403917,1,1,1,1.30532672369109
"mcmc","simple",421,421,97,98,-0.5235583,1,0.43725,0,-0.480602912486581
"mcmc","simple",421,421,98,99,0,0,0,0,-0.00638046379589754
"mcmc","simple",421,421,99,100,0,0,0,0,0.00504708023579557
