stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,3.1516523361206055,11,13,1.9351678134821835
1,0.8,34,825,3.188652753829956,7,49,0.8089496640308891
