stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.1933894157409668,8,13,1.8844826390904448
1,0.8,35,850,2.339447259902954,5,49,0.7344650977917626
