support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,softgate_mean,softgate_sd,softgate_q05,softgate_q25,softgate_q50,softgate_q75,softgate_q95,softgate_mean_j_q05,softgate_mean_j_q25,softgate_mean_j_q50,softgate_mean_j_q75,softgate_mean_j_q95,softgate_mean_j_sum,softgate_sd_j_median,softgate_sd_j_q90,gate_entropy_mean,gate_entropy_median,gate_entropy_q90,beta_abs_mean,beta_abs_median,beta_abs_q75,beta_abs_q90,beta_abs_q95,beta_mean_abs_j_median,beta_mean_abs_j_q90,beta_mean_abs_j_q95,beta_soft_sd_j_mean,beta_soft_sd_j_median,beta_soft_sd_j_q75,beta_soft_sd_j_q90,beta_soft_sd_j_q95,beta_l2_draw_mean,beta_l2_draw_sd,pip_hard_mean,pip_hard_q50,pip_hard_q75,pip_hard_q90,pip_hard_q95,expected_support_softgate,expected_support_hard,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,lasso_recovery_score,alert,best_so_far
"[6, 10, 13, 16, 18, 22, 27, 28, 31, 34, 35, 37, 41, 44, 49, 52, 54, 60, 66, 69, 75, 77, 78, 79, 85, 87, 89, 90, 91, 92, 94, 95, 98, 99]",34,1285.6373291,1285.6373291,7.77443931,11.9805603,3.4612946,2.84273148,-0.04801478,-5.39177465,5.39177465,0,0.0,0.0,0.0,0.0,49.91646576,0.69061577,0.04122452,0.03279557,0.0,0.4991647,0.03552349,0.44061351,0.47498962,0.49925736,0.5232842,0.5571807,0.49661911,0.49796367,0.49937308,0.50039673,0.50171119,49.91646194,0.03557359,0.03694914,0.69061577,0.6919809,0.69310772,0.03279557,0.02751711,0.04717398,0.06775603,0.08087291,0.00175324,0.00430426,0.00468089,0.04122452,0.0412372,0.0423933,0.04366899,0.04458727,0.41117376,0.03657306,0.49125001,0.4921875,0.5078125,0.5277344,0.53925776,49.91646194,49.125,0,0,True,1,1,0.8,1e-05,2379.0090332,7.77443931,10.22703342,False,True
"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 20, 21, 22, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",86,1175.14355469,1213.54688027,7.75383869,11.35732269,3.37006271,2.73884392,0.00650373,-4.78390026,4.78390026,52,0.65168539,0.05202074,0.08594475,-0.02060062,51.34589386,0.68970644,0.04491617,0.04253355,0.01530069,0.51345885,0.03916049,0.44886431,0.48700917,0.51350486,0.54002047,0.57777834,0.49479118,0.50796235,0.51643646,0.52060384,0.52408201,51.34588623,0.03813197,0.03990769,0.68970644,0.69155037,0.69309121,0.04253355,0.0363789,0.06177738,0.08704915,0.10288719,0.02810246,0.03190225,0.03305708,0.04491618,0.04483046,0.04610328,0.04732081,0.0481836,0.52847296,0.04530295,0.63582033,0.66796875,0.70703125,0.73515624,0.75410151,51.34588623,63.58203125,1,0,True,25,25,0.8,1e-05,2343.95361328,7.75959436,10.03946621,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",94,1050.50439453,1095.8754772,7.78617457,11.18843746,3.34491218,2.6852541,0.02127718,-4.31719017,4.31719017,8,0.08510638,0.01487016,0.10606292,0.03233588,55.10903168,0.68345457,0.05074482,0.06798387,0.0377081,0.55109024,0.04692062,0.46960908,0.52032721,0.55340338,0.58403659,0.62353468,0.49747095,0.54274863,0.56106412,0.56618732,0.56976962,55.10902405,0.0411362,0.04275289,0.68345457,0.68698096,0.6928798,0.06798387,0.063009,0.09672042,0.12856111,0.14819086,0.06435531,0.07175175,0.07319463,0.05074482,0.0512235,0.05266541,0.05421943,0.05575925,0.80850649,0.06136321,0.85878909,0.9296875,0.9453125,0.95351565,0.96113276,55.10902405,85.87890625,2,0,True,50,50,0.8,1e-05,2444.05932617,7.80141559,9.57642918,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",96,902.01159668,957.31089405,7.81285039,12.17429256,3.48916789,2.77699089,-0.06496176,-4.29872084,4.29872084,2,0.04123711,0.0,0.14135381,0.02667582,60.66769028,0.66248626,0.0611293,0.11416765,0.05567044,0.60667688,0.06078349,0.48974782,0.57192588,0.61533737,0.64972883,0.69183624,0.50290662,0.59816056,0.62911725,0.63236487,0.63591933,60.66768265,0.04301975,0.04540954,0.6624862,0.66627145,0.69102049,0.11416765,0.11187185,0.15556207,0.19699378,0.2222081,0.11900594,0.13156106,0.13350339,0.0611293,0.06243308,0.06466379,0.06695364,0.06806047,1.29689372,0.0897655,0.9346875,0.99609375,1.0,1.0,1.0,60.66768265,93.46875,3,0,True,75,75,0.8,1e-05,2468.24169922,7.81126131,8.83121274,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",97,745.71624756,802.01658285,7.68948732,14.42222786,3.79766084,3.05183911,-0.26160276,-4.65497446,4.65497446,1,0.01030928,0.0,0.17327421,-0.12336307,67.51791382,0.61676252,0.07523601,0.18904658,0.06857066,0.67517924,0.07849605,0.50094491,0.64717114,0.69476581,0.72873312,0.76802534,0.50804347,0.67756408,0.70841205,0.7146641,0.7189306,67.51791382,0.03961277,0.04593344,0.61676252,0.61523038,0.68650913,0.18904658,0.18741803,0.24996284,0.30510962,0.33966315,0.19490962,0.24352096,0.24877849,0.075236,0.07807187,0.08101884,0.0844356,0.0861819,2.08693314,0.11909264,0.95085937,1.0,1.0,1.0,1.0,67.51791382,95.0859375,4,0,True,100,100,0.8,1e-05,1977.51965332,7.58959864,7.64360077,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",95,628.43432617,667.56529508,7.23314777,14.94770432,3.86622611,3.1877315,-0.30756948,-4.2740469,4.2740469,-2,0.02061856,0.0,0.15727419,-0.45633955,72.74576569,0.56255341,0.09004161,0.26133367,0.05375529,0.72745758,0.0986819,0.49772707,0.70102608,0.75759661,0.79259002,0.83201611,0.50676566,0.7216478,0.76478922,0.78064919,0.79598564,72.74575806,0.03918752,0.05279153,0.56255335,0.55381972,0.68276483,0.2613337,0.24982494,0.36004189,0.46581608,0.52362698,0.25212458,0.43469059,0.44664246,0.09004161,0.08891141,0.10231837,0.11032078,0.11287645,2.99397469,0.18045524,0.948125,1.0,1.0,1.0,1.0,72.74575806,94.8125,5,0,True,125,125,0.8,1e-05,1170.24609375,7.06496934,6.27027159,False,True
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",89,545.80755615,573.86499839,6.83541986,11.56686115,3.40100884,2.75239658,-0.01182592,-3.46037221,3.46037221,-6,0.06315789,0.22617809,0.13148036,-0.39772792,70.29798889,0.57700133,0.09157508,0.26742461,0.02775203,0.7029798,0.11659601,0.44305214,0.66506755,0.73735249,0.78189147,0.83328915,0.45206854,0.68937343,0.74225056,0.76576591,0.80850542,70.29798126,0.0442097,0.05466203,0.57700121,0.57580185,0.68478137,0.26742464,0.22372544,0.38671282,0.56783116,0.66527408,0.22087808,0.5525673,0.61912954,0.09157508,0.08606473,0.10141498,0.12422492,0.1334835,3.34243488,0.2238785,0.90417969,1.0,1.0,1.0,1.0,70.29798126,90.41796875,6,0,True,150,150,0.8,1e-05,802.85668945,6.68817623,5.25454623,False,True
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 28, 29, 31, 32, 34, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98]",84,481.9019165,504.54437922,6.45382392,7.9344101,2.81680849,2.30992699,0.30592737,-2.76613116,2.76613116,-5,0.05617978,0.31403948,0.11708456,-0.38159594,65.4978714,0.60414624,0.09145836,0.26277444,0.04981949,0.65497881,0.13517609,0.36765543,0.60153961,0.68982637,0.74565816,0.82386088,0.39245835,0.6295203,0.69415849,0.72927952,0.81546861,65.4978714,0.04820758,0.05450441,0.6041463,0.61650944,0.68470341,0.26277447,0.18889917,0.36931199,0.58206373,0.80840987,0.18388452,0.51135397,0.78769189,0.09145836,0.08491127,0.09997989,0.11491267,0.16044135,3.60344934,0.23477797,0.84347653,1.0,1.0,1.0,1.0,65.4978714,84.34765625,7,0,True,175,175,0.8,1e-05,524.6494751,6.26273037,4.1162181,False,True
"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 20, 21, 22, 24, 25, 26, 28, 29, 31, 34, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 98]",78,437.61743164,452.34393664,5.97320056,6.11096478,2.47203656,1.98400152,0.46543557,-2.52003264,2.52003264,-6,0.07142857,0.22981486,0.09189522,-0.48062336,59.82806778,0.62327349,0.09296563,0.26312649,0.05824966,0.59828067,0.153304,0.29188922,0.52263409,0.62800026,0.69985271,0.82010251,0.31940439,0.54807979,0.63863957,0.68271446,0.81862897,59.82806778,0.05766529,0.06359916,0.62327349,0.64410669,0.68904811,0.26312649,0.17120598,0.32558936,0.55377513,1.0039413,0.15757892,0.5310145,1.01446056,0.09296561,0.08768973,0.09614533,0.1146419,0.16508599,3.98577952,0.28484112,0.77625,0.98828125,1.0,1.0,1.0,59.82806778,77.625,8,0,True,200,200,0.8,1e-05,332.04241943,5.80526273,3.14959537,False,True
"[1, 3, 6, 7, 8, 9, 11, 13, 14, 15, 16, 17, 20, 21, 22, 24, 25, 26, 28, 29, 31, 34, 36, 37, 39, 41, 42, 44, 46, 50, 51, 52, 54, 55, 56, 57, 59, 60, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 75, 76, 78, 79, 81, 82, 84, 85, 87, 88, 89, 90, 91, 92, 94, 95, 96, 98]",66,399.5475769,412.26142442,5.85641949,4.94467449,2.22366241,1.81376851,0.5674583,-2.26202607,2.26202607,-12,0.15384615,0.19085207,0.08699346,-0.11678107,52.24040985,0.63337606,0.09051568,0.25210834,0.07655183,0.52240407,0.1660479,0.22721608,0.41949007,0.53523725,0.62706119,0.81302804,0.2440917,0.44959033,0.54242563,0.60454023,0.80074191,52.24041367,0.07166873,0.07803825,0.63337606,0.66816545,0.6922707,0.25210834,0.15615194,0.28206307,0.53308761,1.05502081,0.14659415,0.53008795,1.05270278,0.09051569,0.08419512,0.09221477,0.1037763,0.15891165,4.0523324,0.3021335,0.58964843,0.70117188,0.91503906,0.9964844,1.0,52.24041367,58.96484375,9,0,True,225,225,0.8,1e-05,408.16876221,6.01168072,2.52482879,False,True
