method,mode,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,pip_hard,softgate,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,lasso_recovery,simple,411,411,0,1,0.0,0,0.0,0.0,0.06387416,0,0.052651156,0.048298523,0.0,0.0
last_flow,lasso_recovery,simple,411,411,1,2,0.0,0,0.0,0.0,0.07341097,0,0.055743784,0.05862901,0.0,0.0
last_flow,lasso_recovery,simple,411,411,2,3,0.0,0,0.0,0.0,0.088636525,0,-0.10160901,0.071710035,0.0,0.0
last_flow,lasso_recovery,simple,411,411,3,4,0.0,0,0.0,0.0,0.13939686,0,0.16455829,0.09753863,0.0,0.0
last_flow,lasso_recovery,simple,411,411,4,5,0.0,0,0.0,0.0,0.033991173,0,0.0034386804,0.028975299,0.0,0.0
last_flow,lasso_recovery,simple,411,411,5,6,0.0,0,0.0,0.0,0.04184476,0,0.0073530427,0.024770195,0.0,0.0
last_flow,lasso_recovery,simple,411,411,6,7,0.0,0,0.0,0.0,0.03932,0,0.008279296,0.024373094,0.0,0.0
last_flow,lasso_recovery,simple,411,411,7,8,0.0,0,0.0,0.0,0.1224082,0,-0.1186147,0.083619535,0.0,0.0
last_flow,lasso_recovery,simple,411,411,8,9,0.0,0,0.0,0.0,0.09723411,0,0.08123856,0.07020141,0.0,0.0
last_flow,lasso_recovery,simple,411,411,9,10,0.0,0,0.0,0.0,0.051958118,0,-0.023355436,0.035365887,0.0,0.0
last_flow,lasso_recovery,simple,411,411,10,11,0.0,0,0.0,0.0,0.0415858,0,0.007462625,0.025482606,0.0,0.0
last_flow,lasso_recovery,simple,411,411,11,12,0.0,0,0.0,0.0,0.04688103,0,-0.030390644,0.034313265,0.0,0.0
last_flow,lasso_recovery,simple,411,411,12,13,0.0,0,0.0,0.0,0.122563414,0,0.113272935,0.077917546,0.0,0.0
last_flow,lasso_recovery,simple,411,411,13,14,0.0,0,0.0,0.0,0.050333854,0,0.017430808,0.038886663,0.0,0.0
last_flow,lasso_recovery,simple,411,411,14,15,0.0,0,0.0,0.0,0.049382012,0,0.02217834,0.03599245,0.0,0.0
last_flow,lasso_recovery,simple,411,411,15,16,0.48051634,1,0.0,0.0,0.14028314,0,0.2790045,0.109903,0.0,0.0
last_flow,lasso_recovery,simple,411,411,16,17,0.0,0,0.0,0.0,0.08811356,0,-0.09211062,0.0739617,0.0,0.0
last_flow,lasso_recovery,simple,411,411,17,18,0.0,0,0.0,0.0,0.0489474,0,-0.02319229,0.031313878,0.0,0.0
last_flow,lasso_recovery,simple,411,411,18,19,0.0,0,0.0,0.0,0.028995562,0,0.0051356955,0.017363165,0.0,0.0
last_flow,lasso_recovery,simple,411,411,19,20,0.0,0,0.0,0.0,0.08105303,0,-0.045400012,0.04947825,0.0,0.0
last_flow,lasso_recovery,simple,411,411,20,21,0.0,0,0.0,0.0,0.20182246,0,0.34339914,0.12013081,0.0,0.0
last_flow,lasso_recovery,simple,411,411,21,22,0.0,0,0.0,0.0,0.077569686,0,0.054546777,0.059435897,0.0,0.0
last_flow,lasso_recovery,simple,411,411,22,23,0.0,0,0.0,0.0,0.045595072,0,0.024447488,0.037693433,0.0,0.0
last_flow,lasso_recovery,simple,411,411,23,24,0.0,0,0.0,0.0,0.045573,0,-0.012082089,0.027986538,0.0,0.0
last_flow,lasso_recovery,simple,411,411,24,25,0.0,0,0.0,0.0,0.047597423,0,0.037076388,0.04949631,0.0,0.0
last_flow,lasso_recovery,simple,411,411,25,26,0.0,0,0.0,0.0,0.03564415,0,0.000422743,0.019303136,0.0,0.0
last_flow,lasso_recovery,simple,411,411,26,27,1.9593331,1,1.0,1.0,0.9885515,1,1.8705932,0.12163303,1.892166,0.11554499
last_flow,lasso_recovery,simple,411,411,27,28,0.0,0,0.0,0.0,0.041483983,0,0.017112209,0.03115626,0.0,0.0
last_flow,lasso_recovery,simple,411,411,28,29,0.0,0,0.00125,0.00125,0.034334764,0,-0.018375076,0.034811564,-0.0005460927,0.018946093
last_flow,lasso_recovery,simple,411,411,29,30,0.0,0,0.0005,0.0005,0.036148097,0,-0.0040263496,0.028086446,-7.545937e-05,0.0049625994
last_flow,lasso_recovery,simple,411,411,30,31,1.595781,1,1.0,1.0,0.9768942,1,1.556364,0.11250555,1.5931927,0.10662645
last_flow,lasso_recovery,simple,411,411,31,32,0.0,0,0.0,0.0,0.04659948,0,-0.02024259,0.03456449,0.0,0.0
last_flow,lasso_recovery,simple,411,411,32,33,0.0,0,0.0,0.0,0.04505593,0,0.021976328,0.034224603,0.0,0.0
last_flow,lasso_recovery,simple,411,411,33,34,0.0,0,0.0,0.0,0.05311293,0,-0.012425825,0.035080153,0.0,0.0
last_flow,lasso_recovery,simple,411,411,34,35,0.0,0,0.0,0.0,0.10497972,0,0.13955027,0.076753356,0.0,0.0
last_flow,lasso_recovery,simple,411,411,35,36,1.9825708,1,1.0,1.0,0.98519695,1,1.7873919,0.12511812,1.8141687,0.11878843
last_flow,lasso_recovery,simple,411,411,36,37,0.0,0,0.0,0.0,0.042033717,0,0.019803675,0.026663728,0.0,0.0
last_flow,lasso_recovery,simple,411,411,37,38,0.0,0,0.002,0.002,0.03164659,0,0.013087582,0.029521588,0.00055945694,0.014337073
