epoch,phase,selection_warmup,eligible_checkpoint,checkpoint_update,loss,expected_log_likelihood,expected_log_prior,expected_log_q,kl_q_prior,elbo,val_mse,val_signal_r2,val_draw_r2_median,val_draw_r2_positive_prob,val_zero_function_prob,val_constant_function_prob,val_corr2,val_function_energy_mean,val_function_energy_median,pip_rmse_truth,pip_rmse_mcmc,true_active_skl,true_active_skl_mean,zero_js,zero_js_mean,n_truth_active,n_truth_zero,n_valid_true_active_skl,selection_mode,reference_compatibility,rmse_with_mcmc,true_skl
1,repr,True,False,False,859.1492919921875,-805.8466186523438,-22.833688735961914,-15.280684471130371,7.553005695343018,-813.399658203125,10.411352157592773,-5.728888034820557,-5.780026435852051,0.0,0.0,0.0,0.5921439528465271,0.6484747529029846,0.3354785442352295,0.3158075363255285,0.2913426573641423,3.505471844323983,3.505471844323983,0.04222811490219395,0.051884315331975184,2,3,2,unit_group,exact,0.2913426573641423,3.505471844323983
250,repr,True,False,False,165.88429260253906,-143.2586669921875,-30.11425018310547,-8.01372241973877,22.100526809692383,-165.35919189453125,0.0337710864841938,0.9781736731529236,0.9431941509246826,0.9990000128746033,0.0,0.0,0.9852744340896606,12.609734535217285,12.55225944519043,0.32321943010902054,0.2780583823588133,1.1137854679404917,1.1137854679404917,0.04011644389083017,0.04683486424289407,2,3,2,unit_group,exact,0.2780583823588133,1.1137854679404917
500,repr,True,False,False,162.84324645996094,-143.50491333007812,-30.089557647705078,-10.737984657287598,19.351572036743164,-162.8564910888672,0.02513567917048931,0.9837547540664673,0.9482214450836182,1.0,0.0,0.0,0.9850379228591919,11.910873413085938,11.803775787353516,0.3221220265675727,0.2598082831627968,1.0084446232170439,1.0084446232170439,0.03470032403658347,0.043269017088229944,2,3,2,unit_group,exact,0.2598082831627968,1.0084446232170439
750,repr,True,False,False,160.55612182617188,-143.82321166992188,-30.388092041015625,-12.983217239379883,17.404878616333008,-161.22808837890625,0.021332520991563797,0.9862127304077148,0.9472756385803223,0.9990000128746033,0.0,0.0,0.9872800707817078,11.751157760620117,11.63713264465332,0.3177983637465744,0.27933210341813564,0.8136324404365715,0.8136324404365715,0.04222811490219395,0.048550586439937586,2,3,2,unit_group,exact,0.27933210341813564,0.8136324404365715
1000,repr,True,False,False,160.53024291992188,-142.9816436767578,-30.421506881713867,-13.528769493103027,16.892738342285156,-159.8743896484375,0.02535446733236313,0.9836133122444153,0.9474733471870422,1.0,0.0,0.0,0.9852171540260315,12.248895645141602,12.176916122436523,0.32483503505625744,0.2648868890677679,0.7960037156372552,0.7960037156372552,0.03720924961658758,0.04362165988520258,2,3,2,unit_group,exact,0.2648868890677679,0.7960037156372552
1250,select,False,False,False,168.46632385253906,-144.99700927734375,-30.297513961791992,-5.5036091804504395,24.793903350830078,-169.79092407226562,0.13467612862586975,0.9129584431648254,0.8825539350509644,0.9950000047683716,0.0,0.0,0.9669132828712463,13.949380874633789,13.857442855834961,0.1881674785928748,0.33389139551656616,4.084653792298449,4.084653792298449,0.13258588828425827,0.12736297293152268,2,3,2,unit_group,exact,0.33389139551656616,4.084653792298449
1500,select,False,False,False,165.61781311035156,-143.29579162597656,-30.475522994995117,-8.422767639160156,22.052753448486328,-165.34854125976562,0.02159431017935276,0.9860435128211975,0.9518758654594421,0.9980000257492065,0.0,0.0,0.987307071685791,12.050437927246094,12.017379760742188,0.15637007386325555,0.3627684440521253,2.2558177712504754,2.2558177712504754,0.1679493901917353,0.15292499529956394,2,3,2,unit_group,exact,0.3627684440521253,2.2558177712504754
1750,select,False,False,False,164.86105346679688,-144.35699462890625,-30.520156860351562,-9.639029502868652,20.88112449645996,-165.23812866210938,0.03614552319049835,0.9766390323638916,0.9442929029464722,1.0,0.0,0.0,0.9774754047393799,12.042875289916992,11.991165161132812,0.16663493031174467,0.3556649884371528,2.4048828087969536,2.4048828087969536,0.15544292046513097,0.1483652192289678,2,3,2,unit_group,exact,0.3556649884371528,2.4048828087969536
2000,select,False,False,False,163.582763671875,-143.79539489746094,-30.56341552734375,-10.393325805664062,20.170089721679688,-163.9654998779297,0.024574173614382744,0.9841176271438599,0.9522143602371216,0.9990000128746033,0.0,0.0,0.9861746430397034,11.564902305603027,11.586475372314453,0.12243283873209836,0.3892376446337122,1.372533716187343,1.372533716187343,0.2132106312399408,0.1712914123409455,2,3,2,unit_group,exact,0.3892376446337122,1.372533716187343
2250,select,False,False,False,162.68844604492188,-142.26412963867188,-29.90049171447754,-9.306730270385742,20.593759536743164,-162.85789489746094,0.05463377758860588,0.9646900296211243,0.9405425786972046,1.0,0.0,0.0,0.9848842620849609,13.132148742675781,13.042036056518555,0.14717676447048292,0.3682560305005201,1.6245856810138082,1.6245856810138082,0.17989793059623677,0.15440128858901572,2,3,2,unit_group,exact,0.3682560305005201,1.6245856810138082
2500,select,False,False,False,163.6888885498047,-142.4976348876953,-30.436992645263672,-10.24416446685791,20.192825317382812,-162.69046020507812,0.03896493837237358,0.9748168587684631,0.9473393559455872,0.9990000128746033,0.0,0.0,0.9862425923347473,12.831464767456055,12.774803161621094,0.1438923208513922,0.3715525588661717,1.1312647077095777,1.1312647077095777,0.18399925028745434,0.15866957007023025,2,3,2,unit_group,exact,0.3715525588661717,1.1312647077095777
