"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",433,433,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,7.89075,0.0789075,4,"30;35;38;51;58;60;74;81;84;86","24;30;58;60",0.75,0.3,0.428571428571428,0.25,3,1,7,89,4,0.931111111111111,0.690078646843353
