method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
last_flow,recovery,simple,451,451,160,100,10,1.0,0.5,4000,3,1;19;21;23;46;49;73;75;77;80,1;19;77,27,625,2,0.9797958971132713,1.0,0.3,0.4615384615384615,0.0,3,0,7,90,3,0.7833333333333333,0.5689315330060011,-1,-1,1.2,0.8,1e-05,0.95,0.9,300,4,300,300,0.1,0.9950163332157418,0.9950163332157418,0.7566334880260719,1.1215226830540796,0.23838284518966993,0.2693502497222315,1.094073385672345,1.086103760912466,1.094073385672345,1.086103760912466,0.8840960925397944,1.9938566773874786,1.3372360199762747,2.428264805520115,0.14789681106805802,0.1586586051005125,0.0348358228802681,0.06708080321550369
