"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",406,406,100,500,60,20,20,10,1,12345,2000,1,8000,0.5,0.5,9.19575,0.0183915,6,"11;18;46;133;259;414;434;460;469;497","133;259;434;460;469;497",1,0.6,0.75,0,6,0,4,490,6,0.997142857142857,0.922619047619048
