stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.9553236961364746,11,13,2.1701856406197977
1,0.8,31,750,2.9941701889038086,6,49,0.9016010283830918
