method,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,selected_size,active_idx0,selected_idx0,selected_ckpt_id,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc
last_flow,simple,466,466,160,100,10,1.0,0.5,9,4;20;26;31;44;52;57;59;91;99,4;20;26;31;44;57;59;91;99,238,1.0,0.9,0.9473684210526316,0.0,9,0,1,90,9,0.95,0.9188679245283019
