"method","setting","seed","replicate_id","j0","j1","beta_true","truth","pip","selected","effect_mean"
"mcmc","simple",499,499,0,1,0,0,0,0,0.000208652340395357
"mcmc","simple",499,499,1,2,0,0,0,0,0.000281086051498294
"mcmc","simple",499,499,2,3,0,0,0,0,0.00118063971676743
"mcmc","simple",499,499,3,4,0,0,0,0,0.00224568627271992
"mcmc","simple",499,499,4,5,0,0,0,0,-0.000350235989098221
"mcmc","simple",499,499,5,6,0,0,0,0,-0.000370206287033209
"mcmc","simple",499,499,6,7,0,0,0,0,-0.001454573122554
"mcmc","simple",499,499,7,8,0,0,0,0,0.000215457086561997
"mcmc","simple",499,499,8,9,0,0,0,0,0.00114685316620447
"mcmc","simple",499,499,9,10,0,0,0,0,7.42842953414795e-05
"mcmc","simple",499,499,10,11,0,0,0,0,-0.000199304792701517
"mcmc","simple",499,499,11,12,0,0,0,0,-0.000220400299875257
"mcmc","simple",499,499,12,13,-1.5650129,1,1,1,-1.59170690692996
"mcmc","simple",499,499,13,14,0,0,0,0,-0.00223762741583078
"mcmc","simple",499,499,14,15,0,0,0,0,0.00415105210450494
"mcmc","simple",499,499,15,16,0,0,0,0,-0.000744627732565298
"mcmc","simple",499,499,16,17,0.81488705,1,1,1,0.85113051337953
"mcmc","simple",499,499,17,18,0,0,0,0,0.00010621316321391
"mcmc","simple",499,499,18,19,0,0,0,0,-0.000401632104477842
"mcmc","simple",499,499,19,20,0,0,0,0,-0.000241052170590659
"mcmc","simple",499,499,20,21,0,0,0,0,0.00114355835988309
"mcmc","simple",499,499,21,22,0,0,0,0,-0.00237471996927666
"mcmc","simple",499,499,22,23,0,0,0,0,-6.05259375724812e-05
"mcmc","simple",499,499,23,24,0,0,0,0,-4.57622897492134e-05
"mcmc","simple",499,499,24,25,0,0,0,0,-0.00791419907359873
"mcmc","simple",499,499,25,26,0,0,0,0,-0.000170782952768252
"mcmc","simple",499,499,26,27,0.64072084,1,1,1,0.682830660001984
"mcmc","simple",499,499,27,28,-0.75073427,1,1,1,-0.721081069160373
"mcmc","simple",499,499,28,29,0,0,0,0,0.0098179335279832
"mcmc","simple",499,499,29,30,0,0,0,0,-0.000341107818847702
"mcmc","simple",499,499,30,31,0,0,0,0,0.00963410214866344
"mcmc","simple",499,499,31,32,0,0,0,0,0.00136368787693362
"mcmc","simple",499,499,32,33,0,0,0,0,0.00102565881014791
"mcmc","simple",499,499,33,34,0,0,0,0,1.90617499972585e-05
"mcmc","simple",499,499,34,35,0,0,0,0,0.00133186917781032
"mcmc","simple",499,499,35,36,0,0,0,0,-0.00051114584469618
"mcmc","simple",499,499,36,37,0,0,0,0,-0.00201150730751502
"mcmc","simple",499,499,37,38,0,0,0,0,0.0144378563676964
"mcmc","simple",499,499,38,39,0,0,0,0,0.0286830049978178
"mcmc","simple",499,499,39,40,0.6797812,1,1,1,0.675530789586146
"mcmc","simple",499,499,40,41,0,0,0,0,-0.000614442084855413
"mcmc","simple",499,499,41,42,0,0,0,0,-0.000172237926124987
"mcmc","simple",499,499,42,43,0,0,0,0,-0.000124179470965186
"mcmc","simple",499,499,43,44,0,0,0,0,-0.00101668371648715
"mcmc","simple",499,499,44,45,0,0,0,0,-4.01176862172494e-05
"mcmc","simple",499,499,45,46,0,0,0,0,-0.000235007066670483
"mcmc","simple",499,499,46,47,0,0,0,0,-0.000482833733740455
"mcmc","simple",499,499,47,48,0,0,0,0,0.00349361221655857
"mcmc","simple",499,499,48,49,0,0,0,0,2.67282390979563e-05
"mcmc","simple",499,499,49,50,0,0,0,0,0.000896583976790478
"mcmc","simple",499,499,50,51,0,0,0,0,-0.000116686030692086
"mcmc","simple",499,499,51,52,0,0,0,0,0.00052831380184903
"mcmc","simple",499,499,52,53,0,0,0,0,-0.00089365627092441
"mcmc","simple",499,499,53,54,0,0,0,0,0.00618770950092855
"mcmc","simple",499,499,54,55,1.2098722,1,1,1,1.18438328988026
"mcmc","simple",499,499,55,56,0,0,0,0,0.000208042929084679
"mcmc","simple",499,499,56,57,0,0,0,0,3.02812806874455e-05
"mcmc","simple",499,499,57,58,0,0,0,0,-0.00248947380975709
"mcmc","simple",499,499,58,59,0,0,0,0,0.00246561153628654
"mcmc","simple",499,499,59,60,0,0,0,0,-0.000449259672915293
"mcmc","simple",499,499,60,61,0.8482112,1,1,1,0.865783673276343
"mcmc","simple",499,499,61,62,0,0,0,0,3.76710083439761e-05
"mcmc","simple",499,499,62,63,0,0,0,0,0.000969929730428915
"mcmc","simple",499,499,63,64,0,0,0,0,-0.000269057783578269
"mcmc","simple",499,499,64,65,0,0,0,0,7.70306051686961e-05
"mcmc","simple",499,499,65,66,0,0,0,0,-0.000611723880288507
"mcmc","simple",499,499,66,67,0,0,0,0,-0.0188616691276128
"mcmc","simple",499,499,67,68,0,0,0,0,-0.00663148355537832
"mcmc","simple",499,499,68,69,0,0,0,0,-0.000578448038380782
"mcmc","simple",499,499,69,70,0,0,0,0,5.59779649051716e-05
"mcmc","simple",499,499,70,71,0,0,0,0,0.00320101644111163
"mcmc","simple",499,499,71,72,0,0,0,0,0.000103094370921389
