method,epoch,group_id,selection_type,block,layer,unit,global_unit,side,pip,gate_mean,margin_mean,margin_sd,slab_norm_mean,slab_norm_median
RaT,1500,3,unit,0,0,3,3,group,1.0,0.9979519248008728,1.4845049381256104,0.33077889680862427,2.6302225589752197,2.6353037357330322
RaT,1500,4,unit,0,0,4,4,group,0.0430000014603138,0.003609921783208847,-0.7004238367080688,0.4111810326576233,2.483511209487915,2.4599437713623047
RaT,1750,0,unit,0,0,0,0,group,1.0,0.9904522895812988,1.3088138103485107,0.3166394829750061,2.528223991394043,2.5053975582122803
RaT,1750,1,unit,0,0,1,1,group,0.027000000700354576,0.0022269045002758503,-0.884291410446167,0.4734876751899719,2.5610439777374268,2.5333311557769775
RaT,1750,2,unit,0,0,2,2,group,0.007000000216066837,9.128457895712927e-05,-0.8847905993461609,0.3755684792995453,2.4572699069976807,2.410104513168335
RaT,1750,3,unit,0,0,3,3,group,1.0,0.994583010673523,1.3650375604629517,0.3469563126564026,2.5485892295837402,2.555009603500366
RaT,1750,4,unit,0,0,4,4,group,0.017999999225139618,0.0006112005212344229,-0.876396656036377,0.4104822874069214,2.457073211669922,2.413682222366333
RaT,2000,0,unit,0,0,0,0,group,1.0,0.9925253987312317,1.410854697227478,0.379806250333786,2.492357015609741,2.4735517501831055
RaT,2000,1,unit,0,0,1,1,group,0.06199999898672104,0.009046069346368313,-0.7826322317123413,0.5192368626594543,2.5934486389160156,2.5669538974761963
RaT,2000,2,unit,0,0,2,2,group,0.03799999877810478,0.003304427256807685,-0.8611397743225098,0.5021043419837952,2.55420184135437,2.4902987480163574
RaT,2000,3,unit,0,0,3,3,group,1.0,0.9968380331993103,1.4192063808441162,0.3765215277671814,2.6126279830932617,2.5984346866607666
RaT,2000,4,unit,0,0,4,4,group,0.03799999877810478,0.001729940646328032,-0.7523247599601746,0.4441397786140442,2.59696888923645,2.5902504920959473
