"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",496,496,160,100,96,32,32,10,1,12345,2000,1,8000,0.5,0.5,5.217,0.05217,5,"2;18;20;21;25;30;46;54;64;99","2;21;54;64;99",1,0.5,0.666666666666667,0,5,0,5,90,5,0.991666666666667,0.946428571428571
