target,source_0,source_1,source_2,source_3,source_4,source_5
0,0.16019999980926514,0.1477999985218048,0.1462000012397766,0.1526000052690506,0.1379999965429306,0.15620000660419464
1,0.155799999833107,0.14659999310970306,0.13580000400543213,0.149399995803833,0.14300000667572021,0.14579999446868896
2,0.1467999964952469,0.14159999787807465,0.15199999511241913,0.15860000252723694,0.15240000188350677,0.1599999964237213
3,0.13979999721050262,0.13539999723434448,0.14720000326633453,0.1477999985218048,0.15000000596046448,0.15360000729560852
4,0.1485999971628189,0.15320000052452087,0.14980000257492065,0.1485999971628189,0.14480000734329224,0.14499999582767487
